category	hgnc_id	hgnc_symbol	uniprot_acc	ensembl_gene	ncbi_gene_id	uniprot_flag	go_flag	hpa_flag	surfy_flag	cspa_flag	n_db_votes	sonnet_full_flag	adc_source	therapeutic	adc_antigen	target_function	viral_agent	viral_protein	viral_entry_mode
ADC	HGNC:1633	CD19	P15391	ENSG00000177455	930	1	1	0	1	1	4	1	TheraSAbDab	Coltuximab; Denintuzumab; Loncastuximab; COLTUXIMAB RAVTANSINE; TAPLITUMOMAB PAPTOX; DENINTUZUMAB MAFODOTIN; (+1 more)	B-lymphocyte antigen CD19 (CD19); B-lymphocyte antigen CD19 (CD19); T-cell surface glycoprotein CD3 delta chain (CD3D)	Functions as coreceptor for the B-cell antigen receptor complex (BCR) on B-lymphocytes. Decreases the threshold for activation of downstream signaling pathways and for triggering B-cell responses to antigens. Activates signaling pathways that lead to the activation of phosphatidylinositol 3-kinase and the mobilization of intracellular Ca(2+) stores. Is not required for early steps during B cell differentiation in the blood marrow. Required for normal differentiation of B-1 cells. Required for normal B cell differentiation and proliferation in response to antigen challenges. Required for normal levels of serum immunoglobulins, and for production of high-affinity antibodies in response to antigen challenge.			
ADC	HGNC:1639	CD2	P06729	ENSG00000116824	914	1	1	1	1	1	5	1	ADCdb		T-cell surface antigen CD2 (CD2)	CD2 interacts with lymphocyte function-associated antigen CD58 (LFA-3) and CD48/BCM1 to mediate adhesion between T-cells and other cell types. CD2 is implicated in the triggering of T-cells, the cytoplasmic domain is implicated in the signaling function.			
ADC	HGNC:1643	CD22	P20273	ENSG00000012124	933	1	1	0	1	1	4	1	TheraSAbDab	Inotuzumab; Moxetumomab; Pinatuzumab; EPRATUZUMAB-CYS-TESIRINE; MOXETUMOMAB PASUDOTOX; INOTUZUMAB OZOGAMICIN; (+1 more)	B-cell receptor CD22 (CD22)	Mediates B-cell B-cell interactions. May be involved in the localization of B-cells in lymphoid tissues. Binds sialylated glycoproteins; one of which is CD45. Preferentially binds to alpha-2,6- linked sialic acid. The sialic acid recognition site can be masked by cis interactions with sialic acids on the same cell surface. Upon ligand induced tyrosine phosphorylation in the immune response seems to be involved in regulation of B-cell antigen receptor signaling. Plays a role in positive regulation through interaction with Src family tyrosine kinases and may also act as an inhibitory receptor by recruiting cytoplasmic phosphatases via their SH2 domains that block signal transduction through dephosphorylation of signaling molecules.			
ADC	HGNC:1645	CD24	P25063	ENSG00000272398	100133941	1	1	0	1	0	3	1	ADCdb		Signal transducer CD24 (CD24)	May have a pivotal role in cell differentiation of different cell types. Signaling could be triggered by the binding of a lectin- like ligand to the CD24 carbohydrates, and transduced by the release of second messengers derived from the GPI-anchor. Modulates B-cell activation responses. Promotes AG-dependent proliferation of B-cells, and prevents their terminal differentiation into antibody-forming cells. In association with SIGLEC10 may be involved in the selective suppression of the immune response to danger-associated molecular patterns (DAMPs) such as HMGB1, HSP70 and HSP90. Plays a role in the control of autoimmunity.			
ADC	HGNC:1659	CD33	P20138	ENSG00000105383	945	1	1	1	1	1	5	1	TheraSAbDab	Gemtuzumab; Vadastuximab; GEMTUZUMAB OZOGAMICIN	Myeloid cell surface antigen CD33 (CD33)	Sialic-acid-binding immunoglobulin-like lectin (Siglec) that plays a role in mediating cell-cell interactions and in maintaining immune cells in a resting state. Preferentially recognizes and binds alpha-2,3- and more avidly alpha-2,6-linked sialic acid-bearing glycans. Upon engagement of ligands such as C1q or syalylated glycoproteins, two immunoreceptor tyrosine-based inhibitory motifs (ITIMs) located in CD33 cytoplasmic tail are phosphorylated by Src-like kinases such as LCK. These phosphorylations provide docking sites for the recruitment and activation of protein-tyrosine phosphatases PTPN6/SHP-1 and PTPN11/SHP- 2. In turn, these phosphatases regulate downstream pathways through dephosphorylation of signaling molecules. One of the repressive effect of CD33 on monocyte activation requires phosphoinositide 3-kinase/PI3K.			
ADC	HGNC:1666	CD37	P11049	ENSG00000104894	951	1	1	1	1	0	4	1	TheraSAbDab	Lilotomab; Naratuximab; NARATUXIMAB EMTANSINE	Leukocyte antigen CD37 (CD37)				
ADC	HGNC:1667	CD38	P28907	ENSG00000004468	952	1	0	1	1	0	3	1	ADCdb		ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1 (CD38)	Synthesizes cyclic ADP-ribose (cADPR), a second messenger for glucose-induced insulin secretion. Synthesizes the Ca(2+) mobilizer nicotinate-adenine dinucleotide phosphate, NAADP(+), from 2&#039;-phospho-cADPR and nicotinic acid, as well as from NADP(+) and nicotinic acid. At both pH 5.0 and pH 7.4 preferentially transforms 2&#039;-phospho-cADPR into NAADP(+), while preferentially cleaving NADP(+) to cADPR and ADPRP rather than into NADDP(+). Has cADPR hydrolase activity.			
ADC	HGNC:1673	CD3D	P04234	ENSG00000167286	915	1	1	0	1	1	4	1	ADCdb		T-cell surface glycoprotein CD3 delta chain (CD3D); Programmed cell death protein 1 (PDCD1)				
ADC	HGNC:1674	CD3E	P07766	ENSG00000198851	916	1	1	1	0	0	3	1	TheraSAbDab	Dafsolimab; Pamlectabart					
ADC	HGNC:1678	CD4	P01730	ENSG00000010610	920	1	1	1	1	1	5	1	ADCdb		T-cell surface glycoprotein CD4 (CD4)	Integral membrane glycoprotein that plays an essential role in the immune response and serves multiple functions in responses against both external and internal offenses. In T-cells, functions primarily as a coreceptor for MHC class II molecule:peptide complex. The antigens presented by class II peptides are derived from extracellular proteins while class I peptides are derived from cytosolic proteins. Interacts simultaneously with the T-cell receptor (TCR) and the MHC class II presented by antigen presenting cells (APCs). In turn, recruits the Src kinase LCK to the vicinity of the TCR-CD3 complex. LCK then initiates different intracellular signaling pathways by phosphorylating various substrates ultimately leading to lymphokine production, motility, adhesion and activation of T-helper cells. In other cells such as macrophages or NK cells, plays a role in differentiation/activation, cytokine expression and cell migration in a TCR/LCK-independent pathway. Participates in the development of T- helper cells in the thymus and triggers the differentiation of monocytes into functional mature macrophages.			
ADC	HGNC:1681	CD44	P16070	ENSG00000026508	960	1	1	1	1	1	5	1	Open Targets	BIVATUZUMAB MERTANSINE	CD44 antigen (CD44)	Cell-surface receptor that plays a role in cell-cell interactions, cell adhesion and migration, helping them to sense and respond to changes in the tissue microenvironment. Participates thereby in a wide variety of cellular functions including the activation, recirculation and homing of T-lymphocytes, hematopoiesis, inflammation and response to bacterial infection. Engages, through its ectodomain, extracellular matrix components such as hyaluronan/HA, collagen, growth factors, cytokines or proteases and serves as a platform for signal transduction by assembling, via its cytoplasmic domain, protein complexes containing receptor kinases and membrane proteases. Such effectors include PKN2, the RhoGTPases RAC1 and RHOA, Rho-kinases and phospholipase C that coordinate signaling pathways promoting calcium mobilization and actin-mediated cytoskeleton reorganization essential for cell migration and adhesion.			
ADC	HGNC:1682	CD47	Q08722	ENSG00000196776	961	1	1	1	1	1	5	1	ADCdb		Leukocyte surface antigen CD47 (CD47); Leukocyte surface antigen CD47 (CD47); Programmed cell death 1 ligand 1 (CD274)	Adhesive protein that mediates cell-to-cell interactions. Acts as receptor for thrombospondin THBS1 and as modulator of integrin signaling through the activation of heterotrimeric G proteins. Involved in signal transduction, cardiovascular homeostasis, inflammation, apoptosis, angiogenesis, cellular self- renewal, and immunoregulation. Plays a role in modulating pulmonary endothelin EDN1 signaling. Modulates nitrous oxide (NO) signaling, in response to THBS1, hence playing a role as a pressor agent, supporting blood pressure. Plays an important role in memory formation and synaptic plasticity in the hippocampus. Receptor for SIRPA, binding to which prevents maturation of immature dendritic cells and inhibits cytokine production by mature dendritic cells. Interaction with SIRPG mediates cell-cell adhesion, enhances superantigen-dependent T-cell-mediated proliferation and costimulates T-cell activation. Positively modulates FAS-dependent apoptosis in T-cells, perhaps by enhancing FAS clustering. Plays a role in suppressing angiogenesis and may be involved in metabolic dysregulation during normal aging. In response to THBS1, negatively modulates wound healing. Inhibits stem cell self-renewal, in response to THBS1, probably by regulation of the stem cell transcription factors POU5F1/OCT4, SOX2, MYC/c-Myc and KLF4. May play a role in membrane transport and/or integrin dependent signal transduction. May prevent premature elimination of red blood cells.			
ADC	HGNC:1683	CD48	P09326	ENSG00000117091	962	1	0	1	1	1	4	1	ADCdb		CD48 antigen (CD48)	Glycosylphosphatidylinositol (GPI)-anchored cell surface glycoprotein that interacts via its N-terminal immunoglobulin domain with cell surface receptors including 2B4/CD244 or CD2 to regulate immune cell function and activation. Participates in T-cell signaling transduction by associating with CD2 and efficiently bringing the Src family protein kinase LCK and LAT to the TCR/CD3 complex. In turn, promotes LCK phosphorylation and subsequent activation. Induces the phosphorylation of the cytoplasmic immunoreceptortyrosine switch motifs (ITSMs) of CD244 initiating a series of signaling events that leads to the generation of the immunological synapse and the directed release of cytolytic granules containing perforin and granzymes by T- lymphocytes and NK-cells.			
ADC	HGNC:1685	CD5	P06127	ENSG00000110448	921	1	0	0	1	1	3	1	Open Targets	ZOLIMOMAB ARITOX; TELIMOMAB ARITOX	T-cell surface glycoprotein CD5 (CD5)	May act as a receptor in regulating T-cell proliferation.			
ADC	HGNC:16875	MRC2	Q9UBG0	ENSG00000011028	9902	1	0	0	1	1	3	1	ADCdb		C-type mannose receptor 2 (MRC2)	May play a role as endocytotic lectin receptor displaying calcium-dependent lectin activity. Internalizes glycosylated ligands from the extracellular space for release in an endosomal compartment via clathrin-mediated endocytosis. May be involved in plasminogen activation system controlling the extracellular level of PLAUR/PLAU, and thus may regulate protease activity at the cell surface. May contribute to cellular uptake, remodeling and degradation of extracellular collagen matrices. May play a role during cancer progression as well as in other chronic tissue destructive diseases acting on collagen turnover. May participate in remodeling of extracellular matrix cooperating with the matrix metalloproteinases (MMPs).			
ADC	HGNC:1689	CD59	P13987	ENSG00000085063	966	1	1	0	1	1	4	1	ADCdb		CD59 glycoprotein (CD59)	Potent inhibitor of the complement membrane attack complex (MAC) action. Acts by binding to the C8 and/or C9 complements of the assembling MAC, thereby preventing incorporation of the multiple copies of C9 required for complete formation of the osmolytic pore. This inhibitor appears to be species-specific. Involved in signal transduction for T-cell activation complexed to a protein tyrosine kinase.; The soluble form from urine retains its specific complement binding activity, but exhibits greatly reduced ability to inhibit MAC assembly on cell membranes.			
ADC	HGNC:1691	CD6	P30203	ENSG00000013725	923	1	1	0	1	1	4	1	TheraSAbDab	Itolizumab					
ADC	HGNC:1695	CD7	P09564	ENSG00000173762	924	1	0	0	1	1	3	1	ADCdb		T-cell antigen CD7 (CD7)	Not yet known.			
ADC	HGNC:1697	CD74	P04233	ENSG00000019582	972	1	1	0	1	1	4	1	TheraSAbDab	Bezetabart	HLA class II histocompatibility antigen gamma chain (CD74)	Plays a critical role in MHC class II antigen processing by stabilizing peptide-free class II alpha/beta heterodimers in a complex soon after their synthesis and directing transport of the complex from the endoplasmic reticulum to the endosomal/lysosomal system where the antigen processing and binding of antigenic peptides to MHC class II takes place. Serves as cell surface receptor for the cytokine MIF.			
ADC	HGNC:1699	CD79B	P40259	ENSG00000007312	974	1	1	1	1	1	5	1	TheraSAbDab	Iladatuzumab; Polatuzumab; POLATUZUMAB VEDOTIN	B-cell antigen receptor complex-associated protein beta chain (CD79B)	Required in cooperation with CD79A for initiation of the signal transduction cascade activated by the B-cell antigen receptor complex (BCR) which leads to internalization of the complex, trafficking to late endosomes and antigen presentation. Enhances phosphorylation of CD79A, possibly by recruiting kinases which phosphorylate CD79A or by recruiting proteins which bind to CD79A and protect it from dephosphorylation.			
ADC	HGNC:1705	CD86	P42081	ENSG00000114013	942	1	1	1	1	1	5	1	ADCdb		T-lymphocyte activation antigen CD86 (CD86)	Receptor involved in the costimulatory signal essential for T-lymphocyte proliferation and interleukin-2 production, by binding CD28 or CTLA-4. May play a critical role in the early events of T-cell activation and costimulation of naive T-cells, such as deciding between immunity and anergy that is made by T-cells within 24 hours after activation. Also involved in the regulation of B cells function, plays a role in regulating the level of IgG(1) produced. Upon CD40 engagement, activates NF-kappa-B signaling pathway via phospholipase C and protein kinase C activation.			
ADC	HGNC:1706	CD8A	P01732	ENSG00000153563	925	1	1	1	1	0	4	1	ADCdb		T-cell surface glycoprotein CD8 alpha chain (CD8A); T-cell surface glycoprotein CD8 alpha chain (CD8A)				
ADC	HGNC:1756	CDH17	Q12864	ENSG00000079112	1015	1	1	1	1	1	5	1	ADCdb		Cadherin-17 (CDH17)	Cadherins are calcium-dependent cell adhesion proteins. They preferentially interact with themselves in a homophilic manner in connecting cells; cadherins may thus contribute to the sorting of heterogeneous cell types. LI-cadherin may have a role in the morphological organization of liver and intestine. Involved in intestinal peptide transport.			
