gene_symbol	hgnc_id	uniprot_acc	ensembl_gene	ncbi_gene_id	category	subcategory	facet	surface_call_reason	induction_trigger	low_endogenous_expression	state_dependence
CD24	HGNC:1645	P25063	ENSG00000272398	100133941.0	canonical	all	none	gpi_anchored	oncogenic	0	moderate
CD244	HGNC:18171	Q9BZW8	ENSG00000122223	51744.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
CD247	HGNC:1677	P20963	ENSG00000198821	919.0	canonical	all	none	stable_complex_partner	immune	0	moderate
CD248	HGNC:18219	Q9HCU0	ENSG00000174807	57124.0	canonical	all	induced	cell_state_induced	oncogenic	0	high
CD27	HGNC:11922	P26842	ENSG00000139193	939.0	canonical	all	none	classical_surface_receptor	none	0	moderate
CD274	HGNC:17635	Q9NZQ7	ENSG00000120217	29126.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
CD276	HGNC:19137	Q5ZPR3	ENSG00000103855	80381.0	canonical	all	none	classical_surface_receptor	none	0	moderate
CD28	HGNC:1653	P10747	ENSG00000178562	940.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
CD300A	HGNC:19319	Q9UGN4	ENSG00000167851	11314.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
CD300C	HGNC:19320	Q08708	ENSG00000167850	10871.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
CD300LF	HGNC:29883	Q8TDQ1	ENSG00000186074	146722.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
CD302	HGNC:30843	Q8IX05	ENSG00000241399	9936.0	canonical	all	none	classical_surface_receptor	oncogenic	1	moderate
CD320	HGNC:16692	Q9NPF0	ENSG00000167775	51293.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
CD33	HGNC:1659	P20138	ENSG00000105383	945.0	canonical	all	none	classical_surface_receptor	none	0	moderate
CD34	HGNC:1662	P28906	ENSG00000174059	947.0	canonical	all	none	classical_surface_receptor	none	0	moderate
CD36	HGNC:1663	P16671	ENSG00000135218	948.0	canonical	all	none	multipass_with_exposed_loops	oncogenic	0	moderate
CD37	HGNC:1666	P11049	ENSG00000104894	951.0	canonical	all	none	multipass_with_exposed_loops	none	0	moderate
CD38	HGNC:1667	P28907	ENSG00000004468	952.0	canonical	all	none	extracellular_face_protein	none	0	moderate
CD3E	HGNC:1674	P07766	ENSG00000198851	916.0	canonical	all	none	classical_surface_receptor	immune	0	moderate
CD3G	HGNC:1675	P09693	ENSG00000160654	917.0	canonical	all	none	stable_complex_partner	immune	0	moderate
CD4	HGNC:1678	P01730	ENSG00000010610	920.0	canonical	all	none	classical_surface_receptor	stress_hypoxia	0	moderate
CD40	HGNC:11919	P25942	ENSG00000101017	958.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
CD40LG	HGNC:11935	P29965	ENSG00000102245	959.0	canonical	all	induced	cell_state_induced	oncogenic	0	high
CD44	HGNC:1681	P16070	ENSG00000026508	960.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
CD46	HGNC:6953	P15529	ENSG00000117335	4179.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
CD47	HGNC:1682	Q08722	ENSG00000196776	961.0	canonical	all	none	multipass_with_exposed_loops	oncogenic	0	moderate
CD48	HGNC:1683	P09326	ENSG00000117091	962.0	canonical	all	none	gpi_anchored	oncogenic	0	moderate
CD5	HGNC:1685	P06127	ENSG00000110448	921.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
CD52	HGNC:1804	P31358	ENSG00000169442	1043.0	canonical	all	none	gpi_anchored	none	0	moderate
CD53	HGNC:1686	P19397	ENSG00000143119	963.0	canonical	all	none	multipass_with_exposed_loops	none	0	moderate
CD55	HGNC:2665	P08174	ENSG00000196352	1604.0	canonical	all	none	gpi_anchored	oncogenic	0	moderate
CD58	HGNC:1688	P19256	ENSG00000116815	965.0	canonical	all	none	gpi_anchored	none	0	moderate
CD59	HGNC:1689	P13987	ENSG00000085063	966.0	canonical	all	none	gpi_anchored	oncogenic	0	moderate
CD6	HGNC:1691	P30203	ENSG00000013725	923.0	canonical	all	none	classical_surface_receptor	immune	0	moderate
CD69	HGNC:1694	Q07108	ENSG00000110848	969.0	canonical	all	induced	cell_state_induced	immune	0	high
CD7	HGNC:1695	P09564	ENSG00000173762	924.0	canonical	all	none	classical_surface_receptor	immune	0	moderate
CD70	HGNC:11937	P32970	ENSG00000125726	970.0	canonical	all	induced	cell_state_induced	none	0	high
CD72	HGNC:1696	P21854	ENSG00000137101	971.0	canonical	all	none	classical_surface_receptor	none	0	moderate
CD74	HGNC:1697	P04233	ENSG00000019582	972.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
CD79A	HGNC:1698	P11912	ENSG00000105369	973.0	canonical	all	none	stable_complex_partner	oncogenic	0	moderate
CD79B	HGNC:1699	P40259	ENSG00000007312	974.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
CD80	HGNC:1700	P33681	ENSG00000121594	941.0	canonical	all	none	classical_surface_receptor	immune	0	moderate
CD81	HGNC:1701	P60033	ENSG00000110651	975.0	canonical	all	none	multipass_with_exposed_loops	none	0	moderate
CD82	HGNC:6210	P27701	ENSG00000085117	3732.0	canonical	all	none	multipass_with_exposed_loops	oncogenic	0	moderate
CD83	HGNC:1703	Q01151	ENSG00000112149	9308.0	canonical	all	induced	cell_state_induced	oncogenic	0	high
CD84	HGNC:1704	Q9UIB8	ENSG00000066294	8832.0	canonical	all	none	classical_surface_receptor	none	0	moderate
CD86	HGNC:1705	P42081	ENSG00000114013	942.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
CD8A	HGNC:1706	P01732	ENSG00000153563	925.0	canonical	all	none	classical_surface_receptor	immune	0	moderate
CD8B	HGNC:1707	P10966	ENSG00000172116	926.0	canonical	all	none	stable_complex_partner	none	0	moderate
CD9	HGNC:1709	P21926	ENSG00000010278	928.0	canonical	all	none	multipass_with_exposed_loops	oncogenic	0	moderate
CD93	HGNC:15855	Q9NPY3	ENSG00000125810	22918.0	canonical	all	none	classical_surface_receptor	none	0	moderate
CD96	HGNC:16892	P40200	ENSG00000153283	10225.0	canonical	all	none	classical_surface_receptor	none	1	moderate
CD99	HGNC:7082	P14209	ENSG00000002586	4267.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
CD99L2	HGNC:18237	Q8TCZ2	ENSG00000102181	83692.0	canonical	all	none	classical_surface_receptor	immune	0	moderate
CDC50A	HGNC:16667	Q9NV96	ENSG00000112697	55754.0	canonical	all	none	stable_complex_partner	oncogenic	0	moderate
CDCP1	HGNC:24357	Q9H5V8	ENSG00000163814	64866.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
CDH1	HGNC:1748	P12830	ENSG00000039068	999.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
CDH11	HGNC:1750	P55287	ENSG00000140937	1009.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
CDH13	HGNC:1753	P55290	ENSG00000140945	1012.0	canonical	all	none	gpi_anchored	oncogenic	0	moderate
CDH18	HGNC:1757	Q13634	ENSG00000145526	1016.0	canonical	all	none	classical_surface_receptor	oncogenic	1	moderate
CDH2	HGNC:1759	P19022	ENSG00000170558	1000.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
CDH20	HGNC:1760	Q9HBT6	ENSG00000101542	28316.0	canonical	all	none	classical_surface_receptor	oncogenic	1	moderate
CDH22	HGNC:13251	Q9UJ99	ENSG00000149654	64405.0	canonical	all	none	classical_surface_receptor	oncogenic	1	moderate
CDH24	HGNC:14265	Q86UP0	ENSG00000139880	64403.0	canonical	all	none	classical_surface_receptor	none	1	low
CDH26	HGNC:15902	Q8IXH8	ENSG00000124215	60437.0	canonical	all	induced	cell_state_induced	oncogenic	0	high
CDH3	HGNC:1762	P22223	ENSG00000062038	1001.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
CDH4	HGNC:1763	P55283	ENSG00000179242	1002.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
CDH6	HGNC:1765	P55285	ENSG00000113361	1004.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
CDON	HGNC:17104	Q4KMG0	ENSG00000064309	50937.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
CEACAM1	HGNC:1814	P13688	ENSG00000079385	634.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
CEACAM21	HGNC:28834	Q3KPI0	ENSG00000007129	90273.0	canonical	all	none	classical_surface_receptor	none	1	moderate
CEACAM4	HGNC:1816	O75871	ENSG00000105352	1089.0	canonical	all	induced	cell_state_induced	oncogenic	0	high
CEACAM5	HGNC:1817	P06731	ENSG00000105388	1048.0	canonical	all	none	gpi_anchored	oncogenic	0	moderate
CEACAM6	HGNC:1818	P40199	ENSG00000086548	4680.0	canonical	all	none	gpi_anchored	oncogenic	0	moderate
CELSR1	HGNC:1850	Q9NYQ6	ENSG00000075275	9620.0	canonical	all	none	multipass_with_exposed_loops	immune	0	moderate
CELSR2	HGNC:3231	Q9HCU4	ENSG00000143126	1952.0	canonical	all	none	classical_surface_receptor	none	0	moderate
CELSR3	HGNC:3230	Q9NYQ7	ENSG00000008300	1951.0	canonical	all	none	classical_surface_receptor	oncogenic	1	moderate
CEMIP2	HGNC:11869	Q9UHN6	ENSG00000135048	23670.0	canonical	all	none	extracellular_face_protein	oncogenic	0	moderate
CFC1	HGNC:18292	P0CG37	ENSG00000136698	55997.0	canonical	all	none	dual_localization	none	1	moderate
CFTR	HGNC:1884	P13569	ENSG00000001626	1080.0	canonical	all	none	multipass_with_exposed_loops	other	0	moderate
CHRFAM7A	HGNC:15781	Q494W8	ENSG00000166664	89832.0	canonical	all	none	stable_complex_partner	oncogenic	0	high
CHRM1	HGNC:1950	P11229	ENSG00000168539	1128.0	canonical	all	none	classical_surface_receptor	oncogenic	1	moderate
CHRM2	HGNC:1951	P08172	ENSG00000181072	1129.0	canonical	all	none	classical_surface_receptor	stress_hypoxia	0	moderate
CHRM3	HGNC:1952	P20309	ENSG00000133019	1131.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
CHRM4	HGNC:1953	P08173	ENSG00000180720	1132.0	canonical	all	none	classical_surface_receptor	immune	0	moderate
CHRM5	HGNC:1954	P08912	ENSG00000184984	1133.0	canonical	all	none	classical_surface_receptor	immune	1	moderate
CHRNA10	HGNC:13800	Q9GZZ6	ENSG00000129749	57053.0	canonical	all	induced	cell_state_induced	oncogenic	0	high
CHRNA2	HGNC:1956	Q15822	ENSG00000120903	1135.0	canonical	all	none	multipass_with_exposed_loops	oncogenic	1	moderate
CHRNA3	HGNC:1957	P32297	ENSG00000080644	1136.0	canonical	all	none	multipass_with_exposed_loops	none	1	moderate
CHRNA4	HGNC:1958	P43681	ENSG00000101204	1137.0	canonical	all	none	multipass_with_exposed_loops	other	0	moderate
CHRNA5	HGNC:1959	P30532	ENSG00000169684	1138.0	canonical	all	none	stable_complex_partner	oncogenic	0	moderate
CHRNA7	HGNC:1960	P36544	ENSG00000175344	1139.0	canonical	all	none	multipass_with_exposed_loops	immune	0	moderate
CHRNA9	HGNC:14079	Q9UGM1	ENSG00000174343	55584.0	canonical	all	none	multipass_with_exposed_loops	oncogenic	0	moderate
CHRNB2	HGNC:1962	P17787	ENSG00000160716	1141.0	canonical	all	none	multipass_with_exposed_loops	other	0	moderate
CHRNB4	HGNC:1964	P30926	ENSG00000117971	1143.0	canonical	all	none	multipass_with_exposed_loops	oncogenic	0	moderate
CHST15	HGNC:18137	Q7LFX5	ENSG00000182022	51363.0	canonical	all	induced	cell_state_induced	oncogenic	0	high
CLCA4	HGNC:2018	Q14CN2	ENSG00000016602	22802.0	canonical	all	none	gpi_anchored	none	1	moderate
CLCN2	HGNC:2020	P51788	ENSG00000114859	1181.0	canonical	all	none	multipass_with_exposed_loops	immune	0	moderate
CLCNKA	HGNC:2026	P51800	ENSG00000186510	1187.0	canonical	all	none	multipass_with_exposed_loops	other	0	moderate
CLDN1	HGNC:2032	O95832	ENSG00000163347	9076.0	canonical	all	induced	cell_state_induced	oncogenic	0	high
CLDN10	HGNC:2033	P78369	ENSG00000134873	9071.0	canonical	all	none	multipass_with_exposed_loops	oncogenic	0	high
CLDN12	HGNC:2034	P56749	ENSG00000157224	9069.0	canonical	all	none	multipass_with_exposed_loops	oncogenic	0	moderate
CLDN14	HGNC:2035	O95500	ENSG00000159261	23562.0	canonical	all	induced	cell_state_induced	oncogenic	1	high
CLDN15	HGNC:2036	P56746	ENSG00000106404	24146.0	canonical	all	none	multipass_with_exposed_loops	oncogenic	1	moderate
CLDN17	HGNC:2038	P56750	ENSG00000156282	26285.0	canonical	all	none	multipass_with_exposed_loops	oncogenic	0	moderate
CLDN18	HGNC:2039	P56856	ENSG00000066405	51208.0	canonical	all	induced	cell_state_induced	oncogenic	0	high
CLDN2	HGNC:2041	P57739	ENSG00000165376	9075.0	canonical	all	induced	cell_state_induced	oncogenic	0	high
CLDN20	HGNC:2042	P56880	ENSG00000171217	49861.0	canonical	all	none	multipass_with_exposed_loops	oncogenic	1	moderate
CLDN22	HGNC:2044	Q8N7P3	ENSG00000177300	53842.0	canonical	all	none	multipass_with_exposed_loops	stress_hypoxia	1	moderate
CLDN23	HGNC:17591	Q96B33	ENSG00000253958	137075.0	canonical	all	none	multipass_with_exposed_loops	oncogenic	1	moderate
CLDN24	HGNC:37200	A6NM45	ENSG00000185758	100132463.0	canonical	all	none	multipass_with_exposed_loops	none	1	moderate
CLDN25	HGNC:37218	C9JDP6	ENSG00000228607	644672.0	canonical	all	none	multipass_with_exposed_loops	stress_hypoxia	0	moderate
CLDN3	HGNC:2045	O15551	ENSG00000165215	1365.0	canonical	all	none	multipass_with_exposed_loops	oncogenic	0	moderate
CLDN4	HGNC:2046	O14493	ENSG00000189143	1364.0	canonical	all	none	multipass_with_exposed_loops	none	0	moderate
CLDN5	HGNC:2047	O00501	ENSG00000184113	7122.0	canonical	all	none	multipass_with_exposed_loops	immune	0	moderate
CLDN6	HGNC:2048	P56747	ENSG00000184697	9074.0	canonical	all	induced	cell_state_induced	oncogenic	0	high
CLDN7	HGNC:2049	O95471	ENSG00000181885	1366.0	canonical	all	none	multipass_with_exposed_loops	oncogenic	0	high
CLDN8	HGNC:2050	P56748	ENSG00000156284	9073.0	canonical	all	none	multipass_with_exposed_loops	oncogenic	0	moderate
CLDN9	HGNC:2051	O95484	ENSG00000213937	9080.0	canonical	all	none	multipass_with_exposed_loops	oncogenic	0	moderate
CLDND1	HGNC:1322	Q9NY35	ENSG00000080822	56650.0	canonical	all	none	multipass_with_exposed_loops	oncogenic	0	moderate
CLEC10A	HGNC:16916	Q8IUN9	ENSG00000132514	10462.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
CLEC12A	HGNC:31713	Q5QGZ9	ENSG00000172322	160364.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
CLEC1A	HGNC:24355	Q8NC01	ENSG00000150048	51267.0	canonical	all	none	classical_surface_receptor	oncogenic	1	moderate
CLEC1B	HGNC:24356	Q9P126	ENSG00000165682	51266.0	canonical	all	none	classical_surface_receptor	immune	0	moderate
CLEC2B	HGNC:2053	Q92478	ENSG00000110852	9976.0	canonical	all	induced	cell_state_induced	oncogenic	1	high
CLEC2D	HGNC:14351	Q9UHP7	ENSG00000069493	29121.0	canonical	all	induced	cell_state_induced	oncogenic	0	high
CLEC4A	HGNC:13257	Q9UMR7	ENSG00000111729	50856.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
CLEC4E	HGNC:14555	Q9ULY5	ENSG00000166523	26253.0	canonical	all	induced	cell_state_induced	oncogenic	1	high
CLEC5A	HGNC:2054	Q9NY25	ENSG00000258227	23601.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
CLEC6A	HGNC:14556	Q6EIG7	ENSG00000205846	93978.0	canonical	all	none	classical_surface_receptor	immune	1	moderate
CLEC7A	HGNC:14558	Q9BXN2	ENSG00000172243	64581.0	canonical	all	none	classical_surface_receptor	oncogenic	1	moderate
CLMP	HGNC:24039	Q9H6B4	ENSG00000166250	79827.0	canonical	all	induced	cell_state_induced	oncogenic	1	high
CLSTN1	HGNC:17447	O94985	ENSG00000171603	22883.0	canonical	all	none	classical_surface_receptor	oncogenic	1	moderate
CMKLR1	HGNC:2121	Q99788	ENSG00000174600	1240.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
CMKLR2	HGNC:4463	P46091	ENSG00000183671	2825.0	canonical	all	none	classical_surface_receptor	oncogenic	1	moderate
CMTM4	HGNC:19175	Q8IZR5	ENSG00000183723	146223.0	canonical	all	induced	cell_state_induced	oncogenic	0	high
CMTM6	HGNC:19177	Q9NX76	ENSG00000091317	54918.0	canonical	all	none	multipass_with_exposed_loops	oncogenic	0	moderate
CMTM7	HGNC:19178	Q96FZ5	ENSG00000153551	112616.0	canonical	all	none	multipass_with_exposed_loops	oncogenic	0	moderate
CMTM8	HGNC:19179	Q8IZV2	ENSG00000170293	152189.0	canonical	all	none	multipass_with_exposed_loops	oncogenic	0	moderate
CNGA3	HGNC:2150	Q16281	ENSG00000144191	1261.0	canonical	all	none	multipass_with_exposed_loops	stress_hypoxia	0	moderate
CNNM3	HGNC:104	Q8NE01	ENSG00000168763	26505.0	canonical	all	none	multipass_with_exposed_loops	oncogenic	0	moderate
CNNM4	HGNC:105	Q6P4Q7	ENSG00000158158	26504.0	canonical	all	none	multipass_with_exposed_loops	oncogenic	0	moderate
CNR1	HGNC:2159	P21554	ENSG00000118432	1268.0	canonical	all	none	classical_surface_receptor	immune	0	moderate
CNR2	HGNC:2160	P34972	ENSG00000188822	1269.0	canonical	all	none	classical_surface_receptor	oncogenic	0	high
CNTFR	HGNC:2170	P26992	ENSG00000122756	1271.0	canonical	all	none	gpi_anchored	oncogenic	1	moderate
CNTN1	HGNC:2171	Q12860	ENSG00000018236	1272.0	canonical	all	none	gpi_anchored	oncogenic	0	moderate
CNTN3	HGNC:2173	Q9P232	ENSG00000113805	5067.0	canonical	all	none	gpi_anchored	oncogenic	1	moderate
CNTN6	HGNC:2176	Q9UQ52	ENSG00000134115	27255.0	canonical	all	none	gpi_anchored	stress_hypoxia	1	moderate
CNTNAP2	HGNC:13830	Q9UHC6	ENSG00000174469	26047.0	canonical	all	none	classical_surface_receptor	none	1	moderate
COL17A1	HGNC:2194	Q9UMD9	ENSG00000065618	1308.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
COL23A1	HGNC:22990	Q86Y22	ENSG00000050767	91522.0	canonical	all	induced	cell_state_induced	oncogenic	1	high
COL6A3	HGNC:2213	P12111	ENSG00000163359	1293.0	canonical	all	none	stable_surface_attachment	oncogenic	0	moderate
COLEC12	HGNC:16016	Q5KU26	ENSG00000158270	81035.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
CORIN	HGNC:19012	Q9Y5Q5	ENSG00000145244	10699.0	canonical	all	none	classical_surface_receptor	none	0	moderate
CPD	HGNC:2301	O75976	ENSG00000108582	1362.0	canonical	all	none	dual_localization	oncogenic	0	moderate
CPM	HGNC:2311	P14384	ENSG00000135678	1368.0	canonical	all	none	gpi_anchored	oncogenic	0	moderate
CR1	HGNC:2334	P17927	ENSG00000203710	1378.0	canonical	all	none	classical_surface_receptor	none	0	low
CR2	HGNC:2336	P20023	ENSG00000117322	1380.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
CRHR1	HGNC:2357	P34998	ENSG00000120088	1394.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
CRHR2	HGNC:2358	Q13324	ENSG00000106113	1395.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
CRIM1	HGNC:2359	Q9NZV1	ENSG00000150938	51232.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
CRIPTO	HGNC:11701	P13385	ENSG00000241186	6997.0	canonical	all	induced	cell_state_induced	oncogenic	1	high
CRLF2	HGNC:14281	Q9HC73	ENSG00000205755	64109.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
CRTAM	HGNC:24313	O95727	ENSG00000109943	56253.0	canonical	all	induced	cell_state_induced	immune	0	high
CSF1R	HGNC:2433	P07333	ENSG00000182578	1436.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
CSF2RA	HGNC:2435	P15509	ENSG00000198223	1438.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
CSF2RB	HGNC:2436	P32927	ENSG00000100368	1439.0	canonical	all	none	classical_surface_receptor	immune	1	moderate
CSF3R	HGNC:2439	Q99062	ENSG00000119535	1441.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
CSMD1	HGNC:14026	Q96PZ7	ENSG00000183117	64478.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
CSPG4	HGNC:2466	Q6UVK1	ENSG00000173546	1464.0	canonical	all	induced	cell_state_induced	oncogenic	0	high
CTLA4	HGNC:2505	P16410	ENSG00000163599	1493.0	canonical	all	induced	cell_state_induced	oncogenic	1	high
CUBN	HGNC:2548	O60494	ENSG00000107611	8029.0	canonical	all	none	stable_complex_partner	oncogenic	0	moderate
CX3CL1	HGNC:10647	P78423	ENSG00000006210	6376.0	canonical	all	induced	cell_state_induced	oncogenic	0	high
CX3CR1	HGNC:2558	P49238	ENSG00000168329	1524.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
CXADR	HGNC:2559	P78310	ENSG00000154639	1525.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
CXCL12	HGNC:10672	P48061	ENSG00000107562	6387.0	canonical	all	none	stable_surface_attachment	immune	0	high
CXCL16	HGNC:16642	Q9H2A7	ENSG00000161921	58191.0	canonical	all	none	dual_localization	oncogenic	0	high
CXCR1	HGNC:6026	P25024	ENSG00000163464	3577.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
CXCR2	HGNC:6027	P25025	ENSG00000180871	3579.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
CXCR3	HGNC:4540	P49682	ENSG00000186810	2833.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
CXCR4	HGNC:2561	P61073	ENSG00000121966	7852.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
CXCR5	HGNC:1060	P32302	ENSG00000160683	643.0	canonical	all	none	classical_surface_receptor	oncogenic	1	moderate
