gene_symbol	tier	surface_verdict_bucket	papers_found	papers_selected	papers_with_ec	n_filters_evidence	n_det_features	evidence_grade
JTB	no	no	341.0	0	0	10	4	weak
JUP	no	no	361.0	10	10	11	4	weak
KANK1	no	no	204.0	11	11	10	5	weak
KANK2	no	no	292.0	3	3	10	2	weak
KCNAB1	no	no	217.0	19	14	11	6	weak
KCNK7	no	no	125.0	10	7	11	6	weak
KCP	no	no	202.0	3	0	13	5	weak
KCTD8	no	no	143.0	4	2	12	5	weak
KDF1	no	no	174.0	2	2	12	3	weak
KIAA0040	no	no	159.0	0	0	10	3	weak
KIAA0232	no	no	102.0	0	0	10	3	weak
KIAA1328	no	no	73.0	1	0	10	5	weak
KIAA1614	no	no	71.0	0	0	10	5	weak
KIAA1958	no	no	85.0	0	0	10	5	weak
KLHDC8B	no	no	303.0	0	0	10	4	weak
KLK15	no	no	295.0	2	2	13	5	weak
KLK3	no	no	357.0	5	3	11	4	weak
KLK6	no	no	259.0	14	12	13	5	weak
KNCN	no	no	305.0	0	0	10	4	weak
KNG1	no	no	334.0	9	8	16	4	weak
KPLCE	no	no	174.0	2	1	9	4	weak
KRTCAP3	no	no	109.0	1	0	11	5	weak
KSR1	no	no	226.0	9	7	10	5	weak
LAMA4	no	no	250.0	20	20	14	5	weak
LANCL1	no	no	340.0	1	1	11	4	weak
LANCL3	no	no	87.0	0	0	10	5	weak
LAP3	no	no	303.0	4	4	12	2	weak
LAPTM5	no	no	215.0	13	13	11	4	weak
LDLRAD4	no	no	177.0	2	0	12	6	weak
LEMD1	no	no	177.0	1	0	11	5	weak
LGALS7B	no	no	256.0	11	10	15	4	weak
LHFPL7	no	no	95.0	1	0	11	4	weak
LIN7A	no	no	244.0	12	10	14	4	weak
LIN7B	no	no	154.0	14	12	11	5	weak
LIN7C	no	no	172.0	14	13	14	4	weak
LIPH	no	no	337.0	1	1	12	4	weak
LIPM	no	no	194.0	1	1	10	5	weak
LITAF	no	no	377.0	5	3	10	5	weak
LMO7	no	no	168.0	8	6	12	5	weak
LNX1	no	no	206.0	10	8	13	6	weak
LNX2	no	no	138.0	8	7	11	5	weak
LOX	no	no	365.0	11	8	13	4	weak
LOXHD1	no	no	180.0	9	7	14	5	weak
LOXL1	no	no	287.0	12	8	11	4	weak
LOXL3	no	no	249.0	10	8	12	5	weak
LPXN	no	no	186.0	9	8	11	2	weak
LRATD2	no	no	189.0	1	0	10	4	weak
LRCOL1	no	no	37.0	0	0	10	3	weak
LRRC37A3	no	no	73.0	1	0	14	4	weak
LRRC3B	no	no	149.0	2	0	10	5	weak
LRRC57	no	no	100.0	2	0	10	3	weak
LRRC69	no	no	50.0	0	0	10	5	weak
LRRIQ3	no	no	93.0	0	0	10	5	weak
LSM4	no	no	307.0	0	0	10	2	weak
LTAP1	no	no	131.0	1	0	10	4	weak
LTBP1	no	no	274.0	18	17	15	5	weak
LTF	no	no	358.0	10	6	12	5	weak
LY6G5B	no	no	139.0	6	5	12	4	weak
LY6G5C	no	no	136.0	4	2	13	4	weak
LYG1	no	no	95.0	2	0	12	4	weak
LYN	no	no	308.0	26	19	13	5	weak
LYSMD2	no	no	109.0	2	1	11	2	weak
LYSMD4	no	no	78.0	1	0	10	5	weak
MACF1	no	no	242.0	12	9	10	5	weak
MAGEA10	no	no	160.0	3	3	12	3	weak
MAGI3	no	no	233.0	13	12	14	5	supportive_but_indirect
MAMDC2	no	no	188.0	3	2	13	5	weak
MAMDC4	no	no	205.0	6	5	15	6	weak
MAN2B2	no	no	221.0	1	1	11	5	weak
MANSC1	no	no	111.0	0	0	10	6	weak
MAPT	no	no	339.0	17	14	12	5	weak
MARCHF10	no	no	124.0	5	4	11	4	weak
MARK2	no	no	266.0	15	14	14	5	weak
MASP1	no	no	286.0	16	11	12	5	weak
MASP2	no	no	284.0	15	13	13	5	weak
MBL2	no	no	353.0	7	7	13	4	weak
MBLAC2	no	no	103.0	1	1	10	5	weak
MBP	no	no	351.0	10	9	11	4	weak
MCC	no	no	348.0	0	0	10	5	weak
MCTP1	no	no	162.0	9	7	11	5	weak
MCTS2	no	no	130.0	0	0	10	4	weak
MDFIC	no	no	305.0	2	1	10	2	weak
MEGF6	no	no	181.0	5	3	11	5	weak
MEST	no	no	267.0	5	5	11	3	weak
METRN	no	no	145.0	9	6	11	4	weak
METRNL	no	no	204.0	14	14	13	5	weak
METTL9	no	no	212.0	2	2	9	4	weak
MFAP3	no	no	112.0	1	0	10	6	weak
MFAP4	no	no	242.0	10	9	14	5	weak
MFAP5	no	no	271.0	11	11	14	5	weak
MFSD11	no	no	385.0	1	0	11	5	weak
MGRN1	no	no	146.0	15	14	10	2	weak
MIEN1	no	no	265.0	11	9	10	4	weak
MIF	no	no	348.0	15	13	14	5	weak
MIGA1	no	no	195.0	1	0	11	5	weak
MIGA2	no	no	158.0	6	4	11	5	weak
MLF2	no	no	216.0	0	0	10	5	weak
MLIP	no	no	339.0	0	0	11	4	weak
MMD	no	no	314.0	4	4	13	4	weak
MMP26	no	no	206.0	12	11	14	3	weak
MMP27	no	no	182.0	5	4	10	4	weak
MOXD1	no	no	292.0	2	2	11	5	weak
MPDZ	no	no	230.0	16	14	15	5	weak
MPP3	no	no	242.0	10	3	13	5	weak
MPP7	no	no	229.0	6	6	13	5	weak
MPPED1	no	no	120.0	0	0	10	2	weak
MREG	no	no	233.0	4	3	10	4	weak
MS4A15	no	no	92.0	3	2	11	6	weak
MSMB	no	no	342.0	3	0	13	4	weak
MSMP	no	no	305.0	6	5	14	4	weak
MSN	no	no	347.0	17	13	15	5	weak
MTCL1	no	no	160.0	0	0	10	5	weak
MTMR6	no	no	151.0	7	3	11	2	weak
MTUS1	no	no	339.0	3	1	12	5	weak
MYADML2	no	no	56.0	1	1	10	5	weak
MYLK	no	no	310.0	20	15	11	5	weak
MYO1C	no	no	294.0	16	13	11	5	weak
MYO1G	no	no	289.0	10	9	13	5	weak
MYZAP	no	no	228.0	9	8	12	6	weak
NAAA	no	no	361.0	1	0	12	5	weak
NAPEPLD	no	no	259.0	20	17	10	3	weak
NBL1	no	no	345.0	0	0	11	5	weak
NCEH1	no	no	201.0	9	9	11	4	weak
NCKAP1L	no	no	199.0	10	10	9	5	weak
NCOA4	no	no	310.0	3	1	13	2	weak
NDC1	no	no	236.0	11	10	13	4	weak
NDFIP1	no	no	199.0	17	14	10	6	weak
NDRG2	no	no	220.0	4	2	11	2	weak
NECAB2	no	no	174.0	3	3	10	2	weak
NELL2	no	no	237.0	18	16	16	5	weak
NENF	no	no	230.0	7	6	13	3	weak
NET1	no	no	233.0	5	5	11	2	weak
NHERF1	no	no	186.0	23	21	15	5	weak
NHERF2	no	no	245.0	15	13	14	5	weak
NHS	no	no	342.0	1	1	12	5	weak
NHSL2	no	no	99.0	1	0	10	5	weak
NHSL3	no	no	126.0	1	1	10	5	weak
NID2	no	no	228.0	12	10	14	5	weak
NIPAL1	no	no	110.0	2	1	12	6	weak
NIPAL2	no	no	86.0	3	0	11	6	weak
NIPSNAP1	no	no	166.0	8	7	13	2	weak
NKPD1	no	no	62.0	1	0	10	4	weak
NMRK2	no	no	206.0	1	1	9	5	weak
NOD1	no	no	292.0	6	6	11	5	weak
NOD2	no	no	340.0	3	2	11	5	weak
NOMO1	no	no	247.0	3	3	10	3	weak
NOMO3	no	no	194.0	5	4	11	3	weak
NOS1	no	no	318.0	14	11	12	5	weak
NOTCH2NLA	no	no	205.0	5	5	14	4	weak
NOTCH2NLB	no	no	56.0	3	3	15	4	weak
NOTCH2NLC	no	no	239.0	1	0	12	4	weak
NOTCH2NLR	no	no	161.0	2	2	13	3	weak
NOTUM	no	no	243.0	14	13	13	3	weak
NOX4	no	no	323.0	24	21	14	6	weak
NPC1	no	no	332.0	22	15	11	6	weak
NPS	no	no	375.0	0	0	11	3	weak
NPTX2	no	no	274.0	14	10	16	4	weak
NRSN1	no	no	316.0	0	0	10	4	weak
NRSN2	no	no	136.0	6	5	15	4	weak
NSDHL	no	no	225.0	6	4	12	4	weak
NTN3	no	no	153.0	4	4	14	4	weak
NTN5	no	no	119.0	1	1	12	5	weak
NUCB2	no	no	307.0	5	5	12	5	weak
NUDCD1	no	no	167.0	1	1	11	3	weak
NUMB	no	no	266.0	15	14	11	5	weak
NUP210	no	no	214.0	16	14	14	6	weak
NUP210L	no	no	110.0	1	0	11	6	weak
NUP62	no	no	359.0	6	6	9	4	weak
NXNL1	no	no	162.0	4	0	15	5	weak
NXNL2	no	no	105.0	4	1	12	5	weak
OCA2	no	no	385.0	8	6	14	6	weak
OCEL1	no	no	81.0	1	0	12	3	weak
OLFML1	no	no	147.0	3	3	13	3	weak
OLFML2A	no	no	150.0	4	2	13	5	weak
OLFML2B	no	no	191.0	2	1	13	5	weak
OOSP2	no	no	74.0	2	1	11	3	weak
OOSP3	no	no	16.0	2	1	11	2	weak
OOSP4A	no	no	2.0	0	0	10	2	weak
OOSP4B	no	no	52.0	0	0	10	2	weak
OTOGL	no	no	138.0	6	4	11	4	weak
OVCH2	no	no	87.0	7	6	12	4	weak
PACSIN2	no	no	239.0	19	17	10	6	weak
PAEP	no	no	370.0	2	2	10	4	weak
PAK6	no	no	220.0	5	5	15	2	weak
PALM	no	no	330.0	6	4	9	5	weak
PALM2AKAP2	no	no	197.0	9	7	15	5	weak
PALMD	no	no	200.0	7	5	10	5	weak
PALS1	no	no	196.0	22	18	14	5	weak
PAMR1	no	no	329.0	0	0	11	5	weak
PAPPA2	no	no	242.0	19	18	14	5	weak
PARD3	no	no	261.0	22	17	14	5	weak
PARD3B	no	no	178.0	7	7	13	5	weak
PARD6A	no	no	234.0	20	15	14	5	weak
PARD6B	no	no	185.0	25	19	14	5	weak
PARD6G	no	no	171.0	9	5	11	5	weak
PATJ	no	no	259.0	22	18	13	5	weak
PBOV1	no	no	140.0	1	1	13	2	weak
PCARE	no	no	263.0	2	2	11	3	weak
PCNX1	no	no	180.0	0	0	10	6	weak
PCNX2	no	no	125.0	1	0	11	6	weak
PCNX3	no	no	103.0	0	0	10	5	weak
PCSK6	no	no	226.0	19	17	14	5	weak
PDAP1	no	no	337.0	3	3	11	3	weak
PDCD5	no	no	194.0	0	0	9	2	weak
PDE4D	no	no	277.0	10	7	11	6	weak
PDE9A	no	no	194.0	9	7	9	6	weak
PDGFA	no	no	347.0	16	13	13	6	weak
PDGFB	no	no	354.0	9	9	16	6	weak
PDGFD	no	no	283.0	12	10	16	5	weak
PDZD11	no	no	130.0	10	9	12	5	weak
PDZD7	no	no	147.0	13	10	13	2	weak
PDZD9	no	no	54.0	0	0	10	4	weak
PEPD	no	no	241.0	10	9	12	2	weak
PEX5	no	no	226.0	4	1	11	2	weak
PFKP	no	no	292.0	2	2	11	2	weak
PGCKA1	no	no	82.0	1	0	11	3	weak
PGK1	no	no	327.0	9	6	13	5	weak
PGLYRP4	no	no	155.0	5	3	11	5	weak
PHACTR2	no	no	164.0	0	0	11	5	weak
PHLPP1	no	no	266.0	7	4	11	2	weak
PI15	no	no	229.0	1	0	13	4	weak
PI4K2A	no	no	191.0	24	23	12	4	weak
PIGT	no	no	169.0	21	21	11	5	weak
PIK3AP1	no	no	230.0	5	4	11	6	weak
PINLYP	no	no	55.0	5	2	13	5	weak
PIP4P1	no	no	135.0	10	10	11	5	weak
PIP5K1A	no	no	191.0	21	19	11	6	weak
PITPNM2	no	no	183.0	9	6	11	5	weak
PJA2	no	no	169.0	7	7	10	5	weak
PKDCC	no	no	201.0	10	9	14	4	weak
PKM	no	no	335.0	14	10	12	5	weak
PKN1	no	no	297.0	5	5	11	5	weak
PKN2	no	no	251.0	3	2	10	5	weak
PKP1	no	no	224.0	19	17	14	5	weak
PKP2	no	no	257.0	18	13	13	5	weak
PKP3	no	no	215.0	19	18	16	5	weak
PKP4	no	no	203.0	22	20	12	5	weak
PLA1A	no	no	218.0	8	7	14	5	weak
PLA2G10	no	no	260.0	21	17	16	4	weak
PLA2G12A	no	no	228.0	4	3	11	4	weak
PLA2G2C	no	no	114.0	2	1	11	4	weak
PLA2G2E	no	no	143.0	6	5	12	4	weak
PLA2G3	no	no	181.0	13	12	13	4	weak
PLA2G4F	no	no	173.0	4	2	12	5	weak
PLA2G6	no	no	288.0	7	6	13	6	conflicting
PLA2G7	no	no	277.0	12	9	14	4	weak
PLAAT3	no	no	201.0	8	5	12	4	weak
PLAC8	no	no	319.0	4	3	10	4	weak
PLAT	no	no	342.0	18	16	15	5	weak
PLBD1	no	no	178.0	2	1	12	5	weak
PLBD2	no	no	275.0	3	1	12	5	weak
PLCD3	no	no	173.0	6	4	12	4	weak
PLCG1	no	no	288.0	18	12	11	5	weak
PLCXD2	no	no	99.0	1	0	10	2	weak
PLD1	no	no	255.0	16	15	11	5	weak
PLD5	no	no	160.0	2	2	11	7	weak
PLEKHA4	no	no	147.0	2	2	12	5	weak
PLEKHN1	no	no	105.0	3	1	10	5	weak
PLEKHO2	no	no	147.0	1	0	10	5	weak
PLGLB1	no	no	202.0	1	0	11	3	weak
PLPP7	no	no	125.0	2	2	11	4	weak
PLSCR3	no	no	150.0	13	9	11	4	weak
PMEL	no	no	363.0	8	7	14	6	weak
PMIS2	no	no	26.0	2	2	14	3	conflicting
PNISR	no	no	191.0	0	0	9	4	weak
PODN	no	no	205.0	5	5	13	5	weak
POMZP3	no	no	181.0	4	3	14	4	weak
POTEA	no	no	103.0	3	0	11	4	weak
POTEB	no	no	89.0	3	2	11	3	weak
POTED	no	no	209.0	5	2	12	3	weak
POTEE	no	no	139.0	7	6	12	4	weak
POTEH	no	no	85.0	6	3	12	4	weak
PPP1R3F	no	no	129.0	1	0	12	5	weak
PPT2	no	no	249.0	4	1	12	5	weak
PRADC1	no	no	94.0	2	2	10	3	weak
PRAF2	no	no	147.0	11	9	11	4	weak
PRAP1	no	no	307.0	6	6	12	3	weak
PRCD	no	no	136.0	10	10	11	3	weak
PRDX2	no	no	352.0	2	2	12	6	weak
PREP	no	no	385.0	0	0	10	2	weak
PRF1	no	no	367.0	4	2	11	5	weak
PRKCA	no	no	299.0	19	13	12	4	weak
PROK2	no	no	271.0	12	9	14	5	weak
PRR15L	no	no	108.0	0	0	10	2	weak
PRR27	no	no	59.0	0	0	10	2	weak
PRR32	no	no	60.0	0	0	10	3	weak
PRSS22	no	no	138.0	7	5	15	4	weak
PRSS23	no	no	220.0	0	0	11	5	weak
PRSS35	no	no	158.0	2	2	16	4	weak
PRSS37	no	no	97.0	5	4	13	4	weak
PRSS53	no	no	179.0	4	4	12	4	weak
PRSS54	no	no	75.0	2	1	13	4	weak
PSAP	no	no	268.0	19	16	13	5	weak
PSD2	no	no	183.0	3	2	12	4	weak
PSEN1	no	no	313.0	10	5	14	6	weak
PSEN2	no	no	333.0	6	6	9	6	weak
PSG11	no	no	127.0	8	7	13	4	weak
PSG4	no	no	152.0	10	8	12	4	weak
PSG5	no	no	298.0	4	4	12	3	weak
PSG8	no	no	193.0	1	1	11	4	weak
PTCHD3	no	no	291.0	0	0	10	6	weak
PTEN	no	no	312.0	7	5	10	4	weak
PTER	no	no	242.0	1	0	10	5	weak
PTGDS	no	no	300.0	17	15	13	4	weak
PTK2B	no	no	322.0	16	14	12	5	weak
PTK6	no	no	207.0	6	5	12	5	weak
PTOV1	no	no	208.0	0	0	10	2	weak
PTPN22	no	no	345.0	4	3	12	5	weak
PTPN4	no	no	285.0	9	9	11	4	weak
PTX3	no	no	310.0	20	15	14	4	weak
PTX4	no	no	217.0	2	0	11	5	weak
PXDC1	no	no	102.0	0	0	10	3	weak
PYCARD	no	no	335.0	8	7	12	2	weak
QPCT	no	no	377.0	3	3	14	5	weak
R3HDML	no	no	83.0	1	0	11	4	weak
RAB13	no	no	225.0	22	20	11	4	weak
RAB22A	no	no	222.0	17	15	10	4	weak
RAB27B	no	no	264.0	21	16	11	4	weak
RALA	no	no	274.0	15	14	12	4	weak
RALBP1	no	no	360.0	1	0	10	3	weak
RALGAPA2	no	no	297.0	1	0	10	5	weak
RAPGEF2	no	no	210.0	15	11	13	5	weak
RASA4B	no	no	71.0	0	0	11	3	weak
RASGRP4	no	no	157.0	3	2	11	5	weak
RASL10B	no	no	148.0	0	0	10	3	weak
RCCD1	no	no	120.0	0	0	10	4	weak
RDX	no	no	286.0	24	14	12	6	weak
RETNLB	no	no	276.0	17	15	12	3	weak
RFPL3	no	no	69.0	1	1	11	5	weak
RFTN2	no	no	102.0	4	3	13	4	weak
RGS14	no	no	200.0	7	6	11	2	weak
RGS19	no	no	212.0	6	5	12	4	weak
RGS7BP	no	no	123.0	12	11	13	4	weak
RGS8	no	no	180.0	4	1	13	5	weak
RHBDL3	no	no	143.0	4	1	13	5	weak
RHOA	no	no	356.0	19	15	12	4	weak
RIGI	no	no	309.0	23	18	11	5	weak
RIMS2	no	no	232.0	15	14	13	5	weak
RIMS4	no	no	180.0	0	0	10	5	weak
RIPK1	no	no	334.0	9	7	10	5	weak
RNASE12	no	no	187.0	1	1	10	4	weak
RNASE13	no	no	133.0	0	0	10	4	weak
RNASE4	no	no	284.0	6	4	12	4	weak
RNF11	no	no	174.0	2	1	10	2	weak
RNF114	no	no	200.0	6	4	10	5	weak
RNF13	no	no	198.0	9	7	12	6	weak
RNF146	no	no	199.0	8	4	10	4	weak
RNF149	no	no	152.0	6	6	16	5	weak
RNF152	no	no	156.0	8	7	14	4	weak
RNF180	no	no	162.0	2	2	14	5	weak
RNF217	no	no	147.0	4	1	13	5	weak
RNF39	no	no	201.0	0	0	10	5	weak
RNFT2	no	no	91.0	2	1	13	6	weak
RP2	no	no	265.0	8	8	14	3	weak
RPLP0	no	no	353.0	0	0	9	4	weak
RPLP2	no	no	340.0	1	0	9	3	weak
RPRM	no	no	202.0	2	2	13	5	weak
RRM2	no	no	350.0	1	1	10	2	weak
RRP12	no	no	174.0	1	1	9	4	weak
RSPO3	no	no	273.0	29	25	14	5	weak
RSPRY1	no	no	93.0	1	1	11	5	weak
RTBDN	no	no	87.0	3	3	14	4	weak
RTL3	no	no	126.0	0	0	10	4	weak
RTL4	no	no	145.0	1	1	12	4	weak
RTL6	no	no	114.0	1	1	12	2	weak
RTL8C	no	no	117.0	1	0	11	3	weak
RTN2	no	no	230.0	6	5	11	5	weak
RTN3	no	no	271.0	14	13	14	5	weak
S100A3	no	no	166.0	6	5	11	5	weak
SAMD10	no	no	53.0	0	0	10	4	weak
SAMD12	no	no	257.0	2	1	11	4	weak
SAPCD1	no	no	114.0	0	0	10	6	weak
SAPCD2	no	no	163.0	0	0	10	2	weak
SART3	no	no	269.0	0	0	9	4	weak
SCG2	no	no	284.0	9	9	16	3	weak
SCPEP1	no	no	331.0	2	2	11	6	weak
SCPPPQ1	no	no	33.0	9	5	13	2	weak
SCRG1	no	no	219.0	4	4	13	3	weak
SCRIB	no	no	254.0	28	26	14	5	weak
SDCBP	no	no	255.0	18	15	12	6	weak
SDIM1	no	no	30.0	1	1	10	2	weak
SELENOF	no	no	225.0	9	7	13	5	weak
SELENOP	no	no	329.0	14	11	13	3	weak
SELENOS	no	no	263.0	11	9	11	3	weak
SEMA3C	no	no	247.0	25	20	13	6	weak
SEMA3E	no	no	228.0	21	18	14	6	weak
SEMA3G	no	no	329.0	1	1	14	5	weak
SERPINB2	no	no	311.0	19	14	13	4	weak
SERPINB5	no	no	257.0	11	11	12	5	weak
SFTA2	no	no	198.0	10	8	14	3	weak
SFTPA2	no	no	326.0	1	0	13	4	weak
SGPL1	no	no	338.0	3	2	11	4	weak
SGSH	no	no	326.0	0	0	11	4	weak
SGSM2	no	no	155.0	3	2	12	3	weak
SH3TC2	no	no	202.0	5	5	10	2	weak
SH3YL1	no	no	364.0	1	1	10	4	weak
SHANK1	no	no	253.0	11	7	12	5	weak
SHANK2	no	no	266.0	11	8	9	5	weak
SHBG	no	no	343.0	1	1	11	6	weak
SHISA2	no	no	181.0	6	4	13	4	weak
SHISA3	no	no	152.0	4	3	11	4	weak
SHISAL1	no	no	93.0	1	0	12	4	weak
SHISAL2A	no	no	68.0	1	0	10	5	weak
SHKBP1	no	no	243.0	0	0	11	5	weak
SHROOM1	no	no	118.0	2	0	11	5	weak
SHROOM2	no	no	178.0	5	5	13	4	weak
SHROOM3	no	no	224.0	11	8	11	5	weak
SIAE	no	no	268.0	7	6	14	4	weak
SIPA1L3	no	no	156.0	2	2	14	4	weak
SIRT2	no	no	308.0	5	3	10	2	weak
SKAP1	no	no	208.0	10	10	10	6	weak
SLC10A3	no	no	334.0	1	0	10	6	weak
SLC10A4	no	no	321.0	7	5	15	4	conflicting
SLC10A7	no	no	318.0	3	2	9	4	weak
SLC11A1	no	no	250.0	8	6	13	6	weak
SLC12A9	no	no	291.0	6	2	12	7	weak
SLC15A3	no	no	205.0	14	13	15	5	weak
SLC15A5	no	no	69.0	2	0	12	5	weak
SLC17A6	no	no	269.0	21	19	14	5	weak
SLC17A7	no	no	288.0	20	17	14	6	weak
SLC18A3	no	no	247.0	26	24	16	5	weak
SLC18B1	no	no	247.0	6	6	12	4	weak
SLC22A10	no	no	108.0	8	4	15	4	weak
SLC24A5	no	no	211.0	11	7	13	6	weak
SLC2A6	no	no	259.0	12	7	13	6	weak
SLC30A6	no	no	156.0	17	14	10	6	weak
SLC33A1	no	no	351.0	5	5	11	5	weak
SLC35F4	no	no	63.0	3	1	11	6	weak
SLC35G1	no	no	366.0	0	0	11	4	weak
SLC35H1	no	no	110.0	4	3	11	5	weak
SLC36A3	no	no	160.0	4	1	12	6	weak
SLC37A2	no	no	145.0	10	9	12	5	weak
SLC37A3	no	no	145.0	4	3	14	5	weak
SLC38A12	no	no	70.0	4	2	14	5	weak
SLC39A13	no	no	168.0	20	17	15	6	weak
SLC45A1	no	no	339.0	6	4	11	4	weak
SLC45A2	no	no	323.0	11	4	14	6	weak
SLC46A3	no	no	146.0	9	7	11	6	weak
SLC60A1	no	no	97.0	3	3	10	5	weak
SLC66A1	no	no	137.0	10	9	13	6	weak
SLC67A2	no	no	60.0	3	0	11	4	weak
SLC6A17	no	no	155.0	8	5	13	5	weak
SLC71A2	no	no	88.0	5	3	11	5	weak
SLC7A14	no	no	214.0	7	6	12	5	weak
SLC8B1	no	no	217.0	18	17	11	4	weak
SLC9D1	no	no	98.0	4	3	13	6	weak
SLIT1	no	no	234.0	12	10	15	5	weak
SLIT2	no	no	264.0	32	28	15	5	weak
SLIT3	no	no	253.0	26	26	17	5	weak
SLURP2	no	no	97.0	12	8	14	2	weak
SMC3	no	no	346.0	0	0	10	4	weak
SMIM21	no	no	48.0	0	0	10	2	weak
SMIM30	no	no	100.0	6	3	11	3	weak
SMIM47	no	no	2.0	0	0	10	3	weak
SMIM48	no	no	9.0	2	0	9	3	weak
SMIM7	no	no	62.0	1	1	12	3	weak
SMLR1	no	no	36.0	1	1	10	2	weak
SMPD2	no	no	264.0	26	22	14	4	weak
SMPD4	no	no	170.0	13	12	10	4	weak
SMPDL3A	no	no	157.0	6	5	14	5	weak
SNAP25	no	no	371.0	8	3	11	6	weak
SNTB2	no	no	211.0	16	16	10	5	weak
SNTG2	no	no	178.0	2	0	11	5	weak
SOCS3	no	no	323.0	15	13	11	4	weak
SOD2	no	no	338.0	7	6	10	2	weak
SORBS1	no	no	363.0	3	3	11	5	weak
SPAAR	no	no	223.0	3	2	14	4	weak
SPACA7	no	no	62.0	6	4	14	2	weak
SPACDR	no	no	55.0	2	1	11	2	weak
SPADH	no	no	81.0	1	0	14	2	weak
SPAG1	no	no	222.0	6	5	10	2	weak
SPAG9	no	no	309.0	0	0	10	2	weak
SPATA12	no	no	127.0	0	0	10	2	weak
SPATA31A3	no	no	24.0	1	0	12	2	weak
SPATA31A7	no	no	113.0	2	0	11	3	weak
SPATA31E1	no	no	45.0	1	1	9	2	weak
SPEF1	no	no	312.0	3	3	12	6	weak
SPG11	no	no	207.0	7	7	10	4	weak
SPHK1	no	no	278.0	18	16	14	5	weak
SPINK14	no	no	32.0	0	0	10	4	weak
SPINK4	no	no	160.0	5	4	12	3	weak
SPINK5	no	no	387.0	2	1	14	5	weak
SPINK6	no	no	131.0	11	10	15	4	weak
SPINK7	no	no	153.0	11	8	12	4	weak
SPINT4	no	no	46.0	3	3	10	3	weak
SPIRE1	no	no	158.0	3	2	9	5	weak
SPNS3	no	no	96.0	5	4	11	6	weak
SPOCK1	no	no	212.0	14	14	15	4	weak
SPOCK3	no	no	189.0	6	4	15	5	weak
SPPL2A	no	no	224.0	14	12	14	5	weak
SPPL3	no	no	202.0	23	21	12	5	weak
SPRR2A	no	no	204.0	12	11	11	2	weak
SPRR2G	no	no	139.0	8	6	10	3	weak
SPRYD3	no	no	80.0	0	0	10	4	weak
SQSTM1	no	no	276.0	11	6	11	2	weak
SRPX	no	no	357.0	0	0	11	5	weak
SSC4D	no	no	119.0	3	1	11	5	weak
SSC5D	no	no	170.0	4	2	13	5	weak
SSR1	no	no	223.0	9	8	11	5	weak
STAMBP	no	no	243.0	10	7	11	6	weak
STAMBPL1	no	no	172.0	4	2	12	5	weak
STBD1	no	no	198.0	7	7	12	3	weak
STOML1	no	no	163.0	9	7	14	5	weak
STRN3	no	no	181.0	9	5	10	5	weak
STX19	no	no	86.0	3	2	11	4	weak
STX1A	no	no	243.0	16	15	14	5	weak
SUCO	no	no	358.0	3	3	10	5	weak
SUMF1	no	no	237.0	8	6	13	5	weak
SUN5	no	no	163.0	11	9	13	5	weak
SV2B	no	no	205.0	22	19	14	6	weak
SV2C	no	no	200.0	0	0	10	5	weak
SVIL	no	no	219.0	15	13	12	5	weak
SYCP1	no	no	285.0	4	2	9	3	weak
SYDE2	no	no	134.0	1	0	10	5	weak
SYK	no	no	304.0	19	16	13	5	weak
SYNC	no	no	282.0	4	0	9	5	weak
SYNDIG1L	no	no	113.0	5	2	12	4	weak
SYNE2	no	no	344.0	14	9	14	5	weak
SYNJ2BP	no	no	214.0	10	6	11	2	weak
SYPL1	no	no	201.0	11	9	12	6	weak
SYPL2	no	no	168.0	6	3	14	5	weak
SYT11	no	no	181.0	8	8	13	4	weak
SYT12	no	no	163.0	2	2	13	3	weak
SYT14	no	no	127.0	3	3	12	5	weak
SYT6	no	no	176.0	8	5	14	5	weak
TBC1D10A	no	no	160.0	10	10	11	5	weak
TBC1D3D	no	no	114.0	3	3	10	2	weak
TBC1D3E	no	no	46.0	2	1	10	3	weak
TBC1D3K	no	no	139.0	0	0	10	3	weak
TBC1D8	no	no	261.0	0	0	11	5	weak
TBC1D9B	no	no	119.0	5	5	11	5	weak
TCP11X1	no	no	5.0	0	0	10	2	weak
TEX36	no	no	55.0	0	0	10	3	weak
TF	no	no	380.0	10	7	12	4	weak
THNSL2	no	no	205.0	1	0	13	5	weak
TJP1	no	no	363.0	29	19	12	5	weak
TK1	no	no	260.0	3	3	12	2	weak
TLL2	no	no	177.0	4	2	12	4	weak
TLN1	no	no	268.0	23	21	14	5	weak
TM2D3	no	no	142.0	3	3	11	5	conflicting
TM6SF1	no	no	140.0	0	0	10	6	weak
TM9SF3	no	no	174.0	11	8	10	5	weak
TM9SF4	no	no	138.0	13	11	14	5	weak
TMBIM1	no	no	168.0	10	7	10	4	weak
TMCO5A	no	no	67.0	2	1	11	5	weak
TMED7	no	no	355.0	7	6	14	6	weak
TMED8	no	no	96.0	2	0	10	4	weak
TMEM102	no	no	205.0	1	1	10	5	weak
TMEM116	no	no	100.0	4	3	12	6	weak
TMEM121B	no	no	84.0	0	0	10	5	weak
TMEM125	no	no	103.0	0	0	10	3	weak
TMEM127	no	no	184.0	11	11	12	2	weak
TMEM134	no	no	70.0	4	4	12	4	weak
TMEM141	no	no	76.0	0	0	10	4	weak
TMEM151A	no	no	85.0	3	2	10	4	weak
TMEM151B	no	no	74.0	1	0	10	5	weak
TMEM161A	no	no	105.0	3	2	12	6	weak
