gene_symbol	model	prompt_variant	predicted_verdict	predicted_reason	predicted_confidence	n_reps	majority_agreement	prompt_tokens	completion_tokens	cache_creation_tokens	cache_read_tokens	n_web_searches	cost_usd	latency_s	uniprot_acc	hgnc_id	ncbi_gene_id	ensembl_gene	ground_truth_verdict	ground_truth_class	is_match	uniprot_surface_flag	go_surface_flag	surfy_surface_flag	cspa_surface_flag	hpa_surface_flag	n_db_votes	has_deep_dive
RPN1	claude-haiku-4-5	naive	no	endomembrane_resident	high	3	1.0	5193	2202	0	0	0	0.016203	21.946	P04843	HGNC:10381	6184	ENSG00000163902	no	wrong_compartment_negative	1	0	0	1	1	0	2	0
RPN2	claude-haiku-4-5	naive	no	endomembrane_resident	high	3	1.0	5193	1325	0	0	0	0.011818	14.848	P04844	HGNC:10382	6185	ENSG00000118705	no	wrong_compartment_negative	1	0	0	0	1	0	1	0
SCAP	claude-haiku-4-5	naive	no	endomembrane_resident	high	3	1.0	5193	2469	0	0	0	0.017538	24.684	Q12770	HGNC:30634	22937	ENSG00000114650	no	wrong_compartment_negative	1	0	0	1	1	0	2	0
SCARB2	claude-haiku-4-5	naive	contextual	lysosomal_exocytosis	medium	3	1.0	5175	1421	0	0	0	0.01228	17.707	Q14108	HGNC:1665	950	ENSG00000138760	contextual	lysosomal_exocytosis_borderline	1	0	0	1	1	0	2	0
SEC61G	claude-haiku-4-5	naive	no	endomembrane_resident	high	3	1.0	5193	1629	0	0	0	0.013338	17.175	P60059	HGNC:18277	23480	ENSG00000132432	no	wrong_compartment_negative	1	1	0	0	0	0	1	0
SEZ6	claude-haiku-4-5	naive	yes	classical_surface_receptor	high	3	1.0	5193	1801	0	0	0	0.014198	20.933	Q53EL9	HGNC:15955	124925	ENSG00000063015	yes	disagreement_rich_positive	1	1	0	1	0	0	2	0
SLC34A2	claude-haiku-4-5	naive	contextual	cell_state_induced	medium	3	1.0	5199	2519	0	0	0	0.017794	28.471	O95436	HGNC:11020	10568	ENSG00000157765	yes	disagreement_rich_positive	1	1	1	1	0	1	4	0
SRC	claude-haiku-4-5	naive	no	inner_leaflet_anchored	high	3	1.0	5190	1528	0	0	0	0.01283	16.413	P12931	HGNC:11283	6714	ENSG00000197122	contextual	wrong_side_borderline	0	0	1	0	0	1	2	1
SSTR2	claude-haiku-4-5	naive	yes	multipass_with_exposed_loops	high	3	1.0	5175	825	0	0	0	0.0093	9.45	P30874	HGNC:11331	6752	ENSG00000180616	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
STEAP1	claude-haiku-4-5	naive	yes	multipass_with_exposed_loops	high	3	1.0	5196	1706	0	0	0	0.013726	18.368	Q9UHE8	HGNC:11378	26872	ENSG00000164647	yes	disagreement_rich_positive	1	0	0	0	0	0	0	0
STEAP2	claude-haiku-4-5	naive	yes	multipass_with_exposed_loops	high	3	1.0	5175	1720	0	0	0	0.013775	17.867	Q8NFT2	HGNC:17885	261729	ENSG00000157214	yes	disagreement_rich_positive	1	0	0	0	0	0	0	0
STIM1	claude-haiku-4-5	naive	no	endomembrane_resident	high	3	1.0	5175	1650	0	0	0	0.013425	17.472	Q13586	HGNC:11386	6786	ENSG00000167323	contextual	induced_borderline	0	1	1	1	1	0	4	0
SUN1	claude-haiku-4-5	naive	no	nuclear_envelope	high	3	1.0	5193	1936	0	0	0	0.014873	20.436	O94901	HGNC:18587	23353	ENSG00000164828	no	wrong_compartment_negative	1	0	0	0	1	0	1	0
SUN2	claude-haiku-4-5	naive	no	nuclear_envelope	high	3	1.0	5193	1644	0	0	0	0.013413	17.937	Q9UH99	HGNC:14210	25777	ENSG00000100242	no	wrong_compartment_negative	1	0	0	0	1	0	1	0
SYK	claude-haiku-4-5	naive	contextual	other	medium	3	1.0	5193	1133	0	0	0	0.010858	14.699	P43405	HGNC:11491	6850	ENSG00000165025	no	approved_drug_intracellular_negative	0	0	1	0	0	1	2	0
SYNE1	claude-haiku-4-5	naive	no	nuclear_envelope	high	3	1.0	5196	1442	0	0	0	0.012406	18.303	Q8NF91	HGNC:17089	23345	ENSG00000131018	no	wrong_compartment_negative	1	0	1	0	0	0	1	0
SYNE2	claude-haiku-4-5	naive	no	nuclear_envelope	high	3	1.0	5196	1912	0	0	0	0.014756	25.679	Q8WXH0	HGNC:17084	23224	ENSG00000054654	no	wrong_compartment_negative	1	0	1	0	0	0	1	0
TACSTD2	claude-haiku-4-5	naive	yes	classical_surface_receptor	high	3	1.0	5178	1992	0	0	0	0.015138	19.036	P09758	HGNC:11530	4070	ENSG00000184292	yes	validated_positive	1	1	1	1	1	1	5	1
TF	claude-haiku-4-5	naive	contextual	stable_surface_attachment	high	3	1.0	5190	1019	0	0	0	0.010285	14.647	P02787	HGNC:11740	7018	ENSG00000091513	no	secreted_negative	0	0	1	0	1	0	2	0
TFRC	claude-haiku-4-5	naive	yes	classical_surface_receptor	high	3	1.0	5172	1607	0	0	0	0.013207	16.545	P02786	HGNC:11763	7037	ENSG00000072274	yes	disagreement_rich_positive	1	1	1	0	1	0	3	0
TGFB1	claude-haiku-4-5	naive	contextual	dual_localization	medium	3	1.0	5202	1169	0	0	0	0.011047	14.056	P01137	HGNC:11766	7040	ENSG00000105329	contextual	surface_attachment_borderline	1	0	1	0	1	1	3	0
TGOLN2	claude-haiku-4-5	naive	no	endomembrane_resident	high	3	1.0	5199	1967	0	0	0	0.015034	21.02	O43493	HGNC:15450	10618	ENSG00000152291	contextual	induced_borderline	0	1	0	1	0	0	2	1
TM4SF1	claude-haiku-4-5	naive	yes	multipass_with_exposed_loops	high	3	1.0	5178	1157	0	0	0	0.010963	12.707	P30408	HGNC:11853	4071	ENSG00000169908	yes	disagreement_rich_positive	1	1	0	1	0	0	2	0
TMED10	claude-haiku-4-5	naive	no	endomembrane_resident	high	3	1.0	5196	2285	0	0	0	0.016621	23.126	P49755	HGNC:16998	10972	ENSG00000170348	contextual	dual_localization_borderline	0	0	1	0	0	0	1	0
TMED9	claude-haiku-4-5	naive	no	endomembrane_resident	high	3	1.0	5196	1753	0	0	0	0.013961	19.306	Q9BVK6	HGNC:24878	54732	ENSG00000184840	no	wrong_compartment_negative	1	0	0	0	1	0	1	0
TYK2	claude-haiku-4-5	naive	no	cytoplasmic	high	3	1.0	5196	1391	0	0	0	0.012151	17.33	P29597	HGNC:12440	7297	ENSG00000105397	no	approved_drug_intracellular_negative	1	0	1	0	0	0	1	0
TYRP1	claude-haiku-4-5	naive	contextual	lysosomal_exocytosis	medium	3	0.667	5175	2374	0	0	0	0.017045	28.497	P17643	HGNC:12450	7306	ENSG00000107165	contextual	dual_localization_borderline	1	0	0	1	1	0	2	0
VDAC1	claude-haiku-4-5	naive	no	mitochondrial_internal	high	3	1.0	5199	1377	0	0	0	0.012084	16.744	P21796	HGNC:12669	7416	ENSG00000213585	contextual	induced_borderline	0	0	0	0	1	0	1	0
VEGFA	claude-haiku-4-5	naive	contextual	dual_localization	high	3	1.0	5193	1160	0	0	0	0.010993	13.461	P15692	HGNC:12680	7422	ENSG00000112715	no	secreted_negative	0	0	1	0	0	0	1	0
ZP3	claude-haiku-4-5	naive	contextual	tissue_restricted_surface	medium	3	0.667	5172	2061	0	0	0	0.015477	21.313	P21754	HGNC:13189	7784	ENSG00000188372	contextual	dual_localization_borderline	1	1	0	1	0	0	2	0
A2M	claude-haiku-4-5	ncbi	yes	other	high	3	1.0	6180	785	0	0	0	0.010105	10.087	P01023	HGNC:7	2	ENSG00000175899	no	secreted_negative	0	0	0	0	1	0	1	0
ABCB9	claude-haiku-4-5	ncbi	no	endomembrane_resident	high	3	1.0	6141	931	0	0	0	0.010796	11.738	Q9NP78	HGNC:50	23457	ENSG00000150967	no	wrong_compartment_negative	1	0	0	1	0	0	1	0
ADORA3	claude-haiku-4-5	ncbi	yes	multipass_with_exposed_loops	high	3	1.0	6090	764	0	0	0	0.00991	8.791	P0DMS8	HGNC:268	140	ENSG00000282608	yes	gpcr_extracellular_pocket	1	1	0	0	0	0	1	0
AKT2	claude-haiku-4-5	ncbi	no	cytoplasmic	high	3	1.0	6234	900	0	0	0	0.010734	10.495	P31751	HGNC:392	208	ENSG00000105221	no	approved_drug_intracellular_negative	1	0	1	0	0	0	1	0
ALPG	claude-haiku-4-5	ncbi	contextual	tissue_restricted_surface	medium	3	1.0	5973	1149	0	0	0	0.011718	14.752	P10696	HGNC:441	251	ENSG00000163286	contextual	disagreement_rich_positive	1	0	0	1	0	1	2	0
AMHR2	claude-haiku-4-5	ncbi	yes	classical_surface_receptor	high	3	1.0	6096	649	0	0	0	0.009341	8.758	Q16671	HGNC:465	269	ENSG00000135409	yes	disagreement_rich_positive	1	1	0	1	0	0	2	0
APOB	claude-haiku-4-5	ncbi	contextual	dual_localization	high	3	1.0	6219	1572	0	0	0	0.014079	18.225	P04114	HGNC:603	338	ENSG00000084674	no	secreted_negative	0	0	0	0	1	0	1	0
APPL1	claude-haiku-4-5	ncbi	no	cytoplasmic	high	3	1.0	6147	1107	0	0	0	0.011682	12.833	Q9UKG1	HGNC:24035	26060	ENSG00000157500	no	opencell_vesicle_negative	1	0	0	0	0	1	1	0
ATG9A	claude-haiku-4-5	ncbi	no	endomembrane_resident	high	3	1.0	5880	993	0	0	0	0.010845	12.529	Q7Z3C6	HGNC:22408	79065	ENSG00000198925	no	wrong_compartment_negative	1	0	0	1	1	0	2	0
ATP5F1B	claude-haiku-4-5	ncbi	no	cytoplasmic	high	3	1.0	6291	927	0	0	0	0.010926	10.811	P06576	HGNC:830	506	ENSG00000110955	contextual	dual_localization_borderline	0	0	1	0	0	0	1	0
AVPR1A	claude-haiku-4-5	ncbi	yes	classical_surface_receptor	high	3	1.0	6060	663	0	0	0	0.009375	7.759	P37288	HGNC:895	552	ENSG00000166148	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
B2M	claude-haiku-4-5	ncbi	yes	stable_complex_partner	high	3	1.0	6042	821	0	0	0	0.010147	10.885	P61769	HGNC:914	567	ENSG00000166710	yes	stable_complex_positive	1	1	1	0	0	1	3	0
B4GALT1	claude-haiku-4-5	ncbi	no	endomembrane_resident	high	3	1.0	6303	960	0	0	0	0.011103	11.604	P15291	HGNC:924	2683	ENSG00000086062	contextual	induced_borderline	0	1	1	0	0	0	2	0
BAX	claude-haiku-4-5	ncbi	no	mitochondrial_internal	high	3	1.0	6099	929	0	0	0	0.010744	11.799	Q07812	HGNC:959	581	ENSG00000087088	no	induced_borderline	1	0	0	0	0	1	1	1
BDKRB1	claude-haiku-4-5	ncbi	yes	multipass_with_exposed_loops	high	3	1.0	6123	771	0	0	0	0.009978	8.871	P46663	HGNC:1029	623	ENSG00000100739	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
BRAF	claude-haiku-4-5	ncbi	no	cytoplasmic	high	3	1.0	6225	1146	0	0	0	0.011955	14.282	P15056	HGNC:1097	673	ENSG00000157764	no	approved_drug_intracellular_negative	1	0	0	0	0	1	1	0
BST2	claude-haiku-4-5	ncbi	yes	gpi_anchored	high	3	1.0	5922	813	0	0	0	0.009987	9.783	Q10589	HGNC:1119	684	ENSG00000130303	yes	gpi_anchored_positive	1	1	1	1	1	0	4	0
BTK	claude-haiku-4-5	ncbi	no	cytoplasmic	high	3	1.0	6075	1177	0	0	0	0.01196	13.989	Q06187	HGNC:1133	695	ENSG00000010671	no	approved_drug_intracellular_negative	1	0	0	0	0	1	1	0
C3	claude-haiku-4-5	ncbi	yes	other	high	3	1.0	6192	1011	0	0	0	0.011247	12.64	P01024	HGNC:1318	718	ENSG00000125730	contextual	surface_attachment_borderline	1	1	0	0	1	0	2	0
CA9	claude-haiku-4-5	ncbi	yes	classical_surface_receptor	high	3	1.0	6087	779	0	0	0	0.009982	11.239	Q16790	HGNC:1383	768	ENSG00000107159	yes	disagreement_rich_positive	1	1	0	0	0	1	2	0
CALR	claude-haiku-4-5	ncbi	contextual	cell_state_induced	high	3	1.0	6168	1097	0	0	0	0.011653	14.757	P27797	HGNC:1455	811	ENSG00000179218	contextual	induced_borderline	1	1	1	0	1	0	3	0
CCR8	claude-haiku-4-5	ncbi	yes	multipass_with_exposed_loops	high	3	1.0	6267	802	0	0	0	0.010277	9.856	P51685	HGNC:1609	1237	ENSG00000179934	yes	disagreement_rich_positive	1	1	1	1	0	0	3	0
CD19	claude-haiku-4-5	ncbi	yes	classical_surface_receptor	high	3	1.0	6108	825	0	0	0	0.010233	8.912	P15391	HGNC:1633	930	ENSG00000177455	yes	validated_positive	1	1	1	1	1	0	4	0
CD24	claude-haiku-4-5	ncbi	yes	gpi_anchored	high	3	1.0	6054	625	0	0	0	0.009179	7.381	P25063	HGNC:1645	100133941	ENSG00000272398	yes	gpi_anchored_positive	1	0	1	1	0	0	2	0
CD276	claude-haiku-4-5	ncbi	yes	classical_surface_receptor	high	3	1.0	6138	807	0	0	0	0.010173	9.993	Q5ZPR3	HGNC:19137	80381	ENSG00000103855	yes	disagreement_rich_positive	1	1	1	1	1	0	4	0
CD63	claude-haiku-4-5	ncbi	yes	multipass_with_exposed_loops	high	3	1.0	6117	679	0	0	0	0.009512	8.561	P08962	HGNC:1692	967	ENSG00000135404	contextual	lysosomal_exocytosis_borderline	1	1	1	1	1	0	4	0
CD68	claude-haiku-4-5	ncbi	contextual	dual_localization	high	3	1.0	6156	1034	0	0	0	0.011326	12.249	P34810	HGNC:1693	968	ENSG00000129226	contextual	lysosomal_exocytosis_borderline	1	1	0	1	1	0	3	0
CD74	claude-haiku-4-5	ncbi	yes	classical_surface_receptor	high	3	1.0	6042	893	0	0	0	0.010507	12.157	P04233	HGNC:1697	972	ENSG00000019582	yes	disagreement_rich_positive	1	1	1	1	1	0	4	0
CEACAM5	claude-haiku-4-5	ncbi	yes	classical_surface_receptor	high	3	1.0	6081	778	0	0	0	0.009971	8.699	P06731	HGNC:1817	1048	ENSG00000105388	yes	gpi_anchored_positive	1	1	1	1	0	1	4	0
CEACAM6	claude-haiku-4-5	ncbi	yes	gpi_anchored	high	3	1.0	6165	631	0	0	0	0.00932	7.109	P40199	HGNC:1818	4680	ENSG00000086548	yes	gpi_anchored_positive	1	1	1	1	1	0	4	0
CLDN18	claude-haiku-4-5	ncbi	yes	multipass_with_exposed_loops	high	3	1.0	6069	879	0	0	0	0.010464	10.567	P56856	HGNC:2039	51208	ENSG00000066405	yes	disagreement_rich_positive	1	1	0	1	0	1	3	1
CLDN6	claude-haiku-4-5	ncbi	yes	multipass_with_exposed_loops	high	3	1.0	6042	680	0	0	0	0.009442	8.201	P56747	HGNC:2048	9074	ENSG00000184697	yes	disagreement_rich_positive	1	1	0	1	0	0	2	0
CRISP1	claude-haiku-4-5	ncbi	contextual	tissue_restricted_surface	medium	3	1.0	6195	907	0	0	0	0.01073	11.711	P54107	HGNC:304	167	ENSG00000124812	contextual	surface_attachment_borderline	1	0	0	0	0	0	0	0
CSPG4	claude-haiku-4-5	ncbi	yes	classical_surface_receptor	high	3	1.0	6063	770	0	0	0	0.009913	8.656	Q6UVK1	HGNC:2466	1464	ENSG00000173546	yes	disagreement_rich_positive	1	1	1	1	1	1	5	0
DLK1	claude-haiku-4-5	ncbi	yes	classical_surface_receptor	high	3	1.0	6141	655	0	0	0	0.009416	7.673	P80370	HGNC:2907	8788	ENSG00000185559	yes	disagreement_rich_positive	1	1	0	1	0	0	2	0
DLL3	claude-haiku-4-5	ncbi	yes	classical_surface_receptor	high	3	1.0	5958	647	0	0	0	0.009193	8.183	Q9NYJ7	HGNC:2909	10683	ENSG00000090932	contextual	disagreement_rich_positive	1	1	0	1	0	1	3	0
DPEP1	claude-haiku-4-5	ncbi	yes	classical_surface_receptor	medium	3	1.0	5985	812	0	0	0	0.010045	10.521	P16444	HGNC:3002	1800	ENSG00000015413	yes	gpi_anchored_positive	1	1	0	1	1	1	4	0
DSG3	claude-haiku-4-5	ncbi	yes	classical_surface_receptor	high	3	1.0	6129	901	0	0	0	0.010634	9.829	P32926	HGNC:3050	1830	ENSG00000134757	yes	disagreement_rich_positive	1	1	1	1	0	0	3	0
DSG4	claude-haiku-4-5	ncbi	yes	classical_surface_receptor	high	3	1.0	6054	884	0	0	0	0.010474	9.547	Q86SJ6	HGNC:21307	147409	ENSG00000175065	yes	disagreement_rich_positive	1	1	1	1	0	0	3	0
EFNA4	claude-haiku-4-5	ncbi	yes	gpi_anchored	high	3	1.0	6147	594	0	0	0	0.009117	6.614	P52798	HGNC:3224	1945	ENSG00000243364	yes	disagreement_rich_positive	1	0	0	1	1	0	2	0
EPCAM	claude-haiku-4-5	ncbi	yes	classical_surface_receptor	high	3	1.0	6423	753	0	0	0	0.010188	8.915	P16422	HGNC:11529	4072	ENSG00000119888	yes	disagreement_rich_positive	1	1	1	1	1	1	5	0
EPHB4	claude-haiku-4-5	ncbi	yes	classical_surface_receptor	high	3	1.0	6210	745	0	0	0	0.009935	8.599	P54760	HGNC:3395	2050	ENSG00000196411	yes	disagreement_rich_positive	1	1	0	1	1	0	3	0
EREG	claude-haiku-4-5	ncbi	contextual	dual_localization	medium	3	1.0	6054	1180	0	0	0	0.011954	14.277	O14944	HGNC:3443	2069	ENSG00000124882	contextual	disagreement_rich_positive	1	1	0	1	0	0	2	0
F2	claude-haiku-4-5	ncbi	contextual	dual_localization	medium	3	1.0	6141	1526	0	0	0	0.013771	18.035	P00734	HGNC:3535	2147	ENSG00000180210	no	secreted_negative	0	0	1	0	1	0	2	0
FLT3	claude-haiku-4-5	ncbi	yes	classical_surface_receptor	high	3	1.0	6168	792	0	0	0	0.010128	8.64	P36888	HGNC:3765	2322	ENSG00000122025	yes	disagreement_rich_positive	1	1	0	1	1	0	3	0
FN1	claude-haiku-4-5	ncbi	contextual	dual_localization	high	3	1.0	6234	1066	0	0	0	0.011564	13.656	P02751	HGNC:3778	2335	ENSG00000115414	contextual	secreted_negative	1	0	0	0	1	0	1	1
FOLH1	claude-haiku-4-5	ncbi	yes	classical_surface_receptor	high	3	1.0	6189	880	0	0	0	0.010589	12.154	Q04609	HGNC:3788	2346	ENSG00000086205	yes	validated_positive	1	1	1	1	0	0	3	0
FOLR1	claude-haiku-4-5	ncbi	yes	gpi_anchored	high	3	1.0	6096	833	0	0	0	0.010261	13.296	P15328	HGNC:3791	2348	ENSG00000110195	yes	validated_positive	1	1	1	1	1	0	4	0
FZD10	claude-haiku-4-5	ncbi	yes	multipass_with_exposed_loops	high	3	1.0	6060	788	0	0	0	0.01	9.661	Q9ULW2	HGNC:4039	11211	ENSG00000111432	yes	disagreement_rich_positive	1	1	1	1	0	0	3	0
FZD7	claude-haiku-4-5	ncbi	yes	multipass_with_exposed_loops	high	3	1.0	6150	778	0	0	0	0.01004	8.559	O75084	HGNC:4045	8324	ENSG00000155760	yes	disagreement_rich_positive	1	1	0	1	0	0	2	0
GALNT1	claude-haiku-4-5	ncbi	no	endomembrane_resident	high	3	1.0	6348	945	0	0	0	0.011073	11.197	Q10472	HGNC:4123	2589	ENSG00000141429	no	wrong_compartment_negative	1	0	0	0	1	0	1	0
GCGR	claude-haiku-4-5	ncbi	yes	multipass_with_exposed_loops	high	3	1.0	6096	683	0	0	0	0.009511	7.835	P47871	HGNC:4192	2642	ENSG00000215644	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
GFRA1	claude-haiku-4-5	ncbi	yes	gpi_anchored	high	3	1.0	6300	652	0	0	0	0.00956	7.362	P56159	HGNC:4243	2674	ENSG00000151892	yes	disagreement_rich_positive	1	0	1	1	1	0	3	0
GIPR	claude-haiku-4-5	ncbi	yes	multipass_with_exposed_loops	high	3	1.0	6027	757	0	0	0	0.009812	9.11	P48546	HGNC:4271	2696	ENSG00000010310	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
GNAQ	claude-haiku-4-5	ncbi	no	cytoplasmic	high	3	1.0	5979	1125	0	0	0	0.011604	14.348	P50148	HGNC:4390	2776	ENSG00000156052	no	wrong_side_negative	1	0	1	0	0	1	2	0
GNB1	claude-haiku-4-5	ncbi	no	cytoplasmic	high	3	1.0	6045	1140	0	0	0	0.011745	13.234	P62873	HGNC:4396	2782	ENSG00000078369	no	wrong_side_negative	1	0	1	0	0	1	2	0
GPBAR1	claude-haiku-4-5	ncbi	yes	multipass_with_exposed_loops	high	3	1.0	6144	719	0	0	0	0.009739	9.719	Q8TDU6	HGNC:19680	151306	ENSG00000179921	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
GPC2	claude-haiku-4-5	ncbi	yes	gpi_anchored	high	3	1.0	5865	767	0	0	0	0.0097	11.784	Q8N158	HGNC:4450	221914	ENSG00000213420	yes	gpi_anchored_positive	1	0	1	1	0	0	2	0
GPC3	claude-haiku-4-5	ncbi	yes	gpi_anchored	high	3	1.0	6153	689	0	0	0	0.009598	7.918	P51654	HGNC:4451	2719	ENSG00000147257	yes	gpi_anchored_positive	1	0	1	1	0	1	3	0
GPNMB	claude-haiku-4-5	ncbi	yes	classical_surface_receptor	high	3	1.0	6057	799	0	0	0	0.010052	10.102	Q14956	HGNC:4462	10457	ENSG00000136235	yes	disagreement_rich_positive	1	1	0	1	1	0	3	0
GPRC5D	claude-haiku-4-5	ncbi	yes	multipass_with_exposed_loops	high	3	1.0	5838	733	0	0	0	0.009503	8.712	Q9NZD1	HGNC:13310	55507	ENSG00000111291	yes	disagreement_rich_positive	1	1	0	1	0	0	2	0
GRM4	claude-haiku-4-5	ncbi	yes	multipass_with_exposed_loops	high	3	1.0	6150	890	0	0	0	0.0106	10.185	Q14833	HGNC:4596	2914	ENSG00000124493	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
GUCY2C	claude-haiku-4-5	ncbi	yes	classical_surface_receptor	high	3	1.0	6087	685	0	0	0	0.009512	7.986	P25092	HGNC:4688	2984	ENSG00000070019	yes	disagreement_rich_positive	1	1	0	1	0	0	2	0
GYPA	claude-haiku-4-5	ncbi	yes	classical_surface_receptor	high	3	1.0	6315	685	0	0	0	0.00974	7.58	P02724	HGNC:4702	2993	ENSG00000170180	yes	disagreement_rich_positive	1	1	0	1	0	1	3	0
HCK	claude-haiku-4-5	ncbi	no	inner_leaflet_anchored	high	3	1.0	6192	1219	0	0	0	0.012287	17.62	P08631	HGNC:4840	3055	ENSG00000101336	no	wrong_side_negative	1	0	1	0	0	1	2	0
HDAC6	claude-haiku-4-5	ncbi	no	cytoplasmic	high	3	1.0	6210	811	0	0	0	0.010265	10.173	Q9UBN7	HGNC:14064	10013	ENSG00000094631	no	approved_drug_intracellular_negative	1	0	1	0	0	0	1	0
HMGB1	claude-haiku-4-5	ncbi	contextual	cell_state_induced	high	3	1.0	6036	1136	0	0	0	0.011716	14.248	P09429	HGNC:4983	3146	ENSG00000189403	contextual	induced_borderline	1	0	1	0	0	0	1	1
HNRNPK	claude-haiku-4-5	ncbi	no	nuclear	high	3	1.0	6195	1163	0	0	0	0.01201	13.477	P61978	HGNC:5044	3190	ENSG00000165119	no	nuclear_negative	1	0	0	0	1	0	1	0
HRH2	claude-haiku-4-5	ncbi	yes	multipass_with_exposed_loops	high	3	1.0	6093	792	0	0	0	0.010053	9.103	P25021	HGNC:5183	3274	ENSG00000113749	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
HSPA1A	claude-haiku-4-5	ncbi	no	cytoplasmic	high	3	0.667	6267	1017	0	0	0	0.011352	13.822	P0DMV8	HGNC:5232	3303	ENSG00000204389	contextual	induced_borderline	0	0	0	0	0	0	0	0
HSPA5	claude-haiku-4-5	ncbi	contextual	cell_state_induced	high	3	1.0	6198	1114	0	0	0	0.011768	14.255	P11021	HGNC:5238	3309	ENSG00000044574	contextual	induced_borderline	1	1	0	0	0	0	1	1
HSPD1	claude-haiku-4-5	ncbi	no	mitochondrial_internal	high	3	1.0	6162	1144	0	0	0	0.011882	14.456	P10809	HGNC:5261	3329	ENSG00000144381	contextual	dual_localization_borderline	0	0	1	0	0	0	1	0
HTR2C	claude-haiku-4-5	ncbi	yes	multipass_with_exposed_loops	high	3	1.0	6207	704	0	0	0	0.009727	8.182	P28335	HGNC:5295	3358	ENSG00000147246	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
IGF1	claude-haiku-4-5	ncbi	no	secreted_only	high	3	1.0	6021	1073	0	0	0	0.011386	12.941	P05019	HGNC:5464	3479	ENSG00000017427	no	secreted_negative	1	0	1	0	0	0	1	0
IKBKB	claude-haiku-4-5	ncbi	no	cytoplasmic	high	3	1.0	6087	994	0	0	0	0.011057	11.38	O14920	HGNC:5960	3551	ENSG00000104365	no	approved_drug_intracellular_negative	1	0	1	0	0	0	1	0
IL6	claude-haiku-4-5	ncbi	contextual	dual_localization	high	3	0.667	6141	1236	0	0	0	0.012321	15.02	P05231	HGNC:6018	3569	ENSG00000136244	no	secreted_negative	0	0	1	0	0	0	1	0
ITPR1	claude-haiku-4-5	ncbi	no	endomembrane_resident	high	3	1.0	6219	1151	0	0	0	0.011974	13.531	Q14643	HGNC:6180	3708	ENSG00000150995	no	wrong_compartment_negative	1	0	0	0	1	0	1	0
ITPR3	claude-haiku-4-5	ncbi	no	endomembrane_resident	high	3	1.0	6207	907	0	0	0	0.010742	10.697	Q14573	HGNC:6182	3710	ENSG00000096433	no	wrong_compartment_negative	1	1	0	0	1	0	2	0
IZUMO1	claude-haiku-4-5	ncbi	contextual	tissue_restricted_surface	high	3	1.0	5970	815	0	0	0	0.010045	11.14	Q8IYV9	HGNC:28539	284359	ENSG00000182264	contextual	induced_borderline	1	1	0	1	0	0	2	0
IZUMO4	claude-haiku-4-5	ncbi	no	nuclear	medium	3	1.0	5739	1001	0	0	0	0.010744	16.113	Q1ZYL8	HGNC:26950	113177	ENSG00000099840	no	induced_borderline	1	0	0	0	0	0	0	1
JAK1	claude-haiku-4-5	ncbi	no	cytoplasmic	high	3	1.0	6126	1181	0	0	0	0.012031	17.886	P23458	HGNC:6190	3716	ENSG00000162434	no	approved_drug_intracellular_negative	1	0	1	0	0	0	1	0
JAK2	claude-haiku-4-5	ncbi	no	cytoplasmic	high	3	1.0	6171	1127	0	0	0	0.011806	13.395	O60674	HGNC:6192	3717	ENSG00000096968	no	approved_drug_intracellular_negative	1	0	1	0	0	0	1	0
JAK3	claude-haiku-4-5	ncbi	no	cytoplasmic	high	3	1.0	6060	998	0	0	0	0.01105	11.465	P52333	HGNC:6193	3718	ENSG00000105639	no	approved_drug_intracellular_negative	1	0	1	0	0	1	2	0
KLK2	claude-haiku-4-5	ncbi	contextual	cell_state_induced	medium	3	1.0	6105	1111	0	0	0	0.01166	13.96	P20151	HGNC:6363	3817	ENSG00000167751	contextual	disagreement_rich_positive	1	0	0	0	0	0	0	1
KRAS	claude-haiku-4-5	ncbi	no	inner_leaflet_anchored	high	3	1.0	6393	1204	0	0	0	0.012413	14.635	P01116	HGNC:6407	3845	ENSG00000133703	no	wrong_side_negative	1	0	1	0	0	0	1	0
LAMP1	claude-haiku-4-5	ncbi	contextual	cell_state_induced	high	3	1.0	5877	977	0	0	0	0.010762	11.449	P11279	HGNC:6499	3916	ENSG00000185896	contextual	induced_borderline	1	0	0	1	1	0	2	0
LAMP2	claude-haiku-4-5	ncbi	contextual	lysosomal_exocytosis	high	3	1.0	6012	969	0	0	0	0.010857	12.233	P13473	HGNC:6501	3920	ENSG00000005893	contextual	induced_borderline	1	0	0	1	1	1	3	0
LAMP3	claude-haiku-4-5	ncbi	contextual	cell_state_induced	high	3	1.0	6147	872	0	0	0	0.010507	10.376	Q9UQV4	HGNC:14582	27074	ENSG00000078081	contextual	lysosomal_exocytosis_borderline	1	1	0	1	1	0	3	0
