gene_symbol	model	prompt_variant	replicate	predicted_verdict	predicted_reason	predicted_confidence	prompt_tokens	completion_tokens	cache_creation_tokens	cache_read_tokens	n_web_searches	cost_usd	latency_s	uniprot_acc	hgnc_id	ncbi_gene_id	ensembl_gene	ground_truth_verdict	ground_truth_class	is_match
TFRC	claude-haiku-4-5	naive	1	yes	classical_surface_receptor	high	1745	181	0	0	0	0.00265	2.3689168749842793	P02786	HGNC:11763	7037	ENSG00000072274	yes	disagreement_rich_positive	1
TGFB1	claude-haiku-4-5	naive	1	contextual	dual_localization	medium	1748	431	0	0	0	0.003903	5.320923040970229	P01137	HGNC:11766	7040	ENSG00000105329	contextual	surface_attachment_borderline	1
TGOLN2	claude-haiku-4-5	naive	1	no	endomembrane_resident	high	1747	741	0	0	0	0.005452	7.555641291954089	O43493	HGNC:15450	10618	ENSG00000152291	contextual	induced_borderline	0
TM4SF1	claude-haiku-4-5	naive	1	yes	multipass_with_exposed_loops	high	1747	230	0	0	0	0.002897	3.153015542018693	P30408	HGNC:11853	4071	ENSG00000169908	yes	disagreement_rich_positive	1
TMED10	claude-haiku-4-5	naive	1	no	endomembrane_resident	high	1746	885	0	0	0	0.006171	12.81730954197701	P49755	HGNC:16998	10972	ENSG00000170348	contextual	dual_localization_borderline	0
TMED9	claude-haiku-4-5	naive	1	no	endomembrane_resident	high	1746	687	0	0	0	0.005181	7.34338304202538	Q9BVK6	HGNC:24878	54732	ENSG00000184840	no	wrong_compartment_negative	1
TYK2	claude-haiku-4-5	naive	1	no	cytoplasmic	high	1746	761	0	0	0	0.005551	8.165326541988179	P29597	HGNC:12440	7297	ENSG00000105397	no	approved_drug_intracellular_negative	1
TYRP1	claude-haiku-4-5	naive	1	contextual	lysosomal_exocytosis	medium	1746	393	0	0	0	0.003711	4.644760374969337	P17643	HGNC:12450	7306	ENSG00000107165	contextual	dual_localization_borderline	1
VDAC1	claude-haiku-4-5	naive	1	no	endomembrane_resident	high	1747	296	0	0	0	0.003227	3.546787332976237	P21796	HGNC:12669	7416	ENSG00000213585	contextual	induced_borderline	0
VEGFA	claude-haiku-4-5	naive	1	contextual	dual_localization	high	1745	329	0	0	0	0.00339	6.9887756669777445	P15692	HGNC:12680	7422	ENSG00000112715	no	secreted_negative	0
ZP3	claude-haiku-4-5	naive	1	no	secreted_only	high	1745	986	0	0	0	0.006675	10.819254375004675	P21754	HGNC:13189	7784	ENSG00000188372	contextual	dual_localization_borderline	0
A2M	claude-haiku-4-5	ncbi	1	yes	other	high	2081	296	0	0	0	0.003561	3.875359541969374	P01023	HGNC:7	2	ENSG00000175899	no	secreted_negative	0
ABCB9	claude-haiku-4-5	ncbi	1	no	endomembrane_resident	high	2068	340	0	0	0	0.003768	4.285370916011743	Q9NP78	HGNC:50	23457	ENSG00000150967	no	wrong_compartment_negative	1
ADORA3	claude-haiku-4-5	ncbi	1	yes	multipass_with_exposed_loops	high	2051	271	0	0	0	0.003406	3.2208571250084788	P0DMS8	HGNC:268	140	ENSG00000282608	yes	gpcr_extracellular_pocket	1
AKT2	claude-haiku-4-5	ncbi	1	no	cytoplasmic	high	2099	314	0	0	0	0.003669	3.9460920420242473	P31751	HGNC:392	208	ENSG00000105221	no	approved_drug_intracellular_negative	1
ALPG	claude-haiku-4-5	ncbi	1	contextual	tissue_restricted_surface	medium	2012	350	0	0	0	0.003762	4.713822666031774	P10696	HGNC:441	251	ENSG00000163286	contextual	disagreement_rich_positive	1
AMHR2	claude-haiku-4-5	ncbi	1	yes	classical_surface_receptor	high	2053	218	0	0	0	0.003143	3.0167060419917107	Q16671	HGNC:465	269	ENSG00000135409	yes	disagreement_rich_positive	1
APOB	claude-haiku-4-5	ncbi	1	contextual	secreted_only	medium	2094	511	0	0	0	0.004649	14.382858375029173	P04114	HGNC:603	338	ENSG00000084674	no	secreted_negative	0
APPL1	claude-haiku-4-5	ncbi	1	no	endomembrane_resident	high	2070	298	0	0	0	0.00356	3.666088958038017	Q9UKG1	HGNC:24035	26060	ENSG00000157500	no	opencell_vesicle_negative	1
ATG9A	claude-haiku-4-5	ncbi	1	no	endomembrane_resident	high	1981	344	0	0	0	0.003701	4.152412125025876	Q7Z3C6	HGNC:22408	79065	ENSG00000198925	no	wrong_compartment_negative	1
ATP5F1B	claude-haiku-4-5	ncbi	1	no	mitochondrial_internal	high	2118	315	0	0	0	0.003693	4.089185791963246	P06576	HGNC:830	506	ENSG00000110955	contextual	dual_localization_borderline	0
AVPR1A	claude-haiku-4-5	ncbi	1	yes	multipass_with_exposed_loops	high	2041	251	0	0	0	0.003296	3.122775041963905	P37288	HGNC:895	552	ENSG00000166148	yes	gpcr_extracellular_pocket	1
B2M	claude-haiku-4-5	ncbi	1	yes	stable_complex_partner	high	2035	271	0	0	0	0.00339	3.510272082989104	P61769	HGNC:914	567	ENSG00000166710	yes	stable_complex_positive	1
B4GALT1	claude-haiku-4-5	ncbi	1	no	endomembrane_resident	high	2122	307	0	0	0	0.003657	4.113909457984846	P15291	HGNC:924	2683	ENSG00000086062	contextual	induced_borderline	0
BAX	claude-haiku-4-5	ncbi	1	no	mitochondrial_internal	high	2054	248	0	0	0	0.003294	3.0861010840162635	Q07812	HGNC:959	581	ENSG00000087088	contextual	induced_borderline	0
BDKRB1	claude-haiku-4-5	ncbi	1	yes	multipass_with_exposed_loops	high	2062	285	0	0	0	0.003487	2.8800187910092063	P46663	HGNC:1029	623	ENSG00000100739	yes	gpcr_extracellular_pocket	1
BRAF	claude-haiku-4-5	ncbi	1	no	cytoplasmic	high	2096	280	0	0	0	0.003496	6.175900625006761	P15056	HGNC:1097	673	ENSG00000157764	no	approved_drug_intracellular_negative	1
BST2	claude-haiku-4-5	ncbi	1	yes	gpi_anchored	high	1995	258	0	0	0	0.003285	3.3635661670123227	Q10589	HGNC:1119	684	ENSG00000130303	yes	gpi_anchored_positive	1
BTK	claude-haiku-4-5	ncbi	1	no	inner_leaflet_anchored	high	2046	487	0	0	0	0.004481	5.812968167010695	Q06187	HGNC:1133	695	ENSG00000010671	no	approved_drug_intracellular_negative	1
C3	claude-haiku-4-5	ncbi	1	yes	secreted_only	high	2085	640	0	0	0	0.005285	7.246446665958501	P01024	HGNC:1318	718	ENSG00000125730	contextual	surface_attachment_borderline	1
CA9	claude-haiku-4-5	ncbi	1	yes	classical_surface_receptor	high	2050	217	0	0	0	0.003135	3.039853624999523	Q16790	HGNC:1383	768	ENSG00000107159	yes	disagreement_rich_positive	1
CALR	claude-haiku-4-5	ncbi	1	contextual	cell_state_induced	high	2077	198	0	0	0	0.003067	2.894344500033185	P27797	HGNC:1455	811	ENSG00000179218	contextual	induced_borderline	1
CCR8	claude-haiku-4-5	ncbi	1	yes	multipass_with_exposed_loops	high	2110	313	0	0	0	0.003675	3.4830353329889476	P51685	HGNC:1609	1237	ENSG00000179934	yes	disagreement_rich_positive	1
CD19	claude-haiku-4-5	ncbi	1	yes	classical_surface_receptor	high	2057	269	0	0	0	0.003402	3.112434582959395	P15391	HGNC:1633	930	ENSG00000177455	yes	validated_positive	1
CD24	claude-haiku-4-5	ncbi	1	yes	gpi_anchored	high	2039	222	0	0	0	0.003149	2.7227818749961443	P25063	HGNC:1645	100133941	ENSG00000272398	yes	gpi_anchored_positive	1
CD276	claude-haiku-4-5	ncbi	1	yes	classical_surface_receptor	high	2067	258	0	0	0	0.003357	3.4247231250046752	Q5ZPR3	HGNC:19137	80381	ENSG00000103855	yes	disagreement_rich_positive	1
CD63	claude-haiku-4-5	ncbi	1	yes	multipass_with_exposed_loops	high	2059	236	0	0	0	0.003239	2.789504083979409	P08962	HGNC:1692	967	ENSG00000135404	contextual	lysosomal_exocytosis_borderline	1
CD68	claude-haiku-4-5	ncbi	1	contextual	cell_state_induced	high	2073	329	0	0	0	0.003718	3.8757433750433847	P34810	HGNC:1693	968	ENSG00000129226	contextual	lysosomal_exocytosis_borderline	1
CD74	claude-haiku-4-5	ncbi	1	yes	classical_surface_receptor	high	2035	231	0	0	0	0.00319	3.394558165979106	P04233	HGNC:1697	972	ENSG00000019582	yes	disagreement_rich_positive	1
CEACAM5	claude-haiku-4-5	ncbi	1	yes	classical_surface_receptor	high	2048	248	0	0	0	0.003288	3.170563667023089	P06731	HGNC:1817	1048	ENSG00000105388	yes	gpi_anchored_positive	1
CEACAM6	claude-haiku-4-5	ncbi	1	yes	gpi_anchored	high	2076	236	0	0	0	0.003256	2.6711386250099167	P40199	HGNC:1818	4680	ENSG00000086548	yes	gpi_anchored_positive	1
CLDN18	claude-haiku-4-5	ncbi	1	contextual	cell_state_induced	high	2044	372	0	0	0	0.003904	6.592003541998565	P56856	HGNC:2039	51208	ENSG00000066405	yes	disagreement_rich_positive	1
CLDN6	claude-haiku-4-5	ncbi	1	yes	multipass_with_exposed_loops	high	2035	212	0	0	0	0.003095	2.5501109170145355	P56747	HGNC:2048	9074	ENSG00000184697	yes	disagreement_rich_positive	1
CRISP1	claude-haiku-4-5	ncbi	1	contextual	tissue_restricted_surface	medium	2086	377	0	0	0	0.003971	4.788136625022162	P54107	HGNC:304	167	ENSG00000124812	contextual	surface_attachment_borderline	1
CSPG4	claude-haiku-4-5	ncbi	1	yes	classical_surface_receptor	high	2042	242	0	0	0	0.003252	2.8358652089955285	Q6UVK1	HGNC:2466	1464	ENSG00000173546	yes	disagreement_rich_positive	1
DLK1	claude-haiku-4-5	ncbi	1	contextual	cell_state_induced	medium	2068	353	0	0	0	0.003833	3.9743993340525776	P80370	HGNC:2907	8788	ENSG00000185559	yes	disagreement_rich_positive	1
DLL3	claude-haiku-4-5	ncbi	1	yes	classical_surface_receptor	high	2007	203	0	0	0	0.003022	2.714928457979113	Q9NYJ7	HGNC:2909	10683	ENSG00000090932	yes	disagreement_rich_positive	1
DPEP1	claude-haiku-4-5	ncbi	1	yes	gpi_anchored	high	2016	172	0	0	0	0.002876	2.464420957956463	P16444	HGNC:3002	1800	ENSG00000015413	yes	gpi_anchored_positive	1
DSG3	claude-haiku-4-5	ncbi	1	yes	classical_surface_receptor	high	2064	237	0	0	0	0.003249	2.8329859579680488	P32926	HGNC:3050	1830	ENSG00000134757	yes	disagreement_rich_positive	1
DSG4	claude-haiku-4-5	ncbi	1	yes	classical_surface_receptor	high	2039	268	0	0	0	0.003379	3.3177606249810196	Q86SJ6	HGNC:21307	147409	ENSG00000175065	yes	disagreement_rich_positive	1
EFNA4	claude-haiku-4-5	ncbi	1	yes	gpi_anchored	high	2070	177	0	0	0	0.002955	6.043331749970093	P52798	HGNC:3224	1945	ENSG00000243364	yes	disagreement_rich_positive	1
EPCAM	claude-haiku-4-5	ncbi	1	yes	classical_surface_receptor	high	2162	188	0	0	0	0.003102	2.26373683399288	P16422	HGNC:11529	4072	ENSG00000119888	yes	disagreement_rich_positive	1
EPHB4	claude-haiku-4-5	ncbi	1	yes	classical_surface_receptor	high	2091	269	0	0	0	0.003436	3.1541889159707353	P54760	HGNC:3395	2050	ENSG00000196411	yes	disagreement_rich_positive	1
EREG	claude-haiku-4-5	ncbi	1	contextual	dual_localization	medium	2039	359	0	0	0	0.003834	4.322531041048933	O14944	HGNC:3443	2069	ENSG00000124882	contextual	disagreement_rich_positive	1
F2	claude-haiku-4-5	ncbi	1	contextual	dual_localization	medium	2068	512	0	0	0	0.004628	6.332197209005244	P00734	HGNC:3535	2147	ENSG00000180210	no	secreted_negative	0
FLT3	claude-haiku-4-5	ncbi	1	yes	classical_surface_receptor	high	2077	261	0	0	0	0.003382	3.025440500001423	P36888	HGNC:3765	2322	ENSG00000122025	yes	disagreement_rich_positive	1
FN1	claude-haiku-4-5	ncbi	1	contextual	stable_surface_attachment	high	2099	337	0	0	0	0.003784	4.130342457967345	P02751	HGNC:3778	2335	ENSG00000115414	no	secreted_negative	0
FOLH1	claude-haiku-4-5	ncbi	1	yes	classical_surface_receptor	high	2084	267	0	0	0	0.003419	3.215110999997705	Q04609	HGNC:3788	2346	ENSG00000086205	yes	validated_positive	1
FOLR1	claude-haiku-4-5	ncbi	1	yes	gpi_anchored	high	2053	220	0	0	0	0.003153	3.318834457953926	P15328	HGNC:3791	2348	ENSG00000110195	yes	validated_positive	1
FZD10	claude-haiku-4-5	ncbi	1	yes	multipass_with_exposed_loops	high	2041	251	0	0	0	0.003296	3.0253598340204917	Q9ULW2	HGNC:4039	11211	ENSG00000111432	yes	disagreement_rich_positive	1
FZD7	claude-haiku-4-5	ncbi	1	yes	multipass_with_exposed_loops	high	2071	222	0	0	0	0.003181	2.719695125008002	O75084	HGNC:4045	8324	ENSG00000155760	yes	disagreement_rich_positive	1
GALNT1	claude-haiku-4-5	ncbi	1	no	endomembrane_resident	high	2137	339	0	0	0	0.003832	5.120064707996789	Q10472	HGNC:4123	2589	ENSG00000141429	no	wrong_compartment_negative	1
GCGR	claude-haiku-4-5	ncbi	1	yes	multipass_with_exposed_loops	high	2053	301	0	0	0	0.003558	4.152964417007752	P47871	HGNC:4192	2642	ENSG00000215644	yes	gpcr_extracellular_pocket	1
GFRA1	claude-haiku-4-5	ncbi	1	yes	gpi_anchored	high	2121	172	0	0	0	0.002981	2.022272583039012	P56159	HGNC:4243	2674	ENSG00000151892	yes	disagreement_rich_positive	1
GIPR	claude-haiku-4-5	ncbi	1	yes	multipass_with_exposed_loops	high	2030	234	0	0	0	0.0032	2.5419771670131013	P48546	HGNC:4271	2696	ENSG00000010310	yes	gpcr_extracellular_pocket	1
GNAQ	claude-haiku-4-5	ncbi	1	no	cytoplasmic	high	2014	320	0	0	0	0.003614	4.062021374993492	P50148	HGNC:4390	2776	ENSG00000156052	no	wrong_side_negative	1
GNB1	claude-haiku-4-5	ncbi	1	no	cytoplasmic	high	2036	342	0	0	0	0.003746	4.898979916993994	P62873	HGNC:4396	2782	ENSG00000078369	no	wrong_side_negative	1
GPBAR1	claude-haiku-4-5	ncbi	1	yes	multipass_with_exposed_loops	high	2069	265	0	0	0	0.003394	3.4822117500007153	Q8TDU6	HGNC:19680	151306	ENSG00000179921	yes	gpcr_extracellular_pocket	1
GPC2	claude-haiku-4-5	ncbi	1	yes	gpi_anchored	high	1976	287	0	0	0	0.003411	3.9670179589884356	Q8N158	HGNC:4450	221914	ENSG00000213420	yes	gpi_anchored_positive	1
GPC3	claude-haiku-4-5	ncbi	1	yes	gpi_anchored	high	2072	271	0	0	0	0.003427	3.042185791011434	P51654	HGNC:4451	2719	ENSG00000147257	yes	gpi_anchored_positive	1
GPNMB	claude-haiku-4-5	ncbi	1	yes	classical_surface_receptor	high	2040	253	0	0	0	0.003305	3.084265040990431	Q14956	HGNC:4462	10457	ENSG00000136235	yes	disagreement_rich_positive	1
GPRC5D	claude-haiku-4-5	ncbi	1	yes	multipass_with_exposed_loops	high	1967	253	0	0	0	0.003232	2.9075732499477454	Q9NZD1	HGNC:13310	55507	ENSG00000111291	yes	disagreement_rich_positive	1
GRM4	claude-haiku-4-5	ncbi	1	yes	multipass_with_exposed_loops	high	2071	275	0	0	0	0.003446	3.0981004589702934	Q14833	HGNC:4596	2914	ENSG00000124493	yes	gpcr_extracellular_pocket	1
GUCY2C	claude-haiku-4-5	ncbi	1	yes	classical_surface_receptor	high	2050	243	0	0	0	0.003265	2.911818458000198	P25092	HGNC:4688	2984	ENSG00000070019	yes	disagreement_rich_positive	1
GYPA	claude-haiku-4-5	ncbi	1	yes	classical_surface_receptor	high	2126	235	0	0	0	0.003301	2.898849208955653	P02724	HGNC:4702	2993	ENSG00000170180	yes	disagreement_rich_positive	1
HCK	claude-haiku-4-5	ncbi	1	no	cytoplasmic	high	2085	467	0	0	0	0.00442	6.2421487919637	P08631	HGNC:4840	3055	ENSG00000101336	no	wrong_side_negative	1
HDAC6	claude-haiku-4-5	ncbi	1	no	cytoplasmic	high	2091	249	0	0	0	0.003336	3.133733624999877	Q9UBN7	HGNC:14064	10013	ENSG00000094631	no	approved_drug_intracellular_negative	1
HMGB1	claude-haiku-4-5	ncbi	1	contextual	cell_state_induced	high	2033	292	0	0	0	0.003493	3.5431525420281105	P09429	HGNC:4983	3146	ENSG00000189403	no	nuclear_negative	0
HNRNPK	claude-haiku-4-5	ncbi	1	no	cytoplasmic	high	2086	372	0	0	0	0.003946	5.628653540974483	P61978	HGNC:5044	3190	ENSG00000165119	no	nuclear_negative	1
HRH2	claude-haiku-4-5	ncbi	1	yes	multipass_with_exposed_loops	high	2052	247	0	0	0	0.003287	2.924284709035419	P25021	HGNC:5183	3274	ENSG00000113749	yes	gpcr_extracellular_pocket	1
HSPA1A	claude-haiku-4-5	ncbi	1	contextual	cell_state_induced	medium	2110	393	0	0	0	0.004075	5.5554601670010015	P0DMV8	HGNC:5232	3303	ENSG00000204389	contextual	induced_borderline	1
HSPA5	claude-haiku-4-5	ncbi	1	no	endomembrane_resident	high	2087	273	0	0	0	0.003452	3.475670124986209	P11021	HGNC:5238	3309	ENSG00000044574	contextual	induced_borderline	0
HSPD1	claude-haiku-4-5	ncbi	1	no	cytoplasmic	high	2075	353	0	0	0	0.00384	5.767451082996558	P10809	HGNC:5261	3329	ENSG00000144381	contextual	dual_localization_borderline	0
HTR2C	claude-haiku-4-5	ncbi	1	yes	multipass_with_exposed_loops	high	2090	260	0	0	0	0.00339	3.327257708006073	P28335	HGNC:5295	3358	ENSG00000147246	yes	gpcr_extracellular_pocket	1
IGF1	claude-haiku-4-5	ncbi	1	secreted_only	secreted_only	high	2028	235	0	0	0	0.003203	2.8451906670234166	P05019	HGNC:5464	3479	ENSG00000017427	no	secreted_negative	0
IKBKB	claude-haiku-4-5	ncbi	1	no	cytoplasmic	high	2050	266	0	0	0	0.00338	3.578136625001207	O14920	HGNC:5960	3551	ENSG00000104365	no	approved_drug_intracellular_negative	1
IL6	claude-haiku-4-5	ncbi	1	no	secreted_only	high	2068	285	0	0	0	0.003493	3.4411085000028834	P05231	HGNC:6018	3569	ENSG00000136244	no	secreted_negative	1
ITPR1	claude-haiku-4-5	ncbi	1	no	endomembrane_resident	high	2094	365	0	0	0	0.003919	4.631769291998353	Q14643	HGNC:6180	3708	ENSG00000150995	no	wrong_compartment_negative	1
ITPR3	claude-haiku-4-5	ncbi	1	no	endomembrane_resident	high	2090	336	0	0	0	0.00377	4.186156000010669	Q14573	HGNC:6182	3710	ENSG00000096433	no	wrong_compartment_negative	1
IZUMO1	claude-haiku-4-5	ncbi	1	contextual	tissue_restricted_surface	high	2011	243	0	0	0	0.003226	3.688701541046612	Q8IYV9	HGNC:28539	284359	ENSG00000182264	contextual	induced_borderline	1
IZUMO4	claude-haiku-4-5	ncbi	1	no	nuclear	medium	1934	401	0	0	0	0.003939	5.6843694589915685	Q1ZYL8	HGNC:26950	113177	ENSG00000099840	contextual	induced_borderline	0
JAK1	claude-haiku-4-5	ncbi	1	no	cytoplasmic	high	2063	335	0	0	0	0.003738	4.479138750000857	P23458	HGNC:6190	3716	ENSG00000162434	no	approved_drug_intracellular_negative	1
JAK2	claude-haiku-4-5	ncbi	1	no	cytoplasmic	high	2078	368	0	0	0	0.003918	5.2171306249802	O60674	HGNC:6192	3717	ENSG00000096968	no	approved_drug_intracellular_negative	1
JAK3	claude-haiku-4-5	ncbi	1	no	cytoplasmic	high	2041	368	0	0	0	0.003881	5.24624137498904	P52333	HGNC:6193	3718	ENSG00000105639	no	approved_drug_intracellular_negative	1
KLK2	claude-haiku-4-5	ncbi	1	contextual	other	medium	2056	465	0	0	0	0.004381	5.774788209004328	P20151	HGNC:6363	3817	ENSG00000167751	contextual	disagreement_rich_positive	1
KRAS	claude-haiku-4-5	ncbi	1	no	cytoplasmic	high	2152	368	0	0	0	0.003992	4.570268667011987	P01116	HGNC:6407	3845	ENSG00000133703	no	wrong_side_negative	1
LAMP1	claude-haiku-4-5	ncbi	1	contextual	lysosomal_exocytosis	high	1980	334	0	0	0	0.00365	4.156146958004683	P11279	HGNC:6499	3916	ENSG00000185896	contextual	induced_borderline	1
LAMP2	claude-haiku-4-5	ncbi	1	contextual	lysosomal_exocytosis	high	2025	320	0	0	0	0.003625	4.084110166004393	P13473	HGNC:6501	3920	ENSG00000005893	contextual	induced_borderline	1
LAMP3	claude-haiku-4-5	ncbi	1	contextual	cell_state_induced	high	2070	259	0	0	0	0.003365	3.122603500029072	Q9UQV4	HGNC:14582	27074	ENSG00000078081	contextual	lysosomal_exocytosis_borderline	1
LGR5	claude-haiku-4-5	ncbi	1	yes	multipass_with_exposed_loops	high	2050	235	0	0	0	0.003225	3.541421709000133	O75473	HGNC:4504	8549	ENSG00000139292	yes	disagreement_rich_positive	1
LRRC32	claude-haiku-4-5	ncbi	1	yes	classical_surface_receptor	high	1972	246	0	0	0	0.003202	3.03886708302889	Q14392	HGNC:4161	2615	ENSG00000137507	yes	disagreement_rich_positive	1
LRRK2	claude-haiku-4-5	ncbi	1	no	cytoplasmic	high	2090	320	0	0	0	0.00369	3.936876541993115	Q5S007	HGNC:18618	120892	ENSG00000188906	no	approved_drug_intracellular_negative	1
LY6K	claude-haiku-4-5	ncbi	1	contextual	tissue_restricted_surface	medium	2009	373	0	0	0	0.003874	4.976080542022828	Q17RY6	HGNC:24225	54742	ENSG00000160886	contextual	gpi_anchored_positive	1
LYN	claude-haiku-4-5	ncbi	1	contextual	cell_state_induced	medium	2005	381	0	0	0	0.00391	5.344985500036273	P07948	HGNC:6735	4067	ENSG00000254087	contextual	wrong_side_borderline	1
LYPD1	claude-haiku-4-5	ncbi	1	yes	gpi_anchored	medium	2019	303	0	0	0	0.003534	3.1669185829814523	Q8N2G4	HGNC:28431	116372	ENSG00000150551	yes	gpi_anchored_positive	1
LYPD3	claude-haiku-4-5	ncbi	1	contextual	other	low	1963	354	0	0	0	0.003733	4.671626916038804	O95274	HGNC:24880	27076	ENSG00000124466	yes	gpi_anchored_positive	1
MAP2K1	claude-haiku-4-5	ncbi	1	no	cytoplasmic	high	2067	329	0	0	0	0.003712	5.017073875002097	Q02750	HGNC:6840	5604	ENSG00000169032	no	approved_drug_intracellular_negative	1
MAP2K2	claude-haiku-4-5	ncbi	1	no	cytoplasmic	high	2082	336	0	0	0	0.003762	3.9042964999680407	P36507	HGNC:6842	5605	ENSG00000126934	no	approved_drug_intracellular_negative	1
MC1R	claude-haiku-4-5	ncbi	1	yes	multipass_with_exposed_loops	high	2056	226	0	0	0	0.003186	2.7037532080430537	Q01726	HGNC:6929	4157	ENSG00000258839	yes	gpcr_extracellular_pocket	1
MSLN	claude-haiku-4-5	ncbi	1	yes	gpi_anchored	high	2054	258	0	0	0	0.003344	2.6575374160311185	Q13421	HGNC:7371	10232	ENSG00000102854	yes	gpi_anchored_positive	1
MUC1	claude-haiku-4-5	ncbi	1	yes	classical_surface_receptor	high	2134	249	0	0	0	0.003379	2.9151358339586295	P15941	HGNC:7508	4582	ENSG00000185499	yes	disagreement_rich_positive	1
MUC16	claude-haiku-4-5	ncbi	1	yes	classical_surface_receptor	high	2059	276	0	0	0	0.003439	3.364309999975376	Q8WXI7	HGNC:15582	94025	ENSG00000181143	yes	disagreement_rich_positive	1
NECTIN4	claude-haiku-4-5	ncbi	1	yes	classical_surface_receptor	high	2103	267	0	0	0	0.003438	3.95627099997364	Q96NY8	HGNC:19688	81607	ENSG00000143217	yes	validated_positive	1
NPY5R	claude-haiku-4-5	ncbi	1	contextual	tissue_restricted_surface	medium	2034	417	0	0	0	0.004119	5.10214570799144	Q15761	HGNC:7958	4889	ENSG00000164129	yes	gpcr_extracellular_pocket	1
NRAS	claude-haiku-4-5	ncbi	1	contextual	other	medium	2096	497	0	0	0	0.004581	6.79539487499278	P01111	HGNC:7989	4893	ENSG00000213281	no	wrong_side_negative	0
NRROS	claude-haiku-4-5	ncbi	1	contextual	other	medium	2003	375	0	0	0	0.003878	5.060024874983355	Q86YC3	HGNC:24613	375387	ENSG00000174004	yes	disagreement_rich_positive	1
NUP210	claude-haiku-4-5	ncbi	1	no	nuclear_envelope	high	2037	321	0	0	0	0.003642	3.857936875021551	Q8TEM1	HGNC:30052	23225	ENSG00000132182	no	wrong_compartment_negative	1
OR1A1	claude-haiku-4-5	ncbi	1	yes	multipass_with_exposed_loops	high	2060	252	0	0	0	0.00332	3.4558365420089103	Q9P1Q5	HGNC:8179	8383	ENSG00000172146	yes	disagreement_rich_positive	1
PMEL	claude-haiku-4-5	ncbi	1	contextual	tissue_restricted_surface	high	2074	344	0	0	0	0.003794	4.718407250009477	P40967	HGNC:10880	6490	ENSG00000185664	contextual	dual_localization_borderline	1
PRAME	claude-haiku-4-5	ncbi	1	no	pmhc_only_intracellular	high	2006	385	0	0	0	0.003931	4.481519042048603	P78395	HGNC:9336	23532	ENSG00000185686	no	pmhc_only_negative	1
PRNP	claude-haiku-4-5	ncbi	1	yes	gpi_anchored	high	2105	225	0	0	0	0.00323	2.855568624974694	P04156	HGNC:9449	5621	ENSG00000171867	yes	gpi_anchored_positive	1
