gene_symbol	model	prompt_variant	replicate	predicted_verdict	predicted_reason	predicted_confidence	prompt_tokens	completion_tokens	cache_creation_tokens	cache_read_tokens	n_web_searches	cost_usd	latency_s	uniprot_acc	hgnc_id	ncbi_gene_id	ensembl_gene	ground_truth_verdict	ground_truth_class	is_match	uniprot_surface_flag	go_surface_flag	surfy_surface_flag	cspa_surface_flag	hpa_surface_flag	n_db_votes	has_deep_dive
EFNA4	claude-haiku-4-5	naive	2	yes	gpi_anchored	high	1725	220	0	0	0	0.002825	3.508161375008058	P52798	HGNC:3224	1945	ENSG00000243364	yes	disagreement_rich_positive	1	0	0	1	1	0	2	0
EFNA4	claude-haiku-4-5	naive	3	yes	gpi_anchored	high	1746	169	0	0	0	0.002591	4.590144584013615	P52798	HGNC:3224	1945	ENSG00000243364	yes	disagreement_rich_positive	1	0	0	1	1	0	2	0
EPCAM	claude-haiku-4-5	naive	1	yes	classical_surface_receptor	high	1725	328	0	0	0	0.003365	4.109859166957904	P16422	HGNC:11529	4072	ENSG00000119888	yes	disagreement_rich_positive	1	1	1	1	1	1	5	0
EPCAM	claude-haiku-4-5	naive	2	yes	classical_surface_receptor	high	1725	265	0	0	0	0.00305	2.720187166996766	P16422	HGNC:11529	4072	ENSG00000119888	yes	disagreement_rich_positive	1	1	1	1	1	1	5	0
EPCAM	claude-haiku-4-5	naive	3	yes	classical_surface_receptor	high	1725	270	0	0	0	0.003075	3.218043625005521	P16422	HGNC:11529	4072	ENSG00000119888	yes	disagreement_rich_positive	1	1	1	1	1	1	5	0
EPHB4	claude-haiku-4-5	naive	1	yes	classical_surface_receptor	high	1725	689	0	0	0	0.00517	7.013328917033505	P54760	HGNC:3395	2050	ENSG00000196411	yes	disagreement_rich_positive	1	1	0	1	1	0	3	0
EPHB4	claude-haiku-4-5	naive	2	yes	classical_surface_receptor	high	1725	202	0	0	0	0.002735	2.256323167006485	P54760	HGNC:3395	2050	ENSG00000196411	yes	disagreement_rich_positive	1	1	0	1	1	0	3	0
EPHB4	claude-haiku-4-5	naive	3	yes	classical_surface_receptor	high	1746	220	0	0	0	0.002846	2.4735802080249414	P54760	HGNC:3395	2050	ENSG00000196411	yes	disagreement_rich_positive	1	1	0	1	1	0	3	0
EREG	claude-haiku-4-5	naive	1	contextual	dual_localization	medium	1724	386	0	0	0	0.003654	4.729528709023725	O14944	HGNC:3443	2069	ENSG00000124882	contextual	disagreement_rich_positive	1	1	0	1	0	0	2	0
EREG	claude-haiku-4-5	naive	2	yes	classical_surface_receptor	high	1724	827	0	0	0	0.005859	7.627908208989538	O14944	HGNC:3443	2069	ENSG00000124882	contextual	disagreement_rich_positive	1	1	0	1	0	0	2	0
EREG	claude-haiku-4-5	naive	3	contextual	dual_localization	medium	1745	453	0	0	0	0.00401	5.764653209014796	O14944	HGNC:3443	2069	ENSG00000124882	contextual	disagreement_rich_positive	1	1	0	1	0	0	2	0
F2	claude-haiku-4-5	naive	1	contextual	cell_state_induced	high	1723	325	0	0	0	0.003348	6.734880167001393	P00734	HGNC:3535	2147	ENSG00000180210	no	secreted_negative	0	0	1	0	1	0	2	0
F2	claude-haiku-4-5	naive	2	no	secreted_only	high	1723	876	0	0	0	0.006103	8.888698249997105	P00734	HGNC:3535	2147	ENSG00000180210	no	secreted_negative	1	0	1	0	1	0	2	0
F2	claude-haiku-4-5	naive	3	no	secreted_only	high	1723	1099	0	0	0	0.007218	12.757742749992758	P00734	HGNC:3535	2147	ENSG00000180210	no	secreted_negative	1	0	1	0	1	0	2	0
FLT3	claude-haiku-4-5	naive	1	yes	classical_surface_receptor	high	1725	226	0	0	0	0.002855	2.2391499580116943	P36888	HGNC:3765	2322	ENSG00000122025	yes	disagreement_rich_positive	1	1	0	1	1	0	3	0
FLT3	claude-haiku-4-5	naive	2	yes	classical_surface_receptor	high	1725	675	0	0	0	0.0051	6.539920167007949	P36888	HGNC:3765	2322	ENSG00000122025	yes	disagreement_rich_positive	1	1	0	1	1	0	3	0
FLT3	claude-haiku-4-5	naive	3	yes	classical_surface_receptor	high	1746	291	0	0	0	0.003201	3.2038373749819584	P36888	HGNC:3765	2322	ENSG00000122025	yes	disagreement_rich_positive	1	1	0	1	1	0	3	0
FN1	claude-haiku-4-5	naive	1	contextual	stable_surface_attachment	high	1724	370	0	0	0	0.003574	4.607349375030026	P02751	HGNC:3778	2335	ENSG00000115414	contextual	secreted_negative	1	0	0	0	1	0	1	1
FN1	claude-haiku-4-5	naive	2	contextual	dual_localization	medium	1724	388	0	0	0	0.003664	4.349873083003331	P02751	HGNC:3778	2335	ENSG00000115414	contextual	secreted_negative	1	0	0	0	1	0	1	1
FN1	claude-haiku-4-5	naive	3	contextual	dual_localization	medium	1724	483	0	0	0	0.004139	5.539460833009798	P02751	HGNC:3778	2335	ENSG00000115414	contextual	secreted_negative	1	0	0	0	1	0	1	1
FOLH1	claude-haiku-4-5	naive	1	yes	classical_surface_receptor	high	1725	233	0	0	0	0.00289	2.560770499985665	Q04609	HGNC:3788	2346	ENSG00000086205	yes	validated_positive	1	1	1	1	0	0	3	0
FOLH1	claude-haiku-4-5	naive	2	yes	classical_surface_receptor	high	1725	812	0	0	0	0.005785	8.276719042041805	Q04609	HGNC:3788	2346	ENSG00000086205	yes	validated_positive	1	1	1	1	0	0	3	0
FOLH1	claude-haiku-4-5	naive	3	yes	classical_surface_receptor	high	1725	747	0	0	0	0.00546	7.770809833949897	Q04609	HGNC:3788	2346	ENSG00000086205	yes	validated_positive	1	1	1	1	0	0	3	0
FOLR1	claude-haiku-4-5	naive	1	yes	gpi_anchored	high	1725	699	0	0	0	0.00522	7.5189003749983385	P15328	HGNC:3791	2348	ENSG00000110195	yes	validated_positive	1	1	1	1	1	0	4	0
FOLR1	claude-haiku-4-5	naive	2	yes	gpi_anchored	high	1725	244	0	0	0	0.002945	3.9695656250114553	P15328	HGNC:3791	2348	ENSG00000110195	yes	validated_positive	1	1	1	1	1	0	4	0
FOLR1	claude-haiku-4-5	naive	3	yes	gpi_anchored	high	1746	209	0	0	0	0.002791	2.650078750040848	P15328	HGNC:3791	2348	ENSG00000110195	yes	validated_positive	1	1	1	1	1	0	4	0
FZD10	claude-haiku-4-5	naive	1	yes	multipass_with_exposed_loops	high	1725	752	0	0	0	0.005485	7.253872167028021	Q9ULW2	HGNC:4039	11211	ENSG00000111432	yes	disagreement_rich_positive	1	1	1	1	0	0	3	0
FZD10	claude-haiku-4-5	naive	2	yes	multipass_with_exposed_loops	high	1725	229	0	0	0	0.00287	3.3595543749979697	Q9ULW2	HGNC:4039	11211	ENSG00000111432	yes	disagreement_rich_positive	1	1	1	1	0	0	3	0
FZD10	claude-haiku-4-5	naive	3	yes	multipass_with_exposed_loops	high	1746	638	0	0	0	0.004936	7.1739008750300854	Q9ULW2	HGNC:4039	11211	ENSG00000111432	yes	disagreement_rich_positive	1	1	1	1	0	0	3	0
FZD7	claude-haiku-4-5	naive	1	yes	multipass_with_exposed_loops	high	1725	700	0	0	0	0.005225	7.336471416987479	O75084	HGNC:4045	8324	ENSG00000155760	yes	disagreement_rich_positive	1	1	0	1	0	0	2	0
FZD7	claude-haiku-4-5	naive	2	contextual	cell_state_induced	medium	1725	424	0	0	0	0.003845	5.5336504159495234	O75084	HGNC:4045	8324	ENSG00000155760	yes	disagreement_rich_positive	1	1	0	1	0	0	2	0
FZD7	claude-haiku-4-5	naive	3	yes	multipass_with_exposed_loops	high	1746	267	0	0	0	0.003081	3.069665624992922	O75084	HGNC:4045	8324	ENSG00000155760	yes	disagreement_rich_positive	1	1	0	1	0	0	2	0
GALNT1	claude-haiku-4-5	naive	1	no	endomembrane_resident	high	1725	721	0	0	0	0.00533	6.99617037497228	Q10472	HGNC:4123	2589	ENSG00000141429	no	wrong_compartment_negative	1	0	0	0	1	0	1	0
GALNT1	claude-haiku-4-5	naive	2	no	endomembrane_resident	high	1725	802	0	0	0	0.005735	8.107318124966696	Q10472	HGNC:4123	2589	ENSG00000141429	no	wrong_compartment_negative	1	0	0	0	1	0	1	0
GALNT1	claude-haiku-4-5	naive	3	no	endomembrane_resident	high	1746	729	0	0	0	0.005391	7.458639124990441	Q10472	HGNC:4123	2589	ENSG00000141429	no	wrong_compartment_negative	1	0	0	0	1	0	1	0
GCGR	claude-haiku-4-5	naive	1	yes	classical_surface_receptor	high	1725	683	0	0	0	0.00514	6.668785415997263	P47871	HGNC:4192	2642	ENSG00000215644	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
GCGR	claude-haiku-4-5	naive	2	yes	multipass_with_exposed_loops	high	1725	267	0	0	0	0.00306	3.2363357089925557	P47871	HGNC:4192	2642	ENSG00000215644	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
GCGR	claude-haiku-4-5	naive	3	yes	classical_surface_receptor	high	1746	656	0	0	0	0.005026	6.679003499972168	P47871	HGNC:4192	2642	ENSG00000215644	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
GFRA1	claude-haiku-4-5	naive	1	yes	gpi_anchored	high	1726	651	0	0	0	0.004981	6.647881166019943	P56159	HGNC:4243	2674	ENSG00000151892	yes	disagreement_rich_positive	1	0	1	1	1	0	3	0
GFRA1	claude-haiku-4-5	naive	2	yes	gpi_anchored	high	1726	700	0	0	0	0.005226	7.852310333983041	P56159	HGNC:4243	2674	ENSG00000151892	yes	disagreement_rich_positive	1	0	1	1	1	0	3	0
GFRA1	claude-haiku-4-5	naive	3	yes	gpi_anchored	high	1747	608	0	0	0	0.004787	5.935916415997781	P56159	HGNC:4243	2674	ENSG00000151892	yes	disagreement_rich_positive	1	0	1	1	1	0	3	0
GIPR	claude-haiku-4-5	naive	1	yes	multipass_with_exposed_loops	high	1724	1049	0	0	0	0.006969	10.316483000002336	P48546	HGNC:4271	2696	ENSG00000010310	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
GIPR	claude-haiku-4-5	naive	2	yes	multipass_with_exposed_loops	high	1724	610	0	0	0	0.004774	6.244017333025113	P48546	HGNC:4271	2696	ENSG00000010310	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
GIPR	claude-haiku-4-5	naive	3	yes	multipass_with_exposed_loops	high	1745	296	0	0	0	0.003225	3.3603110830299556	P48546	HGNC:4271	2696	ENSG00000010310	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
GNAQ	claude-haiku-4-5	naive	1	no	inner_leaflet_anchored	high	1724	799	0	0	0	0.005719	8.187862541002687	P50148	HGNC:4390	2776	ENSG00000156052	no	wrong_side_negative	1	0	1	0	0	1	2	0
GNAQ	claude-haiku-4-5	naive	2	no	inner_leaflet_anchored	high	1724	846	0	0	0	0.005954	9.450776208017487	P50148	HGNC:4390	2776	ENSG00000156052	no	wrong_side_negative	1	0	1	0	0	1	2	0
GNAQ	claude-haiku-4-5	naive	3	no	cytoplasmic	high	1745	359	0	0	0	0.00354	4.4112108330009505	P50148	HGNC:4390	2776	ENSG00000156052	no	wrong_side_negative	1	0	1	0	0	1	2	0
GNB1	claude-haiku-4-5	naive	1	no	inner_leaflet_anchored	high	1725	950	0	0	0	0.006475	9.390034333977383	P62873	HGNC:4396	2782	ENSG00000078369	no	wrong_side_negative	1	0	1	0	0	1	2	0
GNB1	claude-haiku-4-5	naive	2	no	cytoplasmic	high	1725	946	0	0	0	0.006455	9.300010541977827	P62873	HGNC:4396	2782	ENSG00000078369	no	wrong_side_negative	1	0	1	0	0	1	2	0
GNB1	claude-haiku-4-5	naive	3	no	inner_leaflet_anchored	high	1746	725	0	0	0	0.005371	6.922322624945082	P62873	HGNC:4396	2782	ENSG00000078369	no	wrong_side_negative	1	0	1	0	0	1	2	0
GPBAR1	claude-haiku-4-5	naive	1	yes	multipass_with_exposed_loops	high	1725	227	0	0	0	0.00286	2.600854291988071	Q8TDU6	HGNC:19680	151306	ENSG00000179921	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
GPBAR1	claude-haiku-4-5	naive	2	yes	multipass_with_exposed_loops	high	1725	209	0	0	0	0.00277	2.6595170829677954	Q8TDU6	HGNC:19680	151306	ENSG00000179921	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
GPBAR1	claude-haiku-4-5	naive	3	yes	classical_surface_receptor	high	1746	210	0	0	0	0.002796	2.467540083976928	Q8TDU6	HGNC:19680	151306	ENSG00000179921	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
GPC2	claude-haiku-4-5	naive	1	yes	gpi_anchored	high	1724	951	0	0	0	0.006479	9.138923083955888	Q8N158	HGNC:4450	221914	ENSG00000213420	yes	gpi_anchored_positive	1	0	1	1	0	0	2	0
GPC2	claude-haiku-4-5	naive	2	yes	gpi_anchored	high	1724	810	0	0	0	0.005774	8.887045165989548	Q8N158	HGNC:4450	221914	ENSG00000213420	yes	gpi_anchored_positive	1	0	1	1	0	0	2	0
GPC2	claude-haiku-4-5	naive	3	yes	gpi_anchored	high	1724	224	0	0	0	0.002844	2.9127733750501648	Q8N158	HGNC:4450	221914	ENSG00000213420	yes	gpi_anchored_positive	1	0	1	1	0	0	2	0
GPC3	claude-haiku-4-5	naive	1	contextual	cell_state_induced	high	1724	280	0	0	0	0.003124	3.601945542031899	P51654	HGNC:4451	2719	ENSG00000147257	yes	gpi_anchored_positive	1	0	1	1	0	1	3	0
GPC3	claude-haiku-4-5	naive	2	yes	gpi_anchored	high	1724	236	0	0	0	0.002904	2.532841958978679	P51654	HGNC:4451	2719	ENSG00000147257	yes	gpi_anchored_positive	1	0	1	1	0	1	3	0
GPC3	claude-haiku-4-5	naive	3	contextual	tissue_restricted_surface	high	1724	240	0	0	0	0.002924	3.049401458003558	P51654	HGNC:4451	2719	ENSG00000147257	yes	gpi_anchored_positive	1	0	1	1	0	1	3	0
GPNMB	claude-haiku-4-5	naive	1	contextual	lysosomal_exocytosis	high	1726	768	0	0	0	0.005566	8.28958604199579	Q14956	HGNC:4462	10457	ENSG00000136235	yes	disagreement_rich_positive	1	1	0	1	1	0	3	0
GPNMB	claude-haiku-4-5	naive	2	contextual	lysosomal_exocytosis	high	1726	661	0	0	0	0.005031	7.30148816696601	Q14956	HGNC:4462	10457	ENSG00000136235	yes	disagreement_rich_positive	1	1	0	1	1	0	3	0
GPNMB	claude-haiku-4-5	naive	3	yes	classical_surface_receptor	high	1747	283	0	0	0	0.003162	3.2688618340180255	Q14956	HGNC:4462	10457	ENSG00000136235	yes	disagreement_rich_positive	1	1	0	1	1	0	3	0
GPRC5D	claude-haiku-4-5	naive	1	yes	multipass_with_exposed_loops	high	1726	594	0	0	0	0.004696	5.075638250040356	Q9NZD1	HGNC:13310	55507	ENSG00000111291	yes	disagreement_rich_positive	1	1	0	1	0	0	2	0
GPRC5D	claude-haiku-4-5	naive	2	yes	multipass_with_exposed_loops	high	1726	817	0	0	0	0.005811	8.638005250017159	Q9NZD1	HGNC:13310	55507	ENSG00000111291	yes	disagreement_rich_positive	1	1	0	1	0	0	2	0
GPRC5D	claude-haiku-4-5	naive	3	yes	multipass_with_exposed_loops	high	1747	258	0	0	0	0.003037	3.1299289999878965	Q9NZD1	HGNC:13310	55507	ENSG00000111291	yes	disagreement_rich_positive	1	1	0	1	0	0	2	0
GRM4	claude-haiku-4-5	naive	1	contextual	tissue_restricted_surface	medium	1724	315	0	0	0	0.003299	4.39826924999943	Q14833	HGNC:4596	2914	ENSG00000124493	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
GRM4	claude-haiku-4-5	naive	2	no	endomembrane_resident	high	1724	380	0	0	0	0.003624	5.010766250023153	Q14833	HGNC:4596	2914	ENSG00000124493	yes	gpcr_extracellular_pocket	0	1	0	1	0	0	2	0
GRM4	claude-haiku-4-5	naive	3	no	other	medium	1724	531	0	0	0	0.004379	6.385000584006775	Q14833	HGNC:4596	2914	ENSG00000124493	yes	gpcr_extracellular_pocket	0	1	0	1	0	0	2	0
GUCY2C	claude-haiku-4-5	naive	1	yes	classical_surface_receptor	high	1726	224	0	0	0	0.002846	2.5843212920008227	P25092	HGNC:4688	2984	ENSG00000070019	yes	disagreement_rich_positive	1	1	0	1	0	0	2	0
GUCY2C	claude-haiku-4-5	naive	2	yes	classical_surface_receptor	high	1726	637	0	0	0	0.004911	6.285232916998211	P25092	HGNC:4688	2984	ENSG00000070019	yes	disagreement_rich_positive	1	1	0	1	0	0	2	0
GUCY2C	claude-haiku-4-5	naive	3	yes	classical_surface_receptor	high	1747	790	0	0	0	0.005697	9.15412883402314	P25092	HGNC:4688	2984	ENSG00000070019	yes	disagreement_rich_positive	1	1	0	1	0	0	2	0
GYPA	claude-haiku-4-5	naive	1	yes	classical_surface_receptor	high	1724	630	0	0	0	0.004874	7.147473499993794	P02724	HGNC:4702	2993	ENSG00000170180	yes	disagreement_rich_positive	1	1	0	1	0	1	3	0
GYPA	claude-haiku-4-5	naive	2	yes	classical_surface_receptor	high	1724	650	0	0	0	0.004974	7.3365036670002155	P02724	HGNC:4702	2993	ENSG00000170180	yes	disagreement_rich_positive	1	1	0	1	0	1	3	0
GYPA	claude-haiku-4-5	naive	3	yes	classical_surface_receptor	high	1724	214	0	0	0	0.002794	2.7008363750064746	P02724	HGNC:4702	2993	ENSG00000170180	yes	disagreement_rich_positive	1	1	0	1	0	1	3	0
HCK	claude-haiku-4-5	naive	1	no	inner_leaflet_anchored	high	1724	281	0	0	0	0.003129	3.417000499961432	P08631	HGNC:4840	3055	ENSG00000101336	no	wrong_side_negative	1	0	1	0	0	1	2	0
HCK	claude-haiku-4-5	naive	2	no	inner_leaflet_anchored	high	1724	955	0	0	0	0.006499	9.561707499960903	P08631	HGNC:4840	3055	ENSG00000101336	no	wrong_side_negative	1	0	1	0	0	1	2	0
HCK	claude-haiku-4-5	naive	3	no	inner_leaflet_anchored	high	1745	426	0	0	0	0.003875	4.936921166954562	P08631	HGNC:4840	3055	ENSG00000101336	no	wrong_side_negative	1	0	1	0	0	1	2	0
HDAC6	claude-haiku-4-5	naive	1	no	cytoplasmic	high	1725	719	0	0	0	0.00532	6.684397041972261	Q9UBN7	HGNC:14064	10013	ENSG00000094631	no	approved_drug_intracellular_negative	1	0	1	0	0	0	1	0
HDAC6	claude-haiku-4-5	naive	2	no	cytoplasmic	high	1725	259	0	0	0	0.00302	4.723684584023431	Q9UBN7	HGNC:14064	10013	ENSG00000094631	no	approved_drug_intracellular_negative	1	0	1	0	0	0	1	0
HDAC6	claude-haiku-4-5	naive	3	no	cytoplasmic	high	1746	297	0	0	0	0.003231	3.498099207994528	Q9UBN7	HGNC:14064	10013	ENSG00000094631	no	approved_drug_intracellular_negative	1	0	1	0	0	0	1	0
HMGB1	claude-haiku-4-5	naive	1	no	secreted_only	high	1726	904	0	0	0	0.006246	10.093985999992583	P09429	HGNC:4983	3146	ENSG00000189403	no	nuclear_negative	1	0	1	0	0	0	1	1
HMGB1	claude-haiku-4-5	naive	2	contextual	cell_state_induced	high	1726	282	0	0	0	0.003136	3.3641990840551443	P09429	HGNC:4983	3146	ENSG00000189403	no	nuclear_negative	0	0	1	0	0	0	1	1
HMGB1	claude-haiku-4-5	naive	3	contextual	cell_state_induced	high	1726	288	0	0	0	0.003166	4.551097917021252	P09429	HGNC:4983	3146	ENSG00000189403	no	nuclear_negative	0	0	1	0	0	0	1	1
HNRNPK	claude-haiku-4-5	naive	1	no	cytoplasmic	high	1727	787	0	0	0	0.005662	8.910500375030097	P61978	HGNC:5044	3190	ENSG00000165119	no	nuclear_negative	1	0	0	0	1	0	1	0
HNRNPK	claude-haiku-4-5	naive	2	no	cytoplasmic	high	1727	275	0	0	0	0.003102	3.6695751669467427	P61978	HGNC:5044	3190	ENSG00000165119	no	nuclear_negative	1	0	0	0	1	0	1	0
HNRNPK	claude-haiku-4-5	naive	3	no	nuclear	high	1727	756	0	0	0	0.005507	7.773545250005554	P61978	HGNC:5044	3190	ENSG00000165119	no	nuclear_negative	1	0	0	0	1	0	1	0
HRH2	claude-haiku-4-5	naive	1	yes	multipass_with_exposed_loops	high	1725	724	0	0	0	0.005345	7.131544583011419	P25021	HGNC:5183	3274	ENSG00000113749	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
HRH2	claude-haiku-4-5	naive	2	yes	multipass_with_exposed_loops	high	1725	237	0	0	0	0.00291	2.631393207993824	P25021	HGNC:5183	3274	ENSG00000113749	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
HRH2	claude-haiku-4-5	naive	3	yes	classical_surface_receptor	high	1746	687	0	0	0	0.005181	6.886339416960254	P25021	HGNC:5183	3274	ENSG00000113749	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
HSPA1A	claude-haiku-4-5	naive	1	no	cytoplasmic	high	1726	401	0	0	0	0.003731	8.158870749990456	P0DMV8	HGNC:5232	3303	ENSG00000204389	contextual	induced_borderline	0	0	0	0	0	0	0	0
HSPA1A	claude-haiku-4-5	naive	2	contextual	cell_state_induced	high	1726	824	0	0	0	0.005846	8.704350333020557	P0DMV8	HGNC:5232	3303	ENSG00000204389	contextual	induced_borderline	1	0	0	0	0	0	0	0
HSPA1A	claude-haiku-4-5	naive	3	contextual	cell_state_induced	high	1726	749	0	0	0	0.005471	7.794574208033737	P0DMV8	HGNC:5232	3303	ENSG00000204389	contextual	induced_borderline	1	0	0	0	0	0	0	0
HSPA5	claude-haiku-4-5	naive	1	contextual	cell_state_induced	high	1725	368	0	0	0	0.003565	4.29843433300266	P11021	HGNC:5238	3309	ENSG00000044574	contextual	induced_borderline	1	1	0	0	0	0	1	1
HSPA5	claude-haiku-4-5	naive	2	contextual	cell_state_induced	high	1725	817	0	0	0	0.00581	8.225198417028878	P11021	HGNC:5238	3309	ENSG00000044574	contextual	induced_borderline	1	1	0	0	0	0	1	1
HSPA5	claude-haiku-4-5	naive	3	no	endomembrane_resident	high	1746	788	0	0	0	0.005686	8.436647541995626	P11021	HGNC:5238	3309	ENSG00000044574	contextual	induced_borderline	0	1	0	0	0	0	1	1
HSPD1	claude-haiku-4-5	naive	1	no	mitochondrial_internal	high	1726	322	0	0	0	0.003336	4.409171875042375	P10809	HGNC:5261	3329	ENSG00000144381	contextual	dual_localization_borderline	0	0	1	0	0	0	1	0
HSPD1	claude-haiku-4-5	naive	2	no	mitochondrial_internal	high	1726	329	0	0	0	0.003371	4.092690874997061	P10809	HGNC:5261	3329	ENSG00000144381	contextual	dual_localization_borderline	0	0	1	0	0	0	1	0
HSPD1	claude-haiku-4-5	naive	3	no	mitochondrial_internal	high	1726	829	0	0	0	0.005871	9.256698207987938	P10809	HGNC:5261	3329	ENSG00000144381	contextual	dual_localization_borderline	0	0	1	0	0	0	1	0
HTR2C	claude-haiku-4-5	naive	1	yes	multipass_with_exposed_loops	high	1725	861	0	0	0	0.00603	8.66792329098098	P28335	HGNC:5295	3358	ENSG00000147246	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
HTR2C	claude-haiku-4-5	naive	2	contextual	tissue_restricted_surface	medium	1725	502	0	0	0	0.004235	6.361120999965351	P28335	HGNC:5295	3358	ENSG00000147246	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
HTR2C	claude-haiku-4-5	naive	3	no	endomembrane_resident	medium	1746	488	0	0	0	0.004186	5.8350612499634735	P28335	HGNC:5295	3358	ENSG00000147246	yes	gpcr_extracellular_pocket	0	1	0	1	0	0	2	0
IGF1	claude-haiku-4-5	naive	1	contextual	stable_surface_attachment	medium	1724	414	0	0	0	0.003794	5.499027582991403	P05019	HGNC:5464	3479	ENSG00000017427	no	secreted_negative	0	0	1	0	0	0	1	0
IGF1	claude-haiku-4-5	naive	2	contextual	dual_localization	high	1724	402	0	0	0	0.003734	4.403522959037218	P05019	HGNC:5464	3479	ENSG00000017427	no	secreted_negative	0	0	1	0	0	0	1	0
IGF1	claude-haiku-4-5	naive	3	contextual	stable_surface_attachment	medium	1745	334	0	0	0	0.003415	4.114412875031121	P05019	HGNC:5464	3479	ENSG00000017427	no	secreted_negative	0	0	1	0	0	0	1	0
IKBKB	claude-haiku-4-5	naive	1	no	cytoplasmic	high	1726	391	0	0	0	0.003681	4.524200916988775	O14920	HGNC:5960	3551	ENSG00000104365	no	approved_drug_intracellular_negative	1	0	1	0	0	0	1	0
IKBKB	claude-haiku-4-5	naive	2	no	cytoplasmic	high	1726	318	0	0	0	0.003316	3.6369515839614905	O14920	HGNC:5960	3551	ENSG00000104365	no	approved_drug_intracellular_negative	1	0	1	0	0	0	1	0
IKBKB	claude-haiku-4-5	naive	3	no	cytoplasmic	high	1747	441	0	0	0	0.003952	4.831407250021584	O14920	HGNC:5960	3551	ENSG00000104365	no	approved_drug_intracellular_negative	1	0	1	0	0	0	1	0
IL6	claude-haiku-4-5	naive	1	contextual	dual_localization	high	1723	444	0	0	0	0.003943	5.475897917000111	P05231	HGNC:6018	3569	ENSG00000136244	no	secreted_negative	0	0	1	0	0	0	1	0
IL6	claude-haiku-4-5	naive	2	contextual	dual_localization	medium	1723	442	0	0	0	0.003933	5.072563000023365	P05231	HGNC:6018	3569	ENSG00000136244	no	secreted_negative	0	0	1	0	0	0	1	0
IL6	claude-haiku-4-5	naive	3	contextual	dual_localization	medium	1744	413	0	0	0	0.003809	4.761783875001129	P05231	HGNC:6018	3569	ENSG00000136244	no	secreted_negative	0	0	1	0	0	0	1	0
ITPR1	claude-haiku-4-5	naive	1	no	endomembrane_resident	high	1725	348	0	0	0	0.003465	5.761502000037581	Q14643	HGNC:6180	3708	ENSG00000150995	no	wrong_compartment_negative	1	0	0	0	1	0	1	0
ITPR1	claude-haiku-4-5	naive	2	no	endomembrane_resident	high	1725	343	0	0	0	0.00344	4.2877307499875315	Q14643	HGNC:6180	3708	ENSG00000150995	no	wrong_compartment_negative	1	0	0	0	1	0	1	0
ITPR1	claude-haiku-4-5	naive	3	no	endomembrane_resident	high	1746	885	0	0	0	0.006171	8.620926624978893	Q14643	HGNC:6180	3708	ENSG00000150995	no	wrong_compartment_negative	1	0	0	0	1	0	1	0
ITPR3	claude-haiku-4-5	naive	1	no	endomembrane_resident	high	1725	320	0	0	0	0.003325	3.5802921659778804	Q14573	HGNC:6182	3710	ENSG00000096433	no	wrong_compartment_negative	1	1	0	0	1	0	2	0
ITPR3	claude-haiku-4-5	naive	2	no	endomembrane_resident	high	1725	390	0	0	0	0.003675	4.7143225420149975	Q14573	HGNC:6182	3710	ENSG00000096433	no	wrong_compartment_negative	1	1	0	0	1	0	2	0
ITPR3	claude-haiku-4-5	naive	3	no	endomembrane_resident	high	1746	729	0	0	0	0.005391	7.341859583975747	Q14573	HGNC:6182	3710	ENSG00000096433	no	wrong_compartment_negative	1	1	0	0	1	0	2	0
IZUMO1	claude-haiku-4-5	naive	1	contextual	tissue_restricted_surface	high	1726	728	0	0	0	0.005366	7.818954000016674	Q8IYV9	HGNC:28539	284359	ENSG00000182264	contextual	induced_borderline	1	1	0	1	0	0	2	0
IZUMO1	claude-haiku-4-5	naive	2	contextual	tissue_restricted_surface	high	1726	233	0	0	0	0.002891	3.0235902499989606	Q8IYV9	HGNC:28539	284359	ENSG00000182264	contextual	induced_borderline	1	1	0	1	0	0	2	0
