gene_symbol	hgnc_id	uniprot_acc	prior_reason
ARID5A	HGNC:17361	Q03989	nuclear
ARIH1	HGNC:689	Q9Y4X5	cytoplasmic
ARIH2	HGNC:690	O95376	cytoplasmic
ARK2N	HGNC:28172	Q96B23	nuclear
ARL10	HGNC:22042	Q8N8L6	mitochondrial_internal
ARL11	HGNC:24046	Q969Q4	cytoplasmic
ARL14EP	HGNC:26798	Q8N8R7	cytoplasmic
ARL14EPL	HGNC:44201	P0DKL9	cytoplasmic
ARL16	HGNC:27902	Q0P5N6	cytoplasmic
ARL2BP	HGNC:17146	Q9Y2Y0	cytoplasmic
ARL3	HGNC:694	P36405	cytoplasmic
ARL4A	HGNC:695	P40617	cytoplasmic
ARL5A	HGNC:696	Q9Y689	nuclear
ARL5B	HGNC:23052	Q96KC2	cytoplasmic
ARL6IP4	HGNC:18076	Q66PJ3	nuclear
ARL8A	HGNC:25192	Q96BM9	cytoplasmic
ARMC1	HGNC:17684	Q9NVT9	cytoplasmic
ARMC10	HGNC:21706	Q8N2F6	mitochondrial_internal
ARMC12	HGNC:21099	Q5T9G4	nuclear
ARMC2	HGNC:23045	Q8NEN0	cytoplasmic
ARMC3	HGNC:30964	Q5W041	cytoplasmic
ARMC5	HGNC:25781	Q96C12	cytoplasmic
ARMC6	HGNC:25049	Q6NXE6	cytoplasmic
ARMC7	HGNC:26168	Q9H6L4	nuclear
ARMC8	HGNC:24999	Q8IUR7	cytoplasmic
ARMC9	HGNC:20730	Q7Z3E5	cytoplasmic
ARMCX1	HGNC:18073	Q9P291	mitochondrial_internal
ARMCX2	HGNC:16869	Q7L311	cytoplasmic
ARMCX4	HGNC:28615	Q5H9R4	cytoplasmic
ARMCX6	HGNC:26094	Q7L4S7	mitochondrial_internal
ARNT	HGNC:700	P27540	nuclear
ARNT2	HGNC:16876	Q9HBZ2	nuclear
ARPC1B	HGNC:704	O15143	cytoplasmic
ARPC2	HGNC:705	O15144	cytoplasmic
ARPC3	HGNC:706	O15145	cytoplasmic
ARPC4	HGNC:707	P59998	cytoplasmic
ARPC5L	HGNC:23366	Q9BPX5	cytoplasmic
ARPIN	HGNC:28782	Q7Z6K5	cytoplasmic
ARPP19	HGNC:16967	P56211	cytoplasmic
ARPP21	HGNC:16968	Q9UBL0	cytoplasmic
ARR3	HGNC:710	P36575	cytoplasmic
ARRB1	HGNC:711	P49407	cytoplasmic
ARRDC3	HGNC:29263	Q96B67	cytoplasmic
ARX	HGNC:18060	Q96QS3	nuclear
AS3MT	HGNC:17452	Q9HBK9	cytoplasmic
ASAP3	HGNC:14987	Q8TDY4	cytoplasmic
ASB1	HGNC:16011	Q9Y576	cytoplasmic
ASB10	HGNC:17185	Q8WXI3	cytoplasmic
ASB11	HGNC:17186	Q8WXH4	cytoplasmic
ASB12	HGNC:19763	Q8WXK4	cytoplasmic
ASB13	HGNC:19765	Q8WXK3	cytoplasmic
ASB14	HGNC:19766	A6NK59	cytoplasmic
ASB15	HGNC:19767	Q8WXK1	cytoplasmic
ASB16	HGNC:19768	Q96NS5	cytoplasmic
ASB17	HGNC:19769	Q8WXJ9	cytoplasmic
ASB18	HGNC:19770	Q6ZVZ8	cytoplasmic
ASB2	HGNC:16012	Q96Q27	cytoplasmic
ASB3	HGNC:16013	Q9Y575	cytoplasmic
ASB4	HGNC:16009	Q9Y574	cytoplasmic
ASB6	HGNC:17181	Q9NWX5	cytoplasmic
ASB7	HGNC:17182	Q9H672	cytoplasmic
ASB8	HGNC:17183	Q9H765	cytoplasmic
ASB9	HGNC:17184	Q96DX5	cytoplasmic
ASCC1	HGNC:24268	Q8N9N2	nuclear
ASCC2	HGNC:24103	Q9H1I8	nuclear
ASCC3	HGNC:18697	Q8N3C0	nuclear
ASCL1	HGNC:738	P50553	nuclear
ASCL2	HGNC:739	Q99929	nuclear
ASCL3	HGNC:740	Q9NQ33	nuclear
ASCL4	HGNC:24311	Q6XD76	nuclear
ASCL5	HGNC:33169	Q7RTU5	nuclear
ASDURF	HGNC:53619	L0R819	cytoplasmic
ASF1A	HGNC:20995	Q9Y294	nuclear
ASF1B	HGNC:20996	Q9NVP2	nuclear
ASH1L	HGNC:19088	Q9NR48	nuclear
ASL	HGNC:746	P04424	cytoplasmic
ASMT	HGNC:750	P46597	cytoplasmic
ASMTL	HGNC:751	O95671	cytoplasmic
ASNS	HGNC:753	P08243	cytoplasmic
ASNSD1	HGNC:24910	Q9NWL6	cytoplasmic
ASPA	HGNC:756	P45381	cytoplasmic
ASPDH	HGNC:33856	A6ND91	cytoplasmic
ASPG	HGNC:20123	Q86U10	cytoplasmic
ASPSCR1	HGNC:13825	Q9BZE9	cytoplasmic
ASRGL1	HGNC:16448	Q7L266	cytoplasmic
ASS1	HGNC:758	P00966	cytoplasmic
ASTE1	HGNC:25021	Q2TB18	nuclear
ASXL1	HGNC:18318	Q8IXJ9	nuclear
ASXL2	HGNC:23805	Q76L83	nuclear
ASXL3	HGNC:29357	Q9C0F0	nuclear
ASZ1	HGNC:1350	Q8WWH4	cytoplasmic
ATAD2	HGNC:30123	Q6PL18	nuclear
ATAD2B	HGNC:29230	Q9ULI0	nuclear
ATAD3A	HGNC:25567	Q9NVI7	mitochondrial_internal
ATAD3B	HGNC:24007	Q5T9A4	mitochondrial_internal
ATAD3C	HGNC:32151	Q5T2N8	mitochondrial_internal
ATAD5	HGNC:25752	Q96QE3	nuclear
ATAT1	HGNC:21186	Q5SQI0	cytoplasmic
ATCAY	HGNC:779	Q86WG3	cytoplasmic
ATE1	HGNC:782	O95260	cytoplasmic
ATF1	HGNC:783	P18846	nuclear
ATF2	HGNC:784	P15336	nuclear
ATF3	HGNC:785	P18847	nuclear
ATF4	HGNC:786	P18848	nuclear
ATF5	HGNC:790	Q9Y2D1	nuclear
ATF7	HGNC:792	P17544	nuclear
ATF7IP	HGNC:20092	Q6VMQ6	nuclear
ATF7IP2	HGNC:20397	Q5U623	nuclear
ATG10	HGNC:20315	Q9H0Y0	cytoplasmic
ATG101	HGNC:25679	Q9BSB4	cytoplasmic
ATG12	HGNC:588	O94817	cytoplasmic
ATG13	HGNC:29091	O75143	cytoplasmic
ATG16L1	HGNC:21498	Q676U5	cytoplasmic
ATG16L2	HGNC:25464	Q8NAA4	cytoplasmic
ATG2A	HGNC:29028	Q2TAZ0	cytoplasmic
ATG2B	HGNC:20187	Q96BY7	cytoplasmic
ATG4A	HGNC:16489	Q8WYN0	cytoplasmic
ATG4B	HGNC:20790	Q9Y4P1	cytoplasmic
ATG4C	HGNC:16040	Q96DT6	cytoplasmic
ATG4D	HGNC:20789	Q86TL0	cytoplasmic
ATG5	HGNC:589	Q9H1Y0	cytoplasmic
ATM	HGNC:795	Q13315	nuclear
ATMIN	HGNC:29034	O43313	nuclear
ATN1	HGNC:3033	P54259	nuclear
ATOH1	HGNC:797	Q92858	nuclear
ATOH7	HGNC:13907	Q8N100	nuclear
ATOH8	HGNC:24126	Q96SQ7	nuclear
ATOSA	HGNC:25609	Q32MH5	nuclear
ATOSB	HGNC:25666	Q7L5A3	nuclear
ATP5F1A	HGNC:823	P25705	mitochondrial_internal
ATP5F1C	HGNC:833	P36542	mitochondrial_internal
ATP5F1D	HGNC:837	P30049	mitochondrial_internal
ATP5F1E	HGNC:838	P56381	mitochondrial_internal
ATP5MC1	HGNC:841	P05496	mitochondrial_internal
ATP5MC2	HGNC:842	Q06055	mitochondrial_internal
ATP5MC3	HGNC:843	P48201	mitochondrial_internal
ATP5ME	HGNC:846	P56385	mitochondrial_internal
ATP5MF	HGNC:848	P56134	mitochondrial_internal
ATP5MG	HGNC:14247	O75964	mitochondrial_internal
ATP5MGL	HGNC:13213	Q7Z4Y8	mitochondrial_internal
ATP5MJ	HGNC:1188	P56378	mitochondrial_internal
ATP5MK	HGNC:30889	Q96IX5	mitochondrial_internal
ATP5PB	HGNC:840	P24539	mitochondrial_internal
ATP5PD	HGNC:845	O75947	mitochondrial_internal
ATP5PO	HGNC:850	P48047	mitochondrial_internal
ATP6	HGNC:7414		mitochondrial_internal
ATP6V1A	HGNC:851	P38606	cytoplasmic
ATP6V1C1	HGNC:856	P21283	cytoplasmic
ATP6V1C2	HGNC:18264	Q8NEY4	cytoplasmic
ATP6V1E2	HGNC:18125	Q96A05	cytoplasmic
ATP6V1F	HGNC:16832	Q16864	cytoplasmic
ATP6V1G2	HGNC:862	O95670	cytoplasmic
ATP6V1G3	HGNC:18265	Q96LB4	cytoplasmic
ATP8	HGNC:7415		mitochondrial_internal
ATPAF1	HGNC:18803	Q5TC12	mitochondrial_internal
ATPAF2	HGNC:18802	Q8N5M1	mitochondrial_internal
ATPSCKMT	HGNC:27029	Q6P4H8	mitochondrial_internal
ATR	HGNC:882	Q13535	nuclear
ATRIP	HGNC:33499	Q8WXE1	nuclear
ATRX	HGNC:886	P46100	nuclear
ATXN1	HGNC:10548	P54253	nuclear
ATXN1L	HGNC:33279	P0C7T5	nuclear
ATXN2L	HGNC:31326	Q8WWM7	cytoplasmic
ATXN3L	HGNC:24173	Q9H3M9	cytoplasmic
ATXN7	HGNC:10560	O15265	nuclear
ATXN7L1	HGNC:22210	Q9ULK2	nuclear
ATXN7L2	HGNC:28713	Q5T6C5	nuclear
ATXN7L3B	HGNC:37931	Q96GX2	cytoplasmic
ATXN8	HGNC:32925	Q156A1	cytoplasmic
AUH	HGNC:890	Q13825	mitochondrial_internal
AUNIP	HGNC:28363	Q9H7T9	cytoplasmic
AURKAIP1	HGNC:24114	Q9NWT8	mitochondrial_internal
AURKB	HGNC:11390	Q96GD4	cytoplasmic
AURKC	HGNC:11391	Q9UQB9	cytoplasmic
AUTS2	HGNC:14262	Q8WXX7	nuclear
AVIL	HGNC:14188	O75366	cytoplasmic
AXDND1	HGNC:26564	Q5T1B0	cytoplasmic
AXIN2	HGNC:904	Q9Y2T1	cytoplasmic
AZI2	HGNC:24002	Q9H6S1	cytoplasmic
AZIN1	HGNC:16432	O14977	cytoplasmic
AZIN2	HGNC:29957	Q96A70	cytoplasmic
B9D1	HGNC:24123	Q9UPM9	cytoplasmic
B9D2	HGNC:28636	Q9BPU9	cytoplasmic
BAALC	HGNC:14333	Q8WXS3	cytoplasmic
BAAT	HGNC:932	Q14032	cytoplasmic
BABAM1	HGNC:25008	Q9NWV8	cytoplasmic
BABAM2	HGNC:1106	Q9NXR7	cytoplasmic
BACC1	HGNC:28737	Q8IXM2	nuclear
BACH1	HGNC:935	O14867	nuclear
BACH2	HGNC:14078	Q9BYV9	nuclear
BAD	HGNC:936	Q92934	cytoplasmic
BAG1	HGNC:937	Q99933	cytoplasmic
BAG2	HGNC:938	O95816	cytoplasmic
BAG3	HGNC:939	O95817	cytoplasmic
BAG4	HGNC:940	O95429	cytoplasmic
BAG6	HGNC:13919	P46379	cytoplasmic
BAHCC1	HGNC:29279	Q9P281	nuclear
BAHD1	HGNC:29153	Q8TBE0	nuclear
BAIAP3	HGNC:948	O94812	cytoplasmic
BAK1	HGNC:949	Q16611	mitochondrial_internal
BANF1	HGNC:17397	O75531	nuclear
BANF2	HGNC:16172	Q9H503	nuclear
BANP	HGNC:13450	Q8N9N5	nuclear
BAP1	HGNC:950	Q92560	nuclear
BARD1	HGNC:952	Q99728	nuclear
BARHL1	HGNC:953	Q9BZE3	nuclear
BARHL2	HGNC:954	Q9NY43	nuclear
BARX1	HGNC:955	Q9HBU1	nuclear
BARX2	HGNC:956	Q9UMQ3	nuclear
BATF	HGNC:958	Q16520	nuclear
BATF2	HGNC:25163	Q8N1L9	nuclear
BATF3	HGNC:28915	Q9NR55	nuclear
BAZ1A	HGNC:960	Q9NRL2	nuclear
BAZ1B	HGNC:961	Q9UIG0	nuclear
BAZ2A	HGNC:962	Q9UIF9	nuclear
BAZ2B	HGNC:963	Q9UIF8	nuclear
BBC3	HGNC:17868	Q9BXH1	cytoplasmic
BBLN	HGNC:17823	Q9BUW7	cytoplasmic
BBOX1	HGNC:964	O75936	cytoplasmic
BBS10	HGNC:26291	Q8TAM1	cytoplasmic
BBS12	HGNC:26648	Q6ZW61	cytoplasmic
BBX	HGNC:14422	Q8WY36	nuclear
BCAS1	HGNC:974	O75363	cytoplasmic
BCAS2	HGNC:975	O75934	nuclear
BCAS3	HGNC:14347	Q9H6U6	nuclear
BCAS4	HGNC:14367	Q8TDM0	cytoplasmic
BCAT1	HGNC:976	P54687	cytoplasmic
BCAT2	HGNC:977	O15382	mitochondrial_internal
BCCIP	HGNC:978	Q9P287	nuclear
BCDIN3D	HGNC:27050	Q7Z5W3	cytoplasmic
BCKDHA	HGNC:986	P12694	mitochondrial_internal
BCKDHB	HGNC:987	P21953	mitochondrial_internal
BCKDK	HGNC:16902	O14874	mitochondrial_internal
BCL10	HGNC:989	O95999	cytoplasmic
BCL11A	HGNC:13221	Q9H165	nuclear
BCL11B	HGNC:13222	Q9C0K0	nuclear
BCL2A1	HGNC:991	Q16548	cytoplasmic
BCL2L1	HGNC:992	Q07817	cytoplasmic
BCL2L10	HGNC:993	Q9HD36	cytoplasmic
BCL2L13	HGNC:17164	Q9BXK5	mitochondrial_internal
BCL2L14	HGNC:16657	Q9BZR8	cytoplasmic
BCL2L15	HGNC:33624	Q5TBC7	cytoplasmic
BCL2L2	HGNC:995	Q92843	cytoplasmic
BCL3	HGNC:998	P20749	nuclear
BCL6	HGNC:1001	P41182	nuclear
BCL7A	HGNC:1004	Q4VC05	nuclear
BCL7B	HGNC:1005	Q9BQE9	nuclear
BCL7C	HGNC:1006	Q8WUZ0	nuclear
BCL9	HGNC:1008	O00512	nuclear
BCL9L	HGNC:23688	Q86UU0	nuclear
BCLAF1	HGNC:16863	Q9NYF8	nuclear
BCLAF3	HGNC:27413	A2AJT9	nuclear
BCO1	HGNC:13815	Q9HAY6	cytoplasmic
BCO2	HGNC:18503	Q9BYV7	cytoplasmic
BCOR	HGNC:20893	Q6W2J9	nuclear
BCORL1	HGNC:25657	Q5H9F3	nuclear
BCS1L	HGNC:1020	Q9Y276	mitochondrial_internal
BDH1	HGNC:1027	Q02338	mitochondrial_internal
BDH2	HGNC:32389	Q9BUT1	cytoplasmic
BDP1	HGNC:13652	A6H8Y1	nuclear
BEAN1	HGNC:24160	Q3B7T3	cytoplasmic
BECN1	HGNC:1034	Q14457	cytoplasmic
BECN2	HGNC:38606	A8MW95	cytoplasmic
BEGAIN	HGNC:24163	Q9BUH8	cytoplasmic
BEND2	HGNC:28509	Q8NDZ0	nuclear
BEND3	HGNC:23040	Q5T5X7	nuclear
BEND4	HGNC:23815	Q6ZU67	nuclear
BEND5	HGNC:25668	Q7L4P6	nuclear
BEND7	HGNC:23514	Q8N7W2	nuclear
BEX1	HGNC:1036	Q9HBH7	nuclear
BEX2	HGNC:30933	Q9BXY8	cytoplasmic
BEX3	HGNC:13388	Q00994	cytoplasmic
BEX4	HGNC:25475	Q9NWD9	cytoplasmic
BEX5	HGNC:27990	Q5H9J7	cytoplasmic
BFSP2	HGNC:1041	Q13515	cytoplasmic
BHLHA15	HGNC:22265	Q7RTS1	nuclear
BHLHA9	HGNC:35126	Q7RTU4	nuclear
BHLHE22	HGNC:11963	Q8NFJ8	nuclear
BHLHE23	HGNC:16093	Q8NDY6	nuclear
BHLHE40	HGNC:1046	O14503	nuclear
BHLHE41	HGNC:16617	Q9C0J9	nuclear
BHMT	HGNC:1047	Q93088	cytoplasmic
BHMT2	HGNC:1048	Q9H2M3	cytoplasmic
BICC1	HGNC:19351	Q9H694	cytoplasmic
BICD1	HGNC:1049	Q96G01	cytoplasmic
BICD2	HGNC:17208	Q8TD16	cytoplasmic
BICDL1	HGNC:28095	Q6ZP65	cytoplasmic
BICDL2	HGNC:33584	A1A5D9	cytoplasmic
BICRA	HGNC:4332	Q9NZM4	nuclear
BICRAL	HGNC:21111	Q6AI39	nuclear
BID	HGNC:1050	P55957	cytoplasmic
BIRC3	HGNC:591	Q13489	cytoplasmic
BIRC5	HGNC:593	O15392	cytoplasmic
BIRC6	HGNC:13516	Q9NR09	cytoplasmic
BIRC7	HGNC:13702	Q96CA5	cytoplasmic
BKGD	HGNC:30204	Q9H0W9	nuclear
BLCAP	HGNC:1055	P62952	cytoplasmic
BLID	HGNC:33495	Q8IZY5	cytoplasmic
BLM	HGNC:1058	P54132	nuclear
BLMH	HGNC:1059	Q13867	cytoplasmic
BLOC1S1	HGNC:4200	P78537	cytoplasmic
BLOC1S2	HGNC:20984	Q6QNY1	cytoplasmic
BLOC1S3	HGNC:20914	Q6QNY0	cytoplasmic
BLOC1S4	HGNC:24206	Q9NUP1	cytoplasmic
BLOC1S5	HGNC:18561	Q8TDH9	cytoplasmic
BLOC1S6	HGNC:8549	Q9UL45	cytoplasmic
BLTP3B	HGNC:29102	A0JNW5	cytoplasmic
BLVRA	HGNC:1062	P53004	cytoplasmic
BMAL1	HGNC:701	O00327	nuclear
BMAL2	HGNC:18984	Q8WYA1	nuclear
BMERB1	HGNC:19213	Q96MC5	cytoplasmic
BMF	HGNC:24132	Q96LC9	cytoplasmic
BMI1	HGNC:1066	P35226	nuclear
BMP2K	HGNC:18041	Q9NSY1	cytoplasmic
BMS1	HGNC:23505	Q14692	nuclear
BNC1	HGNC:1081	Q01954	nuclear
BNC2	HGNC:30988	Q6ZN30	nuclear
BNIP2	HGNC:1083	Q12982	cytoplasmic
BNIP3	HGNC:1084	Q12983	mitochondrial_internal
BNIP3L	HGNC:1085	O60238	mitochondrial_internal
BNIP5	HGNC:33769	P0C671	mitochondrial_internal
BNIPL	HGNC:16976	Q7Z465	cytoplasmic
BOD1	HGNC:25114	Q96IK1	cytoplasmic
BOD1L1	HGNC:31792	Q8NFC6	nuclear
BOD1L2	HGNC:28505	Q8IYS8	cytoplasmic
BOLA1	HGNC:24263	Q9Y3E2	mitochondrial_internal
BOLA2	HGNC:29488	Q9H3K6	cytoplasmic
BOLA2B	HGNC:32479	Q9H3K6	cytoplasmic
BOLA3	HGNC:24415	Q53S33	mitochondrial_internal
BOLL	HGNC:14273	Q8N9W6	cytoplasmic
BOP1	HGNC:15519	Q14137	nuclear
BORA	HGNC:24724	Q6PGQ7	cytoplasmic
BORCS6	HGNC:25939	Q96GS4	cytoplasmic
BORCS7	HGNC:23516	Q96B45	cytoplasmic
BORCS8	HGNC:37247	Q96FH0	cytoplasmic
BPGM	HGNC:1093	P07738	cytoplasmic
BPHL	HGNC:1094	Q86WA6	cytoplasmic
BPIFB3	HGNC:16178	P59826	cytoplasmic
BPIFB4	HGNC:16179	P59827	cytoplasmic
BPNT1	HGNC:1096	O95861	cytoplasmic
BPTF	HGNC:3581	Q12830	nuclear
BPY2	HGNC:13508	O14599	cytoplasmic
BPY2B	HGNC:25449	O14599	cytoplasmic
BPY2C	HGNC:18225	O14599	cytoplasmic
BRAP	HGNC:1099	Q7Z569	cytoplasmic
BRAT1	HGNC:21701	Q6PJG6	nuclear
BRCA1	HGNC:1100	P38398	nuclear
BRCA2	HGNC:1101	P51587	nuclear
BRCC3	HGNC:24185	P46736	cytoplasmic
BRD1	HGNC:1102	O95696	nuclear
BRD10	HGNC:23378	Q5HYC2	nuclear
BRD2	HGNC:1103	P25440	nuclear
BRD3	HGNC:1104	Q15059	nuclear
BRD3OS	HGNC:24742	A0A1B0GUI7	cytoplasmic
BRD4	HGNC:13575	O60885	nuclear
BRD7	HGNC:14310	Q9NPI1	nuclear
BRD8	HGNC:19874	Q9H0E9	nuclear
BRD9	HGNC:25818	Q9H8M2	nuclear
BRDT	HGNC:1105	Q58F21	nuclear
BRF1	HGNC:11551	Q92994	nuclear
BRF2	HGNC:17298	Q9HAW0	nuclear
BRIP1	HGNC:20473	Q9BX63	nuclear
BRIX1	HGNC:24170	Q8TDN6	nuclear
BRME1	HGNC:28153	Q0VDD7	nuclear
BRMS1	HGNC:17262	Q9HCU9	nuclear
BRMS1L	HGNC:20512	Q5PSV4	nuclear
BRPF1	HGNC:14255	P55201	nuclear
BRPF3	HGNC:14256	Q9ULD4	nuclear
BRSK1	HGNC:18994	Q8TDC3	cytoplasmic
BRSK2	HGNC:11405	Q8IWQ3	cytoplasmic
BRWD1	HGNC:12760	Q9NSI6	nuclear
BRWD3	HGNC:17342	Q6RI45	nuclear
BSN	HGNC:1117	Q9UPA5	cytoplasmic
BSPRY	HGNC:18232	Q5W0U4	cytoplasmic
BSX	HGNC:20450	Q3C1V8	nuclear
BTAF1	HGNC:17307	O14981	nuclear
BTBD1	HGNC:1120	Q9H0C5	cytoplasmic
BTBD10	HGNC:21445	Q9BSF8	nuclear
BTBD16	HGNC:26340	Q32M84	cytoplasmic
BTBD19	HGNC:27145	C9JJ37	cytoplasmic
BTBD2	HGNC:15504	Q9BX70	cytoplasmic
BTBD3	HGNC:15854	Q9Y2F9	nuclear
BTBD6	HGNC:19897	Q96KE9	cytoplasmic
BTBD7	HGNC:18269	Q9P203	nuclear
BTBD8	HGNC:21019	Q5XKL5	nuclear
BTBD9	HGNC:21228	Q96Q07	cytoplasmic
BTF3	HGNC:1125	P20290	nuclear
BTF3L4	HGNC:30547	Q96K17	nuclear
BTG1	HGNC:1130	P62324	nuclear
BTG2	HGNC:1131	P78543	cytoplasmic
BTG3	HGNC:1132	Q14201	cytoplasmic
BTG4	HGNC:13862	Q9NY30	cytoplasmic
BUB1	HGNC:1148	O43683	cytoplasmic
BUB1B	HGNC:1149	O60566	cytoplasmic
BUB3	HGNC:1151	O43684	cytoplasmic
BUD13	HGNC:28199	Q9BRD0	nuclear
BUD23	HGNC:16405	O43709	nuclear
BUD31	HGNC:29629	P41223	nuclear
BYSL	HGNC:1157	Q13895	nuclear
BZW1	HGNC:18380	Q7L1Q6	cytoplasmic
C10orf120	HGNC:25707	Q5SQS8	cytoplasmic
C10orf143	HGNC:48677	A0A1B0GUT2	cytoplasmic
C10orf53	HGNC:27421	Q8N6V4	cytoplasmic
C10orf62	HGNC:23294	Q5T681	cytoplasmic
C10orf67	HGNC:28716	Q8IYJ2	mitochondrial_internal
C10orf71	HGNC:26973	Q711Q0	cytoplasmic
C10orf88	HGNC:25822	Q9H8K7	mitochondrial_internal
C10orf90	HGNC:26563	Q96M02	cytoplasmic
C10orf95	HGNC:25880	Q9H7T3	cytoplasmic
C11orf16	HGNC:1169	Q9NQ32	cytoplasmic
C11orf21	HGNC:13231	Q9P2W6	cytoplasmic
C11orf42	HGNC:28541	Q8N5U0	cytoplasmic
C11orf58	HGNC:16990	O00193	cytoplasmic
C11orf65	HGNC:28519	Q8NCR3	mitochondrial_internal
C11orf68	HGNC:28801	Q9H3H3	cytoplasmic
C11orf71	HGNC:25937	Q6IPW1	cytoplasmic
C11orf86	HGNC:34442	A6NJI1	cytoplasmic
C11orf91	HGNC:34444	Q3C1V1	cytoplasmic
C11orf96	HGNC:38675	Q7Z7L8	cytoplasmic
C11orf97	HGNC:49544	A0A1B0GVM6	cytoplasmic
C11orf98	HGNC:51238	E9PRG8	cytoplasmic
C12orf42	HGNC:24729	Q96LP6	cytoplasmic
C12orf54	HGNC:28553	Q6X4T0	cytoplasmic
C12orf56	HGNC:26967	Q8IXR9	cytoplasmic
C12orf57	HGNC:29521	Q99622	cytoplasmic
C12orf60	HGNC:28726	Q5U649	cytoplasmic
C12orf71	HGNC:34452	A8MTZ7	cytoplasmic
C12orf75	HGNC:35164	Q8TAD7	nuclear
C13orf42	HGNC:42693	A0A1B0GVH6	cytoplasmic
C13orf46	HGNC:53786	A0A1B0GUA9	cytoplasmic
C14orf119	HGNC:20270	Q9NWQ9	cytoplasmic
C14orf39	HGNC:19849	Q8N1H7	nuclear
C14orf93	HGNC:20162	Q9H972	cytoplasmic
C15orf40	HGNC:28443	Q8WUR7	mitochondrial_internal
C15orf61	HGNC:34453	A6NNL5	mitochondrial_internal
C15orf62	HGNC:34489	A8K5M9	mitochondrial_internal
C16orf46	HGNC:26525	Q6P387	cytoplasmic
C16orf78	HGNC:28479	Q8WTQ4	nuclear
C16orf82	HGNC:30755	Q7Z2V1	cytoplasmic
C16orf86	HGNC:33755	Q6ZW13	cytoplasmic
C16orf87	HGNC:33754	Q6PH81	cytoplasmic
C16orf90	HGNC:34455	A8MZG2	cytoplasmic
C16orf95	HGNC:40033	Q9H693	nuclear
C16orf96	HGNC:40031	A6NNT2	cytoplasmic
C17orf100	HGNC:34494	A8MU93	cytoplasmic
C17orf107	HGNC:37238	Q6ZR85	cytoplasmic
C17orf113	HGNC:53437	A0A1B0GUU1	cytoplasmic
C17orf114	HGNC:55343	A0A1B0GUV1	cytoplasmic
C17orf50	HGNC:29581	Q8WW18	nuclear
C18orf63	HGNC:40037	Q68DL7	cytoplasmic
C19orf12	HGNC:25443	Q9NSK7	mitochondrial_internal
C19orf25	HGNC:26711	Q9UFG5	cytoplasmic
C19orf33	HGNC:16668	Q9GZP8	nuclear
C19orf44	HGNC:26141	Q9H6X5	cytoplasmic
C19orf47	HGNC:26723	Q8N9M1	nuclear
C19orf53	HGNC:24991	Q9UNZ5	cytoplasmic
C19orf67	HGNC:34354	A6NJJ6	cytoplasmic
C19orf73	HGNC:25534	Q9NVV2	cytoplasmic
C19orf81	HGNC:40041	C9J6K1	cytoplasmic
C19orf84	HGNC:27112	I3L1E1	nuclear
C19orf85	HGNC:53653	A0A1B0GUS0	cytoplasmic
C1D	HGNC:29911	Q13901	nuclear
C1orf105	HGNC:29591	O95561	cytoplasmic
C1orf115	HGNC:25873	Q9H7X2	cytoplasmic
C1orf122	HGNC:24789	Q6ZSJ8	cytoplasmic
C1orf141	HGNC:32044	Q5JVX7	cytoplasmic
C1orf146	HGNC:24032	Q5VVC0	nuclear
C1orf167	HGNC:25262	Q5SNV9	cytoplasmic
C1orf174	HGNC:27915	Q8IYL3	nuclear
C1orf198	HGNC:25900	Q9H425	cytoplasmic
C1orf202	HGNC:56760	A0A1W2PPE3	cytoplasmic
C1orf21	HGNC:15494	Q9H246	cytoplasmic
C1orf216	HGNC:26800	Q8TAB5	cytoplasmic
C1orf226	HGNC:34351	A1L170	cytoplasmic
C1orf232	HGNC:53426	A0A0U1RR37	cytoplasmic
C1orf50	HGNC:28795	Q9BV19	cytoplasmic
C1orf52	HGNC:24871	Q8N6N3	nuclear
C1orf53	HGNC:30003	Q5VUE5	mitochondrial_internal
C1orf56	HGNC:26045	Q9BUN1	nuclear
C1orf74	HGNC:26319	Q96LT6	cytoplasmic
C1orf87	HGNC:28547	Q8N0U7	cytoplasmic
C1orf94	HGNC:28250	Q6P1W5	cytoplasmic
C20orf144	HGNC:16137	Q9BQM9	cytoplasmic
C20orf202	HGNC:37254	A1L168	cytoplasmic
C20orf203	HGNC:26592	Q8NBC4	cytoplasmic
C20orf204	HGNC:27655	A0A1B0GTL2	cytoplasmic
C20orf96	HGNC:16227	Q9NUD7	cytoplasmic
C21orf140	HGNC:39602	B9A014	cytoplasmic
C21orf58	HGNC:1300	P58505	cytoplasmic
C21orf91	HGNC:16459	Q9NYK6	cytoplasmic
C22orf15	HGNC:15558	Q8WYQ4	cytoplasmic
C22orf23	HGNC:18589	Q9BZE7	cytoplasmic
C22orf31	HGNC:26931	O95567	cytoplasmic
C22orf39	HGNC:27012	Q6P5X5	mitochondrial_internal
C22orf42	HGNC:27160	Q6IC83	cytoplasmic
C2CD2	HGNC:1266	Q9Y426	cytoplasmic
C2CD3	HGNC:24564	Q4AC94	cytoplasmic
C2CD4A	HGNC:33627	Q8NCU7	nuclear
C2CD4B	HGNC:33628	A6NLJ0	nuclear
C2CD4C	HGNC:29417	Q8TF44	cytoplasmic
C2CD4D	HGNC:37210	B7Z1M9	cytoplasmic
C2orf15	HGNC:28436	Q8WU43	cytoplasmic
C2orf42	HGNC:26056	Q9NWW7	nuclear
C2orf49	HGNC:28772	Q9BVC5	nuclear
C2orf68	HGNC:34353	Q2NKX9	cytoplasmic
