gene_symbol	uniprot_accession	hgnc_id	ensembl_gene	m1_n_db_votes	m1_uniprot_flag	m1_go_flag	m1_hpa_flag	m1_surfy_flag	m1_cspa_flag	sonnet_verdict	sonnet_reason	sonnet_confidence	source
ANG	P03950	HGNC:483	ENSG00000214274	0	0	0	0	0	0	contextual	stable_surface_attachment	medium	sonnet_only
ANGPT1	Q15389	HGNC:484	ENSG00000154188	1	0	0	0	0	1				m1_only
ANGPTL1	O95841	HGNC:489	ENSG00000116194	1	0	0	0	0	1				m1_only
ANGPTL2	Q9UKU9	HGNC:490	ENSG00000136859	1	0	0	0	0	1				m1_only
ANGPTL3	Q9Y5C1	HGNC:491	ENSG00000132855	1	0	1	0	0	0				m1_only
ANGPTL4	Q9BY76	HGNC:16039	ENSG00000167772	1	0	0	0	0	1	contextual	stable_surface_attachment	medium	both
ANGPTL8	Q6UXH0	HGNC:24933	ENSG00000130173	0	0	0	0	0	0	contextual	dual_localization	medium	sonnet_only
ANK1	P16157	HGNC:492	ENSG00000029534	1	0	1	0	0	0				m1_only
ANK2	Q01484	HGNC:493	ENSG00000145362	3	1	1	1	0	0				m1_only
ANK3	Q12955	HGNC:494	ENSG00000151150	2	0	1	1	0	0				m1_only
ANKEF1	Q9NU02	HGNC:15803	ENSG00000132623	1	0	0	1	0	0				m1_only
ANKFN1	Q8N957	HGNC:26766	ENSG00000153930	1	0	0	1	0	0				m1_only
ANKH	Q9HCJ1	HGNC:15492	ENSG00000154122	2	1	0	0	1	0	yes	multipass_with_exposed_loops	high	both
ANKIB1	Q9P2G1	HGNC:22215	ENSG00000001629	1	0	0	1	0	0				m1_only
ANKRA2	Q9H9E1	HGNC:13208	ENSG00000164331	1	0	0	1	0	0				m1_only
ANKRD13A	Q8IZ07	HGNC:21268	ENSG00000076513	1	0	0	1	0	0				m1_only
ANKRD13B	Q86YJ7	HGNC:26363	ENSG00000198720	1	0	0	1	0	0	contextual	other	medium	both
ANKRD20A1	Q5TYW2	HGNC:23665	ENSG00000260691	0	0	0	0	0	0	contextual	other	low	sonnet_only
ANKRD24	Q8TF21	HGNC:29424	ENSG00000089847	0	0	0	0	0	0	contextual	tissue_restricted_surface	low	sonnet_only
ANKRD30BL	A7E2S9	HGNC:35167	ENSG00000163046	1	0	0	1	0	0				m1_only
ANKRD35	Q8N283	HGNC:26323	ENSG00000198483	1	0	0	1	0	0				m1_only
ANKRD42	Q8N9B4	HGNC:26752	ENSG00000137494	1	0	0	1	0	0				m1_only
ANKRD45	Q5TZF3	HGNC:24786	ENSG00000183831	1	0	1	0	0	0				m1_only
ANO1	Q5XXA6	HGNC:21625	ENSG00000131620	4	1	1	1	1	0	yes	multipass_with_exposed_loops	high	both
ANO10	Q9NW15	HGNC:25519	ENSG00000160746	2	1	0	1	0	0				m1_only
ANO2	Q9NQ90	HGNC:1183	ENSG00000047617	3	1	0	1	1	0	yes	multipass_with_exposed_loops	high	both
ANO3	Q9BYT9	HGNC:14004	ENSG00000134343	2	1	0	0	1	0				m1_only
ANO4	Q32M45	HGNC:23837	ENSG00000151572	1	1	0	0	0	0	yes	multipass_with_exposed_loops	medium	both
ANO5	Q75V66	HGNC:27337	ENSG00000171714	3	1	0	0	1	1				m1_only
ANO6	Q4KMQ2	HGNC:25240	ENSG00000177119	5	1	1	1	1	1	yes	multipass_with_exposed_loops	high	both
ANO7	Q6IWH7	HGNC:31677	ENSG00000146205	2	1	0	0	1	0	contextual	tissue_restricted_surface	medium	both
ANO8	Q9HCE9	HGNC:29329	ENSG00000074855	1	1	0	0	0	0	yes	multipass_with_exposed_loops	medium	both
ANO9	A1A5B4	HGNC:20679	ENSG00000185101	3	1	0	0	1	1	yes	multipass_with_exposed_loops	medium	both
ANOS1	P23352	HGNC:6211	ENSG00000011201	1	0	1	0	0	0	yes	other	medium	both
ANPEP	P15144	HGNC:500	ENSG00000166825	4	1	0	1	1	1	yes	classical_surface_receptor	high	both
ANTXR1	Q9H6X2	HGNC:21014	ENSG00000169604	4	1	1	0	1	1	yes	classical_surface_receptor	high	both
ANTXR2	P58335	HGNC:21732	ENSG00000163297	3	1	1	0	1	0	yes	classical_surface_receptor	high	both
ANTXRL	A6NF34	HGNC:27277	ENSG00000274209	3	1	1	0	1	0	yes	classical_surface_receptor	medium	both
ANXA1	P04083	HGNC:533	ENSG00000135046	3	1	1	1	0	0	contextual	cell_state_induced	medium	both
ANXA13	P27216	HGNC:536	ENSG00000104537	3	1	1	1	0	0	contextual	tissue_restricted_surface	low	both
ANXA2	P07355	HGNC:537	ENSG00000182718	2	0	1	1	0	0	contextual	cell_state_induced	medium	both
ANXA2R	Q3ZCQ2	HGNC:33463	ENSG00000177721	0	0	0	0	0	0	yes	classical_surface_receptor	high	sonnet_only
ANXA3	P12429	HGNC:541	ENSG00000138772	1	0	0	1	0	0	contextual	cell_state_induced	medium	both
ANXA4	P09525	HGNC:542	ENSG00000196975	1	0	1	0	0	0				m1_only
ANXA5	P08758	HGNC:543	ENSG00000164111	1	0	1	0	0	0	contextual	cell_state_induced	high	both
ANXA8	P13928	HGNC:546	ENSG00000265190	1	0	1	0	0	0	contextual	dual_localization	medium	both
ANXA8L1	Q5VT79	HGNC:23334	ENSG00000264230	1	0	1	0	0	0	contextual	dual_localization	low	both
ANXA9	O76027	HGNC:547	ENSG00000143412	1	0	1	0	0	0				m1_only
AOAH	P28039	HGNC:548	ENSG00000136250	0	0	0	0	0	0	contextual	lysosomal_exocytosis	medium	sonnet_only
AOC1	P19801	HGNC:80	ENSG00000002726	0	0	0	0	0	0	contextual	dual_localization	medium	sonnet_only
AOC2	O75106	HGNC:549	ENSG00000131480	1	1	0	0	0	0	contextual	tissue_restricted_surface	medium	both
AOC3	Q16853	HGNC:550	ENSG00000131471	3	1	1	0	1	0	yes	classical_surface_receptor	high	both
AOPEP	Q8N6M6	HGNC:1361	ENSG00000148120	1	0	0	1	0	0	contextual	dual_localization	low	both
AP2A1	O95782	HGNC:561	ENSG00000196961	1	0	1	0	0	0				m1_only
AP2A2	O94973	HGNC:562	ENSG00000183020	1	0	1	0	0	0				m1_only
AP2B1	P63010	HGNC:563	ENSG00000006125	1	0	1	0	0	0				m1_only
AP2M1	Q96CW1	HGNC:564	ENSG00000161203	2	0	1	1	0	0				m1_only
AP2S1	P53680	HGNC:565	ENSG00000042753	1	0	1	0	0	0				m1_only
APBB1	O00213	HGNC:581	ENSG00000166313	1	0	0	1	0	0				m1_only
APBB1IP	Q7Z5R6	HGNC:17379	ENSG00000077420	1	0	0	1	0	0				m1_only
APC	P25054	HGNC:583	ENSG00000134982	2	0	1	1	0	0				m1_only
APC2	O95996	HGNC:24036	ENSG00000115266	1	0	1	0	0	0				m1_only
APCDD1	Q8J025	HGNC:15718	ENSG00000154856	3	1	0	0	1	1	yes	classical_surface_receptor	high	both
APCDD1L	Q8NCL9	HGNC:26892	ENSG00000198768	0	0	0	0	0	0	contextual	dual_localization	low	sonnet_only
APH1A	Q96BI3	HGNC:29509	ENSG00000117362	1	0	1	0	0	0				m1_only
APH1B	Q8WW43	HGNC:24080	ENSG00000138613	1	0	1	0	0	0				m1_only
APLNR	P35414	HGNC:339	ENSG00000134817	3	1	0	0	1	1	yes	multipass_with_exposed_loops	high	both
APLP1	P51693	HGNC:597	ENSG00000105290	4	1	0	1	1	1	contextual	dual_localization	medium	both
APLP2	Q06481	HGNC:598	ENSG00000084234	3	1	0	0	1	1	yes	classical_surface_receptor	high	both
APMAP	Q9HDC9	HGNC:13238	ENSG00000101474	4	1	1	1	0	1	yes	classical_surface_receptor	high	both
APOA4	P06727	HGNC:602	ENSG00000110244	1	0	1	0	0	0				m1_only
APOB	P04114	HGNC:603	ENSG00000084674	1	0	0	0	0	1				m1_only
APOBR	Q0VD83	HGNC:24087	ENSG00000184730	1	0	0	1	0	0	yes	classical_surface_receptor	medium	both
APOC3	P02656	HGNC:610	ENSG00000110245	1	0	0	1	0	0				m1_only
APOD	P05090	HGNC:612	ENSG00000189058	2	0	0	1	0	1				m1_only
APOH	P02749	HGNC:616	ENSG00000091583	2	0	1	0	0	1	contextual	stable_surface_attachment	medium	both
APOL1	O14791	HGNC:618	ENSG00000100342	0	0	0	0	0	0	contextual	dual_localization	medium	sonnet_only
APOLD1	Q96LR9	HGNC:25268	ENSG00000178878	1	0	0	1	0	0	contextual	cell_state_induced	low	both
APOM	O95445	HGNC:13916	ENSG00000204444	0	0	0	0	0	0	contextual	dual_localization	medium	sonnet_only
APP	P05067	HGNC:620	ENSG00000142192	3	1	1	0	1	0	contextual	dual_localization	high	both
APPL1	Q9UKG1	HGNC:24035	ENSG00000157500	1	0	0	1	0	0				m1_only
APPL2	Q8NEU8	HGNC:18242	ENSG00000136044	1	0	1	0	0	0				m1_only
AQP1	P29972	HGNC:633	ENSG00000240583	5	1	1	1	1	1	yes	multipass_with_exposed_loops	high	both
AQP10	Q96PS8	HGNC:16029	ENSG00000143595	4	1	1	1	1	0	contextual	tissue_restricted_surface	medium	both
AQP11	Q8NBQ7	HGNC:19940	ENSG00000178301	2	0	1	1	0	0	contextual	dual_localization	medium	both
AQP12A	Q8IXF9	HGNC:19941	ENSG00000184945	1	1	0	0	0	0				m1_only
AQP12B	A6NM10	HGNC:6096	ENSG00000185176	1	1	0	0	0	0	contextual	dual_localization	low	both
AQP2	P41181	HGNC:634	ENSG00000167580	3	1	1	0	1	0	contextual	dual_localization	high	both
AQP3	Q92482	HGNC:636	ENSG00000165272	3	1	1	1	0	0	yes	multipass_with_exposed_loops	high	both
AQP4	P55087	HGNC:637	ENSG00000171885	4	1	1	1	1	0	yes	multipass_with_exposed_loops	high	both
AQP5	P55064	HGNC:638	ENSG00000161798	4	1	1	1	1	0	yes	multipass_with_exposed_loops	high	both
AQP6	Q13520	HGNC:639	ENSG00000086159	1	1	0	0	0	0				m1_only
AQP7	O14520	HGNC:640	ENSG00000165269	2	1	1	0	0	0	yes	multipass_with_exposed_loops	high	both
AQP7B	A0A075B734	HGNC:53895	ENSG00000259916	2	1	1	0	0	0	yes	multipass_with_exposed_loops	medium	both
AQP8	O94778	HGNC:642	ENSG00000103375	3	1	1	0	1	0	yes	multipass_with_exposed_loops	high	both
AQP9	O43315	HGNC:643	ENSG00000103569	3	1	1	0	1	0	yes	multipass_with_exposed_loops	high	both
ARAF	P10398	HGNC:646	ENSG00000078061	1	0	0	1	0	0				m1_only
ARAP1	Q96P48	HGNC:16925	ENSG00000186635	2	0	1	1	0	0				m1_only
AREG	P15514	HGNC:651	ENSG00000109321	3	0	1	0	1	1	contextual	dual_localization	medium	both
ARF1	P84077	HGNC:652	ENSG00000143761	1	0	0	1	0	0				m1_only
ARF4	P18085	HGNC:655	ENSG00000168374	1	0	1	0	0	0				m1_only
ARF6	P62330	HGNC:659	ENSG00000165527	1	0	1	0	0	0				m1_only
ARHGAP12	Q8IWW6	HGNC:16348	ENSG00000165322	1	0	1	0	0	0				m1_only
ARHGAP15	Q53QZ3	HGNC:21030	ENSG00000075884	1	0	0	1	0	0				m1_only
ARHGAP17	Q68EM7	HGNC:18239	ENSG00000140750	1	0	0	1	0	0				m1_only
ARHGAP19	Q14CB8	HGNC:23724	ENSG00000213390	1	0	0	1	0	0				m1_only
ARHGAP21	Q5T5U3	HGNC:23725	ENSG00000107863	1	0	0	1	0	0				m1_only
ARHGAP22	Q7Z5H3	HGNC:30320	ENSG00000128805	1	0	0	1	0	0				m1_only
ARHGAP23	Q9P227	HGNC:29293	ENSG00000275832	1	0	0	1	0	0				m1_only
ARHGAP24	Q8N264	HGNC:25361	ENSG00000138639	1	0	0	1	0	0				m1_only
ARHGAP25	P42331	HGNC:28951	ENSG00000163219	1	0	1	0	0	0				m1_only
ARHGAP28	Q9P2N2	HGNC:25509	ENSG00000088756	1	0	0	1	0	0				m1_only
ARHGAP29	Q52LW3	HGNC:30207	ENSG00000137962	1	0	0	1	0	0				m1_only
ARHGAP33	O14559	HGNC:23085	ENSG00000004777	1	0	0	1	0	0				m1_only
ARHGAP36	Q6ZRI8	HGNC:26388	ENSG00000147256	1	0	0	1	0	0				m1_only
ARHGAP40	Q5TG30	HGNC:16226	ENSG00000124143	1	0	0	1	0	0				m1_only
ARHGAP44	Q17R89	HGNC:29096	ENSG00000006740	1	0	1	0	0	0				m1_only
ARHGAP45	Q92619	HGNC:17102	ENSG00000180448	1	0	0	1	0	0				m1_only
ARHGAP9	Q9BRR9	HGNC:14130	ENSG00000123329	1	0	0	1	0	0				m1_only
ARHGEF1	Q92888	HGNC:681	ENSG00000076928	1	0	0	1	0	0				m1_only
ARHGEF11	O15085	HGNC:14580	ENSG00000132694	1	0	0	1	0	0				m1_only
ARHGEF12	Q9NZN5	HGNC:14193	ENSG00000196914	1	0	0	1	0	0				m1_only
ARHGEF15	O94989	HGNC:15590	ENSG00000198844	1	0	0	1	0	0				m1_only
ARHGEF17	Q96PE2	HGNC:21726	ENSG00000110237	1	0	0	1	0	0				m1_only
ARHGEF18	Q6ZSZ5	HGNC:17090	ENSG00000104880	2	1	0	1	0	0				m1_only
ARHGEF2	Q92974	HGNC:682	ENSG00000116584	1	0	1	0	0	0				m1_only
ARHGEF26	Q96DR7	HGNC:24490	ENSG00000114790	1	0	0	1	0	0				m1_only
ARHGEF28	Q8N1W1	HGNC:30322	ENSG00000214944	1	0	0	1	0	0				m1_only
ARHGEF40	Q8TER5	HGNC:25516	ENSG00000165801	1	0	0	1	0	0				m1_only
ARHGEF5	Q12774	HGNC:13209	ENSG00000050327	1	0	0	1	0	0				m1_only
ARHGEF6	Q15052	HGNC:685	ENSG00000129675	1	0	0	1	0	0				m1_only
ARID5B	Q14865	HGNC:17362	ENSG00000150347	1	0	0	1	0	0				m1_only
ARK2C	Q6ZSG1	HGNC:31696	ENSG00000141622	1	0	0	1	0	0				m1_only
ARL13A	Q5H913	HGNC:31709	ENSG00000174225	2	0	1	1	0	0				m1_only
ARL13B	Q3SXY8	HGNC:25419	ENSG00000169379	1	0	1	0	0	0				m1_only
ARL2	P36404	HGNC:693	ENSG00000213465	1	0	1	0	0	0				m1_only
ARL4C	P56559	HGNC:698	ENSG00000188042	1	0	0	1	0	0				m1_only
ARL9	Q6T311	HGNC:23592	ENSG00000196503	1	0	0	1	0	0				m1_only
ARMCX5	Q6P1M9	HGNC:25772	ENSG00000125962	1	0	0	1	0	0				m1_only
ARMH1	Q6PIY5	HGNC:34345	ENSG00000198520	1	0	0	1	0	0	contextual	dual_localization	low	both
ARMH4	Q86TY3	HGNC:19846	ENSG00000139971	3	1	0	1	1	0	contextual	cell_state_induced	low	both
ARPC1A	Q92747	HGNC:703	ENSG00000241685	1	0	0	1	0	0				m1_only
ARPC5	O15511	HGNC:708	ENSG00000162704	1	0	0	1	0	0				m1_only
ARRB2	P32121	HGNC:712	ENSG00000141480	1	0	0	1	0	0				m1_only
ARRDC1	Q8N5I2	HGNC:28633	ENSG00000197070	0	0	0	0	0	0	contextual	other	medium	sonnet_only
ARRDC2	Q8TBH0	HGNC:25225	ENSG00000105643	0	0	0	0	0	0	contextual	dual_localization	low	sonnet_only
ARRDC4	Q8NCT1	HGNC:28087	ENSG00000140450	1	0	0	1	0	0				m1_only
ARRDC5	A6NEK1	HGNC:31407	ENSG00000205784	0	0	0	0	0	0	contextual	tissue_restricted_surface	low	sonnet_only
ARSB	P15848	HGNC:714	ENSG00000113273	2	1	1	0	0	0				m1_only
ARSD	P51689	HGNC:717	ENSG00000006756	0	0	0	0	0	0	contextual	lysosomal_exocytosis	low	sonnet_only
ARSF	P54793	HGNC:721	ENSG00000062096	1	0	0	0	0	1				m1_only
ARSH	Q5FYA8	HGNC:32488	ENSG00000205667	0	0	0	0	0	0	contextual	dual_localization	low	sonnet_only
ARSI	Q5FYB1	HGNC:32521	ENSG00000183876	0	0	0	0	0	0	contextual	lysosomal_exocytosis	low	sonnet_only
ARSL	P51690	HGNC:719	ENSG00000157399	1	0	0	0	0	1				m1_only
ART1	P52961	HGNC:723	ENSG00000129744	1	0	0	0	1	0	yes	gpi_anchored	high	both
ART3	Q13508	HGNC:725	ENSG00000156219	1	0	0	0	1	0	yes	gpi_anchored	medium	both
ART4	Q93070	HGNC:726	ENSG00000111339	1	0	0	0	1	0	yes	gpi_anchored	high	both
ART5	Q96L15	HGNC:24049	ENSG00000167311	0	0	0	0	0	0	contextual	dual_localization	low	sonnet_only
ARVCF	O00192	HGNC:728	ENSG00000099889	1	0	0	1	0	0				m1_only
ASAH2	Q9NR71	HGNC:18860	ENSG00000188611	1	0	1	0	0	0	yes	classical_surface_receptor	high	both
ASAH2B	P0C7U1	HGNC:23456	ENSG00000204147	0	0	0	0	0	0	contextual	dual_localization	low	sonnet_only
ASAP2	O43150	HGNC:2721	ENSG00000151693	1	0	0	1	0	0				m1_only
ASB5	Q8WWX0	HGNC:17180	ENSG00000164122	1	0	0	1	0	0				m1_only
ASGR1	P07306	HGNC:742	ENSG00000141505	4	1	1	1	1	0	yes	classical_surface_receptor	high	both
ASGR2	P07307	HGNC:743	ENSG00000161944	4	1	1	1	1	0	yes	classical_surface_receptor	high	both
ASH2L	Q9UBL3	HGNC:744	ENSG00000129691	1	0	0	1	0	0				m1_only
ASIC1	P78348	HGNC:100	ENSG00000110881	5	1	1	1	1	1	yes	multipass_with_exposed_loops	high	both
ASIC2	Q16515	HGNC:99	ENSG00000108684	1	1	0	0	0	0	yes	multipass_with_exposed_loops	high	both
ASIC3	Q9UHC3	HGNC:101	ENSG00000213199	1	1	0	0	0	0	yes	multipass_with_exposed_loops	high	both
ASIC4	Q96FT7	HGNC:21263	ENSG00000072182	2	1	0	0	1	0	yes	multipass_with_exposed_loops	medium	both
ASIC5	Q9NY37	HGNC:17537	ENSG00000256394	3	1	1	0	1	0	contextual	dual_localization	low	both
ASIP	P42127	HGNC:745	ENSG00000101440	0	0	0	0	0	0	contextual	stable_surface_attachment	low	sonnet_only
ASPH	Q12797	HGNC:757	ENSG00000198363	1	0	0	0	0	1	contextual	cell_state_induced	medium	both
ASPM	Q8IZT6	HGNC:19048	ENSG00000066279	1	0	0	1	0	0				m1_only
ASPN	Q9BXN1	HGNC:14872	ENSG00000106819	1	0	0	0	0	1				m1_only
ASPRV1	Q53RT3	HGNC:26321	ENSG00000244617	1	1	0	0	0	0				m1_only
ASTL	Q6HA08	HGNC:31704	ENSG00000188886	0	0	0	0	0	0	contextual	tissue_restricted_surface	high	sonnet_only
ASTN1	O14525	HGNC:773	ENSG00000152092	2	1	0	0	1	0	yes	classical_surface_receptor	high	both
ASTN2	O75129	HGNC:17021	ENSG00000148219	1	0	0	0	1	0	yes	classical_surface_receptor	high	both
ATAD1	Q8NBU5	HGNC:25903	ENSG00000138138	1	0	1	0	0	0				m1_only
ATF6B	Q99941	HGNC:2349	ENSG00000213676	1	0	0	0	0	1				m1_only
ATG3	Q9NT62	HGNC:20962	ENSG00000144848	1	0	0	1	0	0				m1_only
ATG7	O95352	HGNC:16935	ENSG00000197548	1	0	0	1	0	0				m1_only
ATG9A	Q7Z3C6	HGNC:22408	ENSG00000198925	2	0	0	0	1	1				m1_only
ATIC	P31939	HGNC:794	ENSG00000138363	1	0	0	1	0	0				m1_only
ATL1	Q8WXF7	HGNC:11231	ENSG00000198513	1	0	0	0	0	1				m1_only
ATOX1	O00244	HGNC:798	ENSG00000177556	1	0	0	1	0	0				m1_only
ATP10D	Q9P241	HGNC:13549	ENSG00000145246	1	0	0	1	0	0	contextual	dual_localization	medium	both
ATP11A	P98196	HGNC:13552	ENSG00000068650	1	1	0	0	0	0	yes	multipass_with_exposed_loops	high	both
ATP11B	Q9Y2G3	HGNC:13553	ENSG00000058063	1	1	0	0	0	0				m1_only
ATP11C	Q8NB49	HGNC:13554	ENSG00000101974	1	1	0	0	0	0	yes	multipass_with_exposed_loops	high	both
ATP12A	P54707	HGNC:13816	ENSG00000075673	3	1	1	1	0	0	yes	multipass_with_exposed_loops	high	both
ATP13A1	Q9HD20	HGNC:24215	ENSG00000105726	2	1	0	0	1	0				m1_only
ATP13A2	Q9NQ11	HGNC:30213	ENSG00000159363	1	0	0	0	1	0				m1_only
ATP13A3	Q9H7F0	HGNC:24113	ENSG00000133657	2	0	0	1	1	0				m1_only
ATP13A5	Q4VNC0	HGNC:31789	ENSG00000187527	2	0	0	1	1	0				m1_only
ATP1A1	P05023	HGNC:799	ENSG00000163399	5	1	1	1	1	1	yes	multipass_with_exposed_loops	high	both
ATP1A2	P50993	HGNC:800	ENSG00000018625	3	1	1	0	1	0	yes	multipass_with_exposed_loops	high	both
ATP1A3	P13637	HGNC:801	ENSG00000105409	4	1	1	0	1	1	yes	multipass_with_exposed_loops	high	both
ATP1A4	Q13733	HGNC:14073	ENSG00000132681	3	1	1	0	1	0	yes	multipass_with_exposed_loops	high	both
ATP1B1	P05026	HGNC:804	ENSG00000143153	4	1	1	0	1	1	yes	classical_surface_receptor	high	both
ATP1B2	P14415	HGNC:805	ENSG00000129244	4	1	1	0	1	1	yes	classical_surface_receptor	high	both
ATP1B3	P54709	HGNC:806	ENSG00000069849	5	1	1	1	1	1	yes	classical_surface_receptor	high	both
ATP1B4	Q9UN42	HGNC:808	ENSG00000101892	1	0	0	0	1	0				m1_only
ATP23	Q9Y6H3	HGNC:29452	ENSG00000166896	1	0	0	1	0	0				m1_only
ATP2B1	P20020	HGNC:814	ENSG00000070961	3	1	1	1	0	0	yes	multipass_with_exposed_loops	high	both
ATP2B2	Q01814	HGNC:815	ENSG00000157087	3	1	1	0	1	0	yes	multipass_with_exposed_loops	high	both
ATP2B3	Q16720	HGNC:816	ENSG00000067842	4	1	1	1	1	0				m1_only
ATP2B4	P23634	HGNC:817	ENSG00000058668	4	1	1	1	1	0				m1_only
ATP2C2	O75185	HGNC:29103	ENSG00000064270	2	1	0	1	0	0	contextual	dual_localization	medium	both
ATP4A	P20648	HGNC:819	ENSG00000105675	1	1	0	0	0	0	contextual	dual_localization	high	both
ATP4B	P51164	HGNC:820	ENSG00000186009	4	1	1	1	1	0	yes	classical_surface_receptor	high	both
ATP5F1B	P06576	HGNC:830	ENSG00000110955	1	0	1	0	0	0	contextual	dual_localization	medium	both
ATP5IF1	Q9UII2	HGNC:871	ENSG00000130770	1	0	1	0	0	0	contextual	dual_localization	medium	both
ATP5PF	P18859	HGNC:847	ENSG00000154723	0	0	0	0	0	0	contextual	dual_localization	medium	sonnet_only
ATP6AP1	Q15904	HGNC:868	ENSG00000071553	1	0	0	0	0	1	contextual	dual_localization	medium	both
ATP6AP2	O75787	HGNC:18305	ENSG00000182220	2	1	1	0	0	0	contextual	dual_localization	high	both
ATP6V0A1	Q93050	HGNC:865	ENSG00000033627	1	0	0	0	0	1				m1_only
ATP6V0A2	Q9Y487	HGNC:18481	ENSG00000185344	3	0	0	1	1	1	contextual	dual_localization	medium	both
ATP6V0A4	Q9HBG4	HGNC:866	ENSG00000105929	2	1	1	0	0	0				m1_only
ATP6V0D1	P61421	HGNC:13724	ENSG00000159720	1	0	1	0	0	0				m1_only
ATP6V0D2	Q8N8Y2	HGNC:18266	ENSG00000147614	1	0	1	0	0	0	contextual	tissue_restricted_surface	medium	both
ATP6V0E2	Q8NHE4	HGNC:21723	ENSG00000171130	0	0	0	0	0	0	contextual	tissue_restricted_surface	medium	sonnet_only
ATP6V1B1	P15313	HGNC:853	ENSG00000116039	2	1	1	0	0	0				m1_only
ATP6V1B2	P21281	HGNC:854	ENSG00000147416	2	1	1	0	0	0				m1_only
ATP6V1D	Q9Y5K8	HGNC:13527	ENSG00000100554	1	0	0	1	0	0				m1_only
ATP6V1E1	P36543	HGNC:857	ENSG00000131100	2	1	1	0	0	0				m1_only
ATP6V1G1	O75348	HGNC:864	ENSG00000136888	1	1	0	0	0	0				m1_only
ATP6V1H	Q9UI12	HGNC:18303	ENSG00000047249	1	0	0	1	0	0				m1_only
ATP7A	Q04656	HGNC:869	ENSG00000165240	2	1	1	0	0	0	contextual	cell_state_induced	high	both
ATP7B	P35670	HGNC:870	ENSG00000123191	2	1	1	0	0	0				m1_only
ATP8A2	Q9NTI2	HGNC:13533	ENSG00000132932	2	1	0	1	0	0				m1_only
ATP8B1	O43520	HGNC:3706	ENSG00000081923	3	1	1	1	0	0				m1_only
ATP8B2	P98198	HGNC:13534	ENSG00000143515	1	0	0	1	0	0				m1_only
ATP9A	O75110	HGNC:13540	ENSG00000054793	1	1	0	0	0	0				m1_only
ATP9B	O43861	HGNC:13541	ENSG00000166377	1	1	0	0	0	0				m1_only
ATRAID	Q6UW56	HGNC:24090	ENSG00000138085	3	1	0	0	1	1	contextual	dual_localization	medium	both
ATRN	O75882	HGNC:885	ENSG00000088812	3	1	0	0	1	1	contextual	dual_localization	high	both
ATRNL1	Q5VV63	HGNC:29063	ENSG00000107518	2	1	0	0	1	0	yes	classical_surface_receptor	medium	both
ATXN10	Q9UBB4	HGNC:10549	ENSG00000130638	1	0	0	1	0	0				m1_only
ATXN3	P54252	HGNC:7106	ENSG00000066427	1	0	0	1	0	0				m1_only
ATXN7L3	Q14CW9	HGNC:25416	ENSG00000087152	1	0	0	1	0	0				m1_only
AURKA	O14965	HGNC:11393	ENSG00000087586	2	1	1	0	0	0				m1_only
AVEN	Q9NQS1	HGNC:13509	ENSG00000169857	1	0	0	1	0	0				m1_only
AVPI1	Q5T686	HGNC:30898	ENSG00000119986	1	0	0	1	0	0				m1_only
AVPR1A	P37288	HGNC:895	ENSG00000166148	2	1	0	0	1	0	yes	multipass_with_exposed_loops	high	both
AVPR1B	P47901	HGNC:896	ENSG00000198049	2	1	0	0	1	0	yes	multipass_with_exposed_loops	high	both
AVPR2	P30518	HGNC:897	ENSG00000126895	2	1	0	0	1	0	yes	multipass_with_exposed_loops	high	both
AXIN1	O15169	HGNC:903	ENSG00000103126	1	0	1	0	0	0				m1_only
AXL	P30530	HGNC:905	ENSG00000167601	5	1	1	1	1	1	yes	classical_surface_receptor	high	both
AZGP1	P25311	HGNC:910	ENSG00000160862	1	0	1	0	0	0	contextual	dual_localization	medium	both
AZU1	P20160	HGNC:913	ENSG00000172232	0	0	0	0	0	0	contextual	lysosomal_exocytosis	high	sonnet_only
B2M	P61769	HGNC:914	ENSG00000166710	3	1	1	1	0	0	yes	stable_complex_partner	high	both
B3GALT2	O43825	HGNC:917	ENSG00000162630	1	0	0	1	0	0				m1_only
B3GNT2	Q9NY97	HGNC:15629	ENSG00000170340	1	0	0	0	0	1				m1_only
B4GALT1	P15291	HGNC:924	ENSG00000086062	2	1	1	0	0	0	contextual	dual_localization	high	both
BACE1	P56817	HGNC:933	ENSG00000186318	5	1	1	1	1	1	yes	classical_surface_receptor	high	both
BACE2	Q9Y5Z0	HGNC:934	ENSG00000182240	2	1	0	0	1	0	yes	classical_surface_receptor	high	both
BAG5	Q9UL15	HGNC:941	ENSG00000166170	1	0	0	1	0	0				m1_only
BAIAP2	Q9UQB8	HGNC:947	ENSG00000175866	2	0	1	1	0	0				m1_only
BAIAP2L1	Q9UHR4	HGNC:21649	ENSG00000006453	1	0	0	1	0	0				m1_only
BAMBI	Q13145	HGNC:30251	ENSG00000095739	2	1	0	0	1	0	yes	classical_surface_receptor	high	both
BANK1	Q8NDB2	HGNC:18233	ENSG00000153064	1	0	0	1	0	0				m1_only
BASP1	P80723	HGNC:957	ENSG00000176788	1	0	0	1	0	0				m1_only
BAX	Q07812	HGNC:959	ENSG00000087088	1	0	0	1	0	0				m1_only
BBIP1	A8MTZ0	HGNC:28093	ENSG00000214413	1	0	1	0	0	0				m1_only
BBOF1	Q8ND07	HGNC:19855	ENSG00000119636	1	0	0	1	0	0				m1_only
BBS1	Q8NFJ9	HGNC:966	ENSG00000174483	1	0	1	0	0	0				m1_only
